Word,Gender,Number,Lemma
ultimobranchiaux,masculine,plural,ultimobranchial
ultimobranchiale,feminine,singular,ultimobranchial
ultimobranchiales,feminine,plural,ultimobranchial
ultième,invariable,singular,ultième
ultièmes,invariable,plural,ultième
ultra,invariable,singular,ultra
ultras,invariable,plural,ultra
ultra-basique,masculine,singular,ultra-basique
ultra-catholique,masculine,singular,ultra-catholique
ultra-chic,invariable,singular,ultra-chic
ultra-chics,invariable,plural,ultra-chic
ultra-chiraquien,masculine,singular,ultra-chiraquien
ultra-classique,masculine,singular,ultra-classique
ultra-colonialiste,invariable,singular,ultra-colonialiste
ultra-colonialistes,invariable,plural,ultra-colonialiste
ultra-confidentiel,masculine,singular,ultra-confidentiel
ultra-confidentiels,masculine,plural,ultra-confidentiel
ultra-confidentielle,feminine,singular,ultra-confidentiel
ultra-confidentielles,feminine,plural,ultra-confidentiel
ultra-conservateur,masculine,singular,ultra-conservateur
ultra-conservateurs,masculine,plural,ultra-conservateur
ultra-conservatrice,feminine,singular,ultra-conservateur
ultra-conservatrices,feminine,plural,ultra-conservateur
ultra-cosmopolite,masculine,singular,ultra-cosmopolite
ultra-courts,masculine,plural,ultra-court
ultra-courte,feminine,singular,ultra-court
ultra-droitier,masculine,singular,ultra-droitier
ultra-décadent,masculine,singular,ultra-décadent
ultra-démocratique,masculine,singular,ultra-démocratique
ultra-facile,masculine,singular,ultra-facile
ultra-filtrant,masculine,singular,ultra-filtrant
ultra-fin,masculine,singular,ultra-fin
ultra-fine,feminine,singular,ultra-fin
ultra-gaulliste,masculine,singular,ultra-gaulliste
ultra-hertzien,masculine,singular,ultra-hertzien
ultra-hégélien,masculine,singular,ultra-hégélien
ultra-libéral,masculine,singular,ultra-libéral
ultra-libéraux,masculine,plural,ultra-libéral
ultra-libérale,feminine,singular,ultra-libéral
ultra-libérales,feminine,plural,ultra-libéral
ultra-légers,masculine,plural,ultra-léger
ultra-légère,feminine,singular,ultra-léger
ultra-marin,masculine,singular,ultra-marin
ultra-marins,masculine,plural,ultra-marin
ultra-marine,feminine,singular,ultra-marin
ultra-marines,feminine,plural,ultra-marin
ultra-microscopique,masculine,singular,ultra-microscopique
ultra-mince,invariable,singular,ultra-mince
ultra-minoritaire,masculine,singular,ultra-minoritaire
ultra-moderne,invariable,singular,ultra-moderne
ultra-modernes,invariable,plural,ultra-moderne
ultra-nationaliste,invariable,singular,ultra-nationaliste
ultra-nationalistes,invariable,plural,ultra-nationaliste
ultra-nerveux,masculine,singular,ultra-nerveux
ultra-orthodoxe,invariable,singular,ultra-orthodoxe
ultra-orthodoxes,invariable,plural,ultra-orthodoxe
ultra-papiste,masculine,singular,ultra-papiste
ultra-perfectionné,masculine,singular,ultra-perfectionné
ultra-phagocytaire,masculine,singular,ultra-phagocytaire
ultra-plat,masculine,singular,ultra-plat
ultra-plats,masculine,plural,ultra-plat
ultra-plate,feminine,singular,ultra-plat
ultra-plates,feminine,plural,ultra-plat
ultra-poli,masculine,singular,ultra-poli
ultra-portable,invariable,singular,ultra-portable
ultra-portables,invariable,plural,ultra-portable
ultra-poétique,masculine,singular,ultra-poétique
ultra-propre,invariable,singular,ultra-propre
ultra-propres,invariable,plural,ultra-propre
ultra-prudent,masculine,singular,ultra-prudent
ultra-puissantes,feminine,plural,ultra-puissant
ultra-raffiné,masculine,singular,ultra-raffiné
ultra-rapide,invariable,singular,ultra-rapide
ultra-rapides,invariable,plural,ultra-rapide
ultra-représentatif,masculine,singular,ultra-représentatif
ultra-repu,masculine,singular,ultra-repu
ultra-royaliste,invariable,singular,ultra-royaliste
ultra-royalistes,invariable,plural,ultra-royaliste
ultra-résistant,masculine,singular,ultra-résistant
ultra-résistants,masculine,plural,ultra-résistant
ultra-résistante,feminine,singular,ultra-résistant
ultra-résistantes,feminine,plural,ultra-résistant
ultra-révolutionnaire,invariable,singular,ultra-révolutionnaire
ultra-révolutionnaires,invariable,plural,ultra-révolutionnaire
ultra-secrets,masculine,plural,ultra-secret
ultra-secrète,feminine,singular,ultra-secret
ultra-secrètes,feminine,plural,ultra-secret
ultra-sensible,invariable,singular,ultra-sensible
ultra-sensibles,invariable,plural,ultra-sensible
ultra-snob,masculine,singular,ultra-snob
ultra-sonique,invariable,singular,ultra-sonique
ultra-soniques,invariable,plural,ultra-sonique
ultra-sonore,invariable,singular,ultra-sonore
ultra-sonores,invariable,plural,ultra-sonore
ultra-spécialisé,masculine,singular,ultra-spécialisé
ultra-terrestre,masculine,singular,ultra-terrestre
ultra-violette,feminine,singular,ultra-violet
ultra-violettes,feminine,plural,ultra-violet
ultra-voltairien,masculine,singular,ultra-voltairien
ultra-zodiacal,masculine,singular,ultra-zodiacal
ultrabasique,invariable,singular,ultrabasique
ultrabasiques,invariable,plural,ultrabasique
ultrabourgeois,masculine,singular,ultrabourgeois
ultrabourgeoise,feminine,singular,ultrabourgeois
ultrabourgeoises,invariable,plural,ultrabourgeois
ultrabrachycéphale,masculine,singular,ultrabrachycéphale
ultrabref,masculine,singular,ultrabref
ultrabrefs,masculine,plural,ultrabref
ultrabrève,feminine,singular,ultrabref
ultrabrèves,feminine,plural,ultrabref
ultrachic,invariable,singular,ultrachic
ultrachics,invariable,plural,ultrachic
ultraciblé,masculine,singular,ultraciblé
ultraciblés,masculine,plural,ultraciblé
ultraciblée,feminine,singular,ultraciblé
ultraciblées,feminine,plural,ultraciblé
ultracolonialiste,invariable,singular,ultracolonialiste
ultracolonialistes,invariable,plural,ultracolonialiste
ultraconcave,masculine,singular,ultraconcave
ultraconcentré,masculine,singular,ultraconcentré
ultraconcentrés,masculine,plural,ultraconcentré
ultraconcentrée,feminine,singular,ultraconcentré
ultraconcentrées,feminine,plural,ultraconcentré
ultraconfidentiel,masculine,singular,ultraconfidentiel
ultraconfidentiels,masculine,plural,ultraconfidentiel
ultraconfidentielle,feminine,singular,ultraconfidentiel
ultraconfidentielles,feminine,plural,ultraconfidentiel
ultraconformiste,masculine,singular,ultraconformiste
ultraconfortable,invariable,singular,ultraconfortable
ultraconfortables,invariable,plural,ultraconfortable
ultraconservateur,masculine,singular,ultraconservateur
ultraconservateurs,masculine,plural,ultraconservateur
ultraconservatrice,feminine,singular,ultraconservateur
ultraconservatrices,feminine,plural,ultraconservateur
ultraconvexe,masculine,singular,ultraconvexe
ultracourts,masculine,plural,ultracourt
ultracourte,feminine,singular,ultracourt
ultradien,masculine,singular,ultradien
ultradiens,masculine,plural,ultradien
ultradienne,feminine,singular,ultradien
ultradiennes,feminine,plural,ultradien
ultradolicocéphale,masculine,singular,ultradolicocéphale
ultrafin,masculine,singular,ultrafin
ultrafins,masculine,plural,ultrafin
ultrafine,feminine,singular,ultrafin
ultrafines,feminine,plural,ultrafin
ultrahertzien,masculine,singular,ultrahertzien
ultralibéral,masculine,singular,ultralibéral
ultralibéraux,masculine,plural,ultralibéral
ultralibérale,feminine,singular,ultralibéral
ultralibérales,feminine,plural,ultralibéral
ultralégers,masculine,plural,ultraléger
ultralégère,feminine,singular,ultraléger
ultralégitimiste,masculine,singular,ultralégitimiste
ultramarin,masculine,singular,ultramarin
ultramarins,masculine,plural,ultramarin
ultramarine,feminine,singular,ultramarin
ultramarines,feminine,plural,ultramarin
ultramicroscopique,invariable,singular,ultramicroscopique
ultramicroscopiques,invariable,plural,ultramicroscopique
ultramince,invariable,singular,ultramince
ultraminces,invariable,plural,ultramince
ultraminoritaire,invariable,singular,ultraminoritaire
ultraminoritaires,invariable,plural,ultraminoritaire
ultramoderne,invariable,singular,ultramoderne
ultramodernes,invariable,plural,ultramoderne
ultramoderniste,masculine,singular,ultramoderniste
ultramodernisé,masculine,singular,ultramodernisé
ultramontain,masculine,singular,ultramontain
ultramontains,masculine,plural,ultramontain
ultramontaine,feminine,singular,ultramontain
ultramontaines,feminine,plural,ultramontain
ultramétrique,invariable,singular,ultramétrique
ultramétriques,invariable,plural,ultramétrique
ultranationaliste,invariable,singular,ultranationaliste
ultranationalistes,invariable,plural,ultranationaliste
ultraorthodoxe,invariable,singular,ultraorthodoxe
ultraorthodoxes,invariable,plural,ultraorthodoxe
ultraperformant,masculine,singular,ultraperformant
ultraplat,masculine,singular,ultraplat
ultraplats,masculine,plural,ultraplat
ultraplate,feminine,singular,ultraplat
ultraplates,feminine,plural,ultraplat
ultraponique,invariable,singular,ultraponique
ultraponiques,invariable,plural,ultraponique
ultraportable,invariable,singular,ultraportable
ultraportables,invariable,plural,ultraportable
ultrapropre,invariable,singular,ultrapropre
ultrapropres,invariable,plural,ultrapropre
ultrapériphérique,invariable,singular,ultrapériphérique
ultrapériphériques,invariable,plural,ultrapériphérique
ultraraffiné,masculine,singular,ultraraffiné
ultrarapide,invariable,singular,ultrarapide
ultrarapides,invariable,plural,ultrarapide
ultrariche,invariable,singular,ultrariche
ultrariches,invariable,plural,ultrariche
ultraroyaliste,invariable,singular,ultraroyaliste
ultraroyalistes,invariable,plural,ultraroyaliste
ultrarésistant,masculine,singular,ultrarésistant
ultrarésistants,masculine,plural,ultrarésistant
ultrarésistante,feminine,singular,ultrarésistant
ultrarésistantes,feminine,plural,ultrarésistant
ultrarévolutionnaire,invariable,singular,ultrarévolutionnaire
ultrarévolutionnaires,invariable,plural,ultrarévolutionnaire
ultrasensible,invariable,singular,ultrasensible
ultrasensibles,invariable,plural,ultrasensible
ultrasonique,invariable,singular,ultrasonique
ultrasoniques,invariable,plural,ultrasonique
ultrasonographique,invariable,singular,ultrasonographique
ultrasonographiques,invariable,plural,ultrasonographique
ultrasonore,invariable,singular,ultrasonore
ultrasonores,invariable,plural,ultrasonore
ultraspécialisé,masculine,singular,ultraspécialisé
ultrastructural,masculine,singular,ultrastructural
ultrastructuraux,masculine,plural,ultrastructural
ultrastructurale,feminine,singular,ultrastructural
ultrastructurales,feminine,plural,ultrastructural
ultraviolette,feminine,singular,ultraviolet
ultraviolettes,feminine,plural,ultraviolet
ultérieur,masculine,singular,ultérieur
ultérieurs,masculine,plural,ultérieur
ultérieure,feminine,singular,ultérieur
ultérieures,feminine,plural,ultérieur
ululant,masculine,singular,ululant
umbonal,masculine,singular,umbonal
umbonaux,masculine,plural,umbonal
umbonale,feminine,singular,umbonal
umbonales,feminine,plural,umbonal
umbraticole,masculine,singular,umbraticole
unaire,invariable,singular,unaire
unaires,invariable,plural,unaire
unanime,invariable,singular,unanime
unanimes,invariable,plural,unanime
unanimiste,invariable,singular,unanimiste
unanimistes,invariable,plural,unanimiste
uncial,masculine,singular,uncial
unciaux,masculine,plural,uncial
unciale,feminine,singular,uncial
unciales,feminine,plural,uncial
unciforme,invariable,singular,unciforme
unciformes,invariable,plural,unciforme
uncinulé,masculine,singular,uncinulé
uncinulés,masculine,plural,uncinulé
uncinulée,feminine,singular,uncinulé
uncinulées,feminine,plural,uncinulé
unciné,masculine,singular,unciné
uncinés,masculine,plural,unciné
uncinée,feminine,singular,unciné
uncinées,feminine,plural,unciné
uncipenne,masculine,singular,uncipenne
uncirostre,masculine,singular,uncirostre
uncovertébral,masculine,singular,uncovertébral
uncovertébraux,masculine,plural,uncovertébral
uncovertébrale,feminine,singular,uncovertébral
uncovertébrales,feminine,plural,uncovertébral
underground,invariable,singular,underground
undergrounds,invariable,plural,underground
undécanoïque,invariable,singular,undécanoïque
undécanoïques,invariable,plural,undécanoïque
undécennal,masculine,singular,undécennal
undécennaux,masculine,plural,undécennal
undécennale,feminine,singular,undécennal
undécennales,feminine,plural,undécennal
undécylénique,invariable,singular,undécylénique
undécyléniques,invariable,plural,undécylénique
undécénoïque,invariable,singular,undécénoïque
undécénoïques,invariable,plural,undécénoïque
une,masculine,singular,une
unguifère,invariable,singular,unguifère
unguifères,invariable,plural,unguifère
unguéal,masculine,singular,unguéal
unguéaux,masculine,plural,unguéal
unguéale,feminine,singular,unguéal
unguéales,feminine,plural,unguéal
uni,masculine,singular,uni
unis,masculine,plural,uni
unie,feminine,singular,uni
unies,feminine,plural,uni
uniangulaire,invariable,singular,uniangulaire
uniangulaires,invariable,plural,uniangulaire
uniate,invariable,singular,uniate
uniates,invariable,plural,uniate
uniatomique,masculine,singular,uniatomique
uniaxe,invariable,singular,uniaxe
uniaxes,invariable,plural,uniaxe
uniaxial,masculine,singular,uniaxial
uniaxiaux,masculine,plural,uniaxial
uniaxiale,feminine,singular,uniaxial
uniaxiales,feminine,plural,uniaxial
unicaméral,masculine,singular,unicaméral
unicaméraux,masculine,plural,unicaméral
unicamérale,feminine,singular,unicaméral
unicamérales,feminine,plural,unicaméral
unicaule,invariable,singular,unicaule
unicaules,invariable,plural,unicaule
unicellulaire,invariable,singular,unicellulaire
unicellulaires,invariable,plural,unicellulaire
unichroïte,masculine,singular,unichroïte
unicolonne,invariable,singular,unicolonne
unicolonnes,invariable,plural,unicolonne
unicolore,invariable,singular,unicolore
unicolores,invariable,plural,unicolore
unicorde,masculine,singular,unicorde
unicorne,invariable,singular,unicorne
unicornes,invariable,plural,unicorne
unicursal,masculine,singular,unicursal
unicursaux,masculine,plural,unicursal
unicursale,feminine,singular,unicursal
unicursales,feminine,plural,unicursal
unicuspidé,masculine,singular,unicuspidé
unidimensionnel,masculine,singular,unidimensionnel
unidimensionnels,masculine,plural,unidimensionnel
unidimensionnelle,feminine,singular,unidimensionnel
unidimensionnelles,feminine,plural,unidimensionnel
unidirectionnel,masculine,singular,unidirectionnel
unidirectionnels,masculine,plural,unidirectionnel
unidirectionnelle,feminine,singular,unidirectionnel
unidirectionnelles,feminine,plural,unidirectionnel
uniface,invariable,singular,uniface
unifaces,invariable,plural,uniface
unifacial,masculine,singular,unifacial
unifaciaux,masculine,plural,unifacial
unifaciale,feminine,singular,unifacial
unifaciales,feminine,plural,unifacial
unifactoriel,masculine,singular,unifactoriel
unifactoriels,masculine,plural,unifactoriel
unifactorielle,feminine,singular,unifactoriel
unifactorielles,feminine,plural,unifactoriel
unifamilial,masculine,singular,unifamilial
unifamiliaux,masculine,plural,unifamilial
unifamiliale,feminine,singular,unifamilial
unifamiliales,feminine,plural,unifamilial
unifiable,invariable,singular,unifiable
unifiables,invariable,plural,unifiable
unifiant,masculine,singular,unifiant
unifiants,masculine,plural,unifiant
unifiante,feminine,singular,unifiant
unifiantes,feminine,plural,unifiant
unificateur,masculine,singular,unificateur
unificateurs,masculine,plural,unificateur
unificatrice,feminine,singular,unificateur
unificatrices,feminine,plural,unificateur
unifilaire,invariable,singular,unifilaire
unifilaires,invariable,plural,unifilaire
unifié,masculine,singular,unifié
unifiés,masculine,plural,unifié
unifiée,feminine,singular,unifié
unifiées,feminine,plural,unifié
uniflagellé,masculine,singular,uniflagellé
unifloral,masculine,singular,unifloral
unifloraux,masculine,plural,unifloral
uniflorale,feminine,singular,unifloral
uniflorales,feminine,plural,unifloral
uniflore,invariable,singular,uniflore
uniflores,invariable,plural,uniflore
unifoliolé,masculine,singular,unifoliolé
unifoliolés,masculine,plural,unifoliolé
unifoliolée,feminine,singular,unifoliolé
unifoliolées,feminine,plural,unifoliolé
unifolié,masculine,singular,unifolié
unifoliés,masculine,plural,unifolié
unifoliée,feminine,singular,unifolié
unifoliées,feminine,plural,unifolié
uniforme,invariable,singular,uniforme
uniformes,invariable,plural,uniforme
uniformisant,masculine,singular,uniformisant
uniformisants,masculine,plural,uniformisant
uniformisante,feminine,singular,uniformisant
uniformisantes,feminine,plural,uniformisant
uniformisateur,masculine,singular,uniformisateur
uniformisateurs,masculine,plural,uniformisateur
uniformisatrice,feminine,singular,uniformisateur
uniformisatrices,feminine,plural,uniformisateur
uniformisé,masculine,singular,uniformisé
uniformisés,masculine,plural,uniformisé
uniformisée,feminine,singular,uniformisé
uniformisées,feminine,plural,uniformisé
unifère,invariable,singular,unifère
unifères,invariable,plural,unifère
unigénaire,masculine,singular,unigénaire
unihoraire,invariable,singular,unihoraire
unihoraires,invariable,plural,unihoraire
unijambiste,invariable,singular,unijambiste
unijambistes,invariable,plural,unijambiste
unijugué,masculine,singular,unijugué
unilatère,invariable,singular,unilatère
unilatères,invariable,plural,unilatère
unilatéral,masculine,singular,unilatéral
unilatéraux,masculine,plural,unilatéral
unilatérale,feminine,singular,unilatéral
unilatérales,feminine,plural,unilatéral
uniligne,invariable,singular,uniligne
unilignes,invariable,plural,uniligne
unilingue,invariable,singular,unilingue
unilingues,invariable,plural,unilingue
unilinéaire,invariable,singular,unilinéaire
unilinéaires,invariable,plural,unilinéaire
unilobé,masculine,singular,unilobé
unilobés,masculine,plural,unilobé
unilobée,feminine,singular,unilobé
unilobées,feminine,plural,unilobé
uniloculaire,invariable,singular,uniloculaire
uniloculaires,invariable,plural,uniloculaire
uniloque,masculine,singular,uniloque
unimodal,masculine,singular,unimodal
unimodaux,masculine,plural,unimodal
unimodale,feminine,singular,unimodal
unimodales,feminine,plural,unimodal
unimodulaire,invariable,singular,unimodulaire
unimodulaires,invariable,plural,unimodulaire
uninaire,masculine,singular,uninaire
uninervé,masculine,singular,uninervé
uninominal,masculine,singular,uninominal
uninominaux,masculine,plural,uninominal
uninominale,feminine,singular,uninominal
uninominales,feminine,plural,uninominal
uninucléé,masculine,singular,uninucléé
uninucléés,masculine,plural,uninucléé
uninucléée,feminine,singular,uninucléé
uninucléées,feminine,plural,uninucléé
unioniste,invariable,singular,unioniste
unionistes,invariable,plural,unioniste
uniovulaire,invariable,singular,uniovulaire
uniovulaires,invariable,plural,uniovulaire
uniovulé,masculine,singular,uniovulé
uniovulés,masculine,plural,uniovulé
uniovulée,feminine,singular,uniovulé
uniovulées,feminine,plural,uniovulé
unipare,invariable,singular,unipare
unipares,invariable,plural,unipare
uniparental,masculine,singular,uniparental
uniparentaux,masculine,plural,uniparental
uniparentale,feminine,singular,uniparental
uniparentales,feminine,plural,uniparental
unipenne,masculine,singular,unipenne
unipersonnel,masculine,singular,unipersonnel
unipersonnels,masculine,plural,unipersonnel
unipersonnelle,feminine,singular,unipersonnel
unipersonnelles,feminine,plural,unipersonnel
uniphasique,invariable,singular,uniphasique
uniphasiques,invariable,plural,uniphasique
unipolaire,invariable,singular,unipolaire
unipolaires,invariable,plural,unipolaire
unipotent,masculine,singular,unipotent
unipotents,masculine,plural,unipotent
unipotente,feminine,singular,unipotent
unipotentes,feminine,plural,unipotent
unipulmonaire,invariable,singular,unipulmonaire
unipulmonaires,invariable,plural,unipulmonaire
unipédal,masculine,singular,unipédal
unipétale,masculine,singular,unipétale
unique,invariable,singular,unique
uniques,invariable,plural,unique
uniracial,masculine,singular,uniracial
uniradiculaire,masculine,singular,uniradiculaire
uniradiculé,masculine,singular,uniradiculé
uniramé,masculine,singular,uniramé
uniramés,masculine,plural,uniramé
uniramée,feminine,singular,uniramé
uniramées,feminine,plural,uniramé
uniréfringent,masculine,singular,uniréfringent
uniréfringents,masculine,plural,uniréfringent
uniréfringente,feminine,singular,uniréfringent
uniréfringentes,feminine,plural,uniréfringent
unisexe,invariable,singular,unisexe
unisexes,invariable,plural,unisexe
unisexuel,masculine,singular,unisexuel
unisexuels,masculine,plural,unisexuel
unisexuelle,feminine,singular,unisexuel
unisexuelles,feminine,plural,unisexuel
unisexué,masculine,singular,unisexué
unisexués,masculine,plural,unisexué
unisexuée,feminine,singular,unisexué
unisexuées,feminine,plural,unisexué
unisport,masculine,singular,unisport
unissable,masculine,singular,unissable
unistratifié,masculine,singular,unistratifié
unistratifiés,masculine,plural,unistratifié
unistratifiée,feminine,singular,unistratifié
unistratifiées,feminine,plural,unistratifié
unisérié,masculine,singular,unisérié
unisériés,masculine,plural,unisérié
unisériée,feminine,singular,unisérié
unisériées,feminine,plural,unisérié
unitaire,invariable,singular,unitaire
unitaires,invariable,plural,unitaire
unitairien,masculine,singular,unitairien
unitarien,masculine,singular,unitarien
unitariens,masculine,plural,unitarien
unitarienne,feminine,singular,unitarien
unitariennes,feminine,plural,unitarien
unitariste,masculine,singular,unitariste
unitegminé,masculine,singular,unitegminé
unitegminés,masculine,plural,unitegminé
unitegminée,feminine,singular,unitegminé
unitegminées,feminine,plural,unitegminé
unitif,masculine,singular,unitif
unitifs,masculine,plural,unitif
unitive,feminine,singular,unitif
unitives,feminine,plural,unitif
unitige,masculine,singular,unitige
unitissulaire,invariable,singular,unitissulaire
unitissulaires,invariable,plural,unitissulaire
unitonal,masculine,singular,unitonal
unitonaux,masculine,plural,unitonal
unitonale,feminine,singular,unitonal
unitonales,feminine,plural,unitonal
unitéiste,masculine,singular,unitéiste
univalent,masculine,singular,univalent
univalents,masculine,plural,univalent
univalente,feminine,singular,univalent
univalentes,feminine,plural,univalent
univalve,invariable,singular,univalve
univalves,invariable,plural,univalve
universalisable,invariable,singular,universalisable
universalisables,invariable,plural,universalisable
universaliste,invariable,singular,universaliste
universalistes,invariable,plural,universaliste
universalisé,masculine,singular,universalisé
universalisés,masculine,plural,universalisé
universalisée,feminine,singular,universalisé
universalisées,feminine,plural,universalisé
universel,masculine,singular,universel
universels,masculine,plural,universel
universelle,feminine,singular,universel
universelles,feminine,plural,universel
universitaire,invariable,singular,universitaire
universitaires,invariable,plural,universitaire
univitellin,masculine,singular,univitellin
univitellins,masculine,plural,univitellin
univitelline,feminine,singular,univitellin
univitellines,feminine,plural,univitellin
univociste,masculine,singular,univociste
univoltin,masculine,singular,univoltin
univoltins,masculine,plural,univoltin
univoltine,feminine,singular,univoltin
univoltines,feminine,plural,univoltin
univoque,invariable,singular,univoque
univoques,invariable,plural,univoque
unième,invariable,singular,unième
unièmes,invariable,plural,unième
upérisé,masculine,singular,upérisé
uque,masculine,singular,uque
uracylique,invariable,singular,uracylique
uracyliques,invariable,plural,uracylique
uraneux,masculine,singular,uraneux
uraneuse,feminine,singular,uraneux
uraneuses,invariable,plural,uraneux
uranien,masculine,singular,uranien
uraniens,masculine,plural,uranien
uranienne,feminine,singular,uranien
uraniennes,feminine,plural,uranien
uranifère,invariable,singular,uranifère
uranifères,invariable,plural,uranifère
uranique,invariable,singular,uranique
uraniques,invariable,plural,uranique
uraniste,invariable,singular,uraniste
uranistes,invariable,plural,uraniste
uranyle,invariable,singular,uranyle
uranyles,invariable,plural,uranyle
uratique,invariable,singular,uratique
uratiques,invariable,plural,uratique
urbain,masculine,singular,urbain
urbains,masculine,plural,urbain
urbaine,feminine,singular,urbain
urbaines,feminine,plural,urbain
urbanisable,invariable,singular,urbanisable
urbanisables,invariable,plural,urbanisable
urbaniste,invariable,singular,urbaniste
urbanistes,invariable,plural,urbaniste
urbanistique,invariable,singular,urbanistique
urbanistiques,invariable,plural,urbanistique
urbanisé,masculine,singular,urbanisé
urbanisés,masculine,plural,urbanisé
urbanisée,feminine,singular,urbanisé
urbanisées,feminine,plural,urbanisé
urbi et orbi,invariable,invariable,urbi et orbi
urbicole,masculine,singular,urbicole
urcéolaire,invariable,singular,urcéolaire
urcéolaires,invariable,plural,urcéolaire
urcéolé,masculine,singular,urcéolé
urcéolés,masculine,plural,urcéolé
urcéolée,feminine,singular,urcéolé
urcéolées,feminine,plural,urcéolé
urf,invariable,singular,urf
urfs,invariable,plural,urf
urgent,masculine,singular,urgent
urgents,masculine,plural,urgent
urgente,feminine,singular,urgent
urgentes,feminine,plural,urgent
urgentissime,invariable,singular,urgentissime
urgentissimes,invariable,plural,urgentissime
urgentiste,invariable,singular,urgentiste
urgentistes,invariable,plural,urgentiste
urgonien,masculine,singular,urgonien
urgoniens,masculine,plural,urgonien
urgonienne,feminine,singular,urgonien
urgoniennes,feminine,plural,urgonien
urico-inhibiteur,masculine,singular,urico-inhibiteur
urico-inhibitrice,feminine,singular,urico-inhibiteur
urico-poïétique,masculine,singular,urico-poïétique
uricofrénateur,masculine,singular,uricofrénateur
uricofrénateurs,masculine,plural,uricofrénateur
uricofrénatrice,feminine,singular,uricofrénateur
uricofrénatrices,feminine,plural,uricofrénateur
uricolytique,invariable,singular,uricolytique
uricolytiques,invariable,plural,uricolytique
uricopoïétique,invariable,singular,uricopoïétique
uricopoïétiques,invariable,plural,uricopoïétique
uricosurique,invariable,singular,uricosurique
uricosuriques,invariable,plural,uricosurique
uricotélique,invariable,singular,uricotélique
uricotéliques,invariable,plural,uricotélique
uricoéliminateur,masculine,singular,uricoéliminateur
uricoéliminateurs,masculine,plural,uricoéliminateur
uricoéliminatrice,feminine,singular,uricoéliminateur
uricoéliminatrices,feminine,plural,uricoéliminateur
uricémique,invariable,singular,uricémique
uricémiques,invariable,plural,uricémique
uridylique,invariable,singular,uridylique
uridyliques,invariable,plural,uridylique
urinaire,invariable,singular,urinaire
urinaires,invariable,plural,urinaire
urineuse,feminine,singular,urineux
urineuses,feminine,plural,urineux
urineux,masculine,invariable,urineux
urinifère,invariable,singular,urinifère
urinifères,invariable,plural,urinifère
urique,invariable,singular,urique
uriques,invariable,plural,urique
uro-génital,masculine,singular,uro-génital
uro-génitaux,masculine,plural,uro-génital
uro-génitale,feminine,singular,uro-génital
uro-génitales,feminine,plural,uro-génital
urobilinurique,invariable,singular,urobilinurique
urobilinuriques,invariable,plural,urobilinurique
urodynamique,invariable,singular,urodynamique
urodynamiques,invariable,plural,urodynamique
urogène,masculine,singular,urogène
urogénital,masculine,singular,urogénital
urogénitaux,masculine,plural,urogénital
urogénitale,feminine,singular,urogénital
urogénitales,feminine,plural,urogénital
urologique,invariable,singular,urologique
urologiques,invariable,plural,urologique
uromèle,masculine,singular,uromèle
uronique,invariable,singular,uronique
uroniques,invariable,plural,uronique
uropoïétique,invariable,singular,uropoïétique
uropoïétiques,invariable,plural,uropoïétique
uropygial,masculine,singular,uropygial
uropygiaux,masculine,plural,uropygial
uropygiale,feminine,singular,uropygial
uropygiales,feminine,plural,uropygial
uropygien,masculine,singular,uropygien
uropygiens,masculine,plural,uropygien
uropygienne,feminine,singular,uropygien
uropygiennes,feminine,plural,uropygien
uroscopique,invariable,singular,uroscopique
uroscopiques,invariable,plural,uroscopique
urotélique,invariable,singular,urotélique
urotéliques,invariable,plural,urotélique
uroïde,masculine,singular,uroïde
ursin,masculine,singular,ursin
ursins,masculine,plural,ursin
ursine,feminine,singular,ursin
ursines,feminine,plural,ursin
ursodésoxycholique,invariable,singular,ursodésoxycholique
ursodésoxycholiques,invariable,plural,ursodésoxycholique
ursolique,invariable,singular,ursolique
ursoliques,invariable,plural,ursolique
urticant,masculine,singular,urticant
urticants,masculine,plural,urticant
urticante,feminine,singular,urticant
urticantes,feminine,plural,urticant
urticarien,masculine,singular,urticarien
urticariens,masculine,plural,urticarien
urticarienne,feminine,singular,urticarien
urticariennes,feminine,plural,urticarien
urugayen,masculine,singular,urugayen
urugayens,masculine,plural,urugayen
urugayenne,feminine,singular,urugayen
urugayennes,feminine,plural,urugayen
uruguayen,masculine,singular,uruguayen
uruguayens,masculine,plural,uruguayen
uruguayenne,feminine,singular,uruguayen
uruguayennes,feminine,plural,uruguayen
uréique,invariable,singular,uréique
uréiques,invariable,plural,uréique
urémigène,invariable,singular,urémigène
urémigènes,invariable,plural,urémigène
urémique,invariable,singular,urémique
urémiques,invariable,plural,urémique
uréo-sécrétoire,masculine,singular,uréo-sécrétoire
uréogénique,invariable,singular,uréogénique
uréogéniques,invariable,plural,uréogénique
uréopoïétique,invariable,singular,uréopoïétique
uréopoïétiques,invariable,plural,uréopoïétique
uréosécrétoire,invariable,singular,uréosécrétoire
uréosécrétoires,invariable,plural,uréosécrétoire
uréotélique,invariable,singular,uréotélique
uréotéliques,invariable,plural,uréotélique
urétral,masculine,singular,urétral
urétraux,masculine,plural,urétral
urétrale,feminine,singular,urétral
urétrales,feminine,plural,urétral
urétro-vaginal,masculine,singular,urétro-vaginal
urétro-vésical,masculine,singular,urétro-vésical
urétro-périnéaux,masculine,plural,urétropérinéal
urétro-rectales,feminine,plural,urétrorectal
urétroscopique,invariable,singular,urétroscopique
urétroscopiques,invariable,plural,urétroscopique
urétéral,masculine,singular,urétéral
