Word,lemme,cgram,genre,freqlemlivres
indomptables,indomptable,ADJ,m,1.28
inexact,inexact,ADJ,m,1.28
inexacts,inexact,ADJ,m,1.28
insoucieux,insoucieux,ADJ,m,1.28
intestin,intestin,ADJ,m,1.28
intestins,intestin,ADJ,m,1.28
inventif,inventif,ADJ,m,1.28
inventifs,inventif,ADJ,m,1.28
lassant,lassant,ADJ,m,1.28
lassants,lassant,ADJ,m,1.28
matrimonial,matrimonial,ADJ,m,1.28
matrimoniaux,matrimonial,ADJ,m,1.28
mol,mol,ADJ,m,1.28
mols,mol,ADJ,m,1.28
monarchistes,monarchiste,ADJ,m,1.28
niçois,niçois,ADJ,m,1.28
nouveau-né,nouveau-né,ADJ,m,1.28
nouveau-nés,nouveau-né,ADJ,m,1.28
nuageux,nuageux,ADJ,m,1.28
nébuleux,nébuleux,ADJ,m,1.28
omnipotent,omnipotent,ADJ,m,1.28
omnisports,omnisports,ADJ,m,1.28
patent,patent,ADJ,m,1.28
patents,patent,ADJ,m,1.28
pertinent,pertinent,ADJ,m,1.28
pertinents,pertinent,ADJ,m,1.28
plongeant,plongeant,ADJ,m,1.28
plongeants,plongeant,ADJ,m,1.28
péjoratif,péjoratif,ADJ,m,1.28
péjoratifs,péjoratif,ADJ,m,1.28
recommandé,recommandé,ADJ,m,1.28
recommandés,recommandé,ADJ,m,1.28
redoublé,redoublé,ADJ,m,1.28
redoublés,redoublé,ADJ,m,1.28
rupin,rupin,ADJ,m,1.28
rupins,rupin,ADJ,m,1.28
réformé,réformé,ADJ,m,1.28
réformés,réformé,ADJ,m,1.28
terminal,terminal,ADJ,m,1.28
terminaux,terminal,ADJ,m,1.28
titulaire,titulaire,ADJ,m,1.28
titulaires,titulaire,ADJ,m,1.28
torturant,torturant,ADJ,m,1.28
torturants,torturant,ADJ,m,1.28
trépidant,trépidant,ADJ,m,1.28
trépidants,trépidant,ADJ,m,1.28
tubard,tubard,ADJ,m,1.28
tubards,tubard,ADJ,m,1.28
tâtonnant,tâtonnant,ADJ,m,1.28
tâtonnants,tâtonnant,ADJ,m,1.28
usuel,usuel,ADJ,m,1.28
usuels,usuel,ADJ,m,1.28
ventral,ventral,ADJ,m,1.28
vivifiant,vivifiant,ADJ,m,1.28
vivifiants,vivifiant,ADJ,m,1.28
éhonté,éhonté,ADJ,m,1.28
éhontés,éhonté,ADJ,m,1.28
émigré,émigré,ADJ,m,1.28
émigrés,émigré,ADJ,m,1.28
évolué,évolué,ADJ,m,1.28
évolués,évolué,ADJ,m,1.28
aliénant,aliénant,ADJ,m,1.22
allusif,allusif,ADJ,m,1.22
allusifs,allusif,ADJ,m,1.22
annelé,annelé,ADJ,m,1.22
annelés,annelé,ADJ,m,1.22
apprêté,apprêté,ADJ,m,1.22
apprêtés,apprêté,ADJ,m,1.22
atrophié,atrophié,ADJ,m,1.22
atrophiés,atrophié,ADJ,m,1.22
attrayant,attrayant,ADJ,m,1.22
attrayants,attrayant,ADJ,m,1.22
aventurier,aventurier,ADJ,m,1.22
aventuriers,aventurier,ADJ,m,1.22
baptismal,baptismal,ADJ,m,1.22
baptismaux,baptismal,ADJ,m,1.22
bucoliques,bucolique,ADJ,m,1.22
chenu,chenu,ADJ,m,1.22
chenus,chenu,ADJ,m,1.22
chevaleresques,chevaleresque,ADJ,m,1.22
clapotant,clapotant,ADJ,m,1.22
comacs,comac,ADJ,m,1.22
comptant,comptant,ADJ,m,1.22
continental,continental,ADJ,m,1.22
continentaux,continental,ADJ,m,1.22
digital,digital,ADJ,m,1.22
digitaux,digital,ADJ,m,1.22
dirigé,dirigé,ADJ,m,1.22
dirigés,dirigé,ADJ,m,1.22
doublé,doublé,ADJ,m,1.22
doublés,doublé,ADJ,m,1.22
dry,dry,ADJ,m,1.22
dénommé,dénommé,ADJ,m,1.22
dépenaillé,dépenaillé,ADJ,m,1.22
dépenaillés,dépenaillé,ADJ,m,1.22
endiablé,endiablé,ADJ,m,1.22
endiablés,endiablé,ADJ,m,1.22
enrhumé,enrhumé,ADJ,m,1.22
enrhumés,enrhumé,ADJ,m,1.22
enturbanné,enturbanné,ADJ,m,1.22
enturbannés,enturbanné,ADJ,m,1.22
envahi,envahi,ADJ,m,1.22
envahis,envahi,ADJ,m,1.22
esseulé,esseulé,ADJ,m,1.22
esseulés,esseulé,ADJ,m,1.22
exercé,exercé,ADJ,m,1.22
exercés,exercé,ADJ,m,1.22
fanfaron,fanfaron,ADJ,m,1.22
fanfarons,fanfaron,ADJ,m,1.22
fiscal,fiscal,ADJ,m,1.22
fiscaux,fiscal,ADJ,m,1.22
frontalier,frontalier,ADJ,m,1.22
frontaliers,frontalier,ADJ,m,1.22
glandilleux,glandilleux,ADJ,m,1.22
gourde,gourde,ADJ,m,1.22
gradé,gradé,ADJ,m,1.22
gradés,gradé,ADJ,m,1.22
grincheux,grincheux,ADJ,m,1.22
grognon,grognon,ADJ,m,1.22
grognons,grognon,ADJ,m,1.22
immodéré,immodéré,ADJ,m,1.22
immodérés,immodéré,ADJ,m,1.22
impotent,impotent,ADJ,m,1.22
impotents,impotent,ADJ,m,1.22
inactif,inactif,ADJ,m,1.22
inactifs,inactif,ADJ,m,1.22
incarné,incarné,ADJ,m,1.22
incarnés,incarné,ADJ,m,1.22
inconciliable,inconciliable,ADJ,m,1.22
inconsidéré,inconsidéré,ADJ,m,1.22
inconsidérés,inconsidéré,ADJ,m,1.22
indécrottables,indécrottable,ADJ,m,1.22
infinitésimal,infinitésimal,ADJ,m,1.22
infinitésimaux,infinitésimal,ADJ,m,1.22
infructueux,infructueux,ADJ,m,1.22
intentionné,intentionné,ADJ,m,1.22
intentionnés,intentionné,ADJ,m,1.22
jouasse,jouasse,ADJ,m,1.22
joué,joué,ADJ,m,1.22
joués,joué,ADJ,m,1.22
lacéré,lacéré,ADJ,m,1.22
lacérés,lacéré,ADJ,m,1.22
lamé,lamé,ADJ,m,1.22
lamés,lamé,ADJ,m,1.22
loti,loti,ADJ,m,1.22
lotis,loti,ADJ,m,1.22
lâché,lâché,ADJ,m,1.22
lâchés,lâché,ADJ,m,1.22
mansardé,mansardé,ADJ,m,1.22
momifié,momifié,ADJ,m,1.22
momifiés,momifié,ADJ,m,1.22
monacal,monacal,ADJ,m,1.22
montagnard,montagnard,ADJ,m,1.22
montagnards,montagnard,ADJ,m,1.22
morveux,morveux,ADJ,m,1.22
murmurant,murmurant,ADJ,m,1.22
murmurants,murmurant,ADJ,m,1.22
nippon,nippon,ADJ,m,1.22
nippons,nippon,ADJ,m,1.22
occasionnel,occasionnel,ADJ,m,1.22
occasionnels,occasionnel,ADJ,m,1.22
parigot,parigot,ADJ,m,1.22
parigots,parigot,ADJ,m,1.22
pathologiques,pathologique,ADJ,m,1.22
pentu,pentu,ADJ,m,1.22
pentus,pentu,ADJ,m,1.22
planant,planant,ADJ,m,1.22
planants,planant,ADJ,m,1.22
poivré,poivré,ADJ,m,1.22
poivrés,poivré,ADJ,m,1.22
possédé,possédé,ADJ,m,1.22
possédés,possédé,ADJ,m,1.22
pouilleux,pouilleux,ADJ,m,1.22
prouvé,prouvé,ADJ,m,1.22
prouvés,prouvé,ADJ,m,1.22
présomptueux,présomptueux,ADJ,m,1.22
préventif,préventif,ADJ,m,1.22
pâlot,pâlot,ADJ,m,1.22
pâlots,pâlot,ADJ,m,1.22
pétrolier,pétrolier,ADJ,m,1.22
pétroliers,pétrolier,ADJ,m,1.22
ragoûtant,ragoûtant,ADJ,m,1.22
ragoûtants,ragoûtant,ADJ,m,1.22
rejoint,rejoint,ADJ,m,1.22
rejoints,rejoint,ADJ,m,1.22
rondelet,rondelet,ADJ,m,1.22
rugissant,rugissant,ADJ,m,1.22
rugissants,rugissant,ADJ,m,1.22
réglos,réglo,ADJ,m,1.22
seulet,seulet,ADJ,m,1.22
sicilien,sicilien,ADJ,m,1.22
siciliens,sicilien,ADJ,m,1.22
suggestif,suggestif,ADJ,m,1.22
suggestifs,suggestif,ADJ,m,1.22
sélectif,sélectif,ADJ,m,1.22
sélectifs,sélectif,ADJ,m,1.22
tempéré,tempéré,ADJ,m,1.22
tempérés,tempéré,ADJ,m,1.22
toscan,toscan,ADJ,m,1.22
toscans,toscan,ADJ,m,1.22
veinard,veinard,ADJ,m,1.22
veinards,veinard,ADJ,m,1.22
zoologiques,zoologique,ADJ,m,1.22
écumeux,écumeux,ADJ,m,1.22
émissaire,émissaire,ADJ,m,1.22
émissaires,émissaire,ADJ,m,1.22
amènes,amène,ADJ,m,1.15
anticlérical,anticlérical,ADJ,m,1.15
anticléricaux,anticlérical,ADJ,m,1.15
aspirant,aspirant,ADJ,m,1.15
aspirants,aspirant,ADJ,m,1.15
balafré,balafré,ADJ,m,1.15
balafrés,balafré,ADJ,m,1.15
balbutiant,balbutiant,ADJ,m,1.15
ballonné,ballonné,ADJ,m,1.15
ballonnés,ballonné,ADJ,m,1.15
belligérant,belligérant,ADJ,m,1.15
belligérants,belligérant,ADJ,m,1.15
buvard,buvard,ADJ,m,1.15
buvards,buvard,ADJ,m,1.15
californien,californien,ADJ,m,1.15
californiens,californien,ADJ,m,1.15
chafouin,chafouin,ADJ,m,1.15
chafouins,chafouin,ADJ,m,1.15
commençant,commençant,ADJ,m,1.15
commençants,commençant,ADJ,m,1.15
concerté,concerté,ADJ,m,1.15
concertés,concerté,ADJ,m,1.15
condensé,condensé,ADJ,m,1.15
condensés,condensé,ADJ,m,1.15
contraignant,contraignant,ADJ,m,1.15
courtaud,courtaud,ADJ,m,1.15
courtauds,courtaud,ADJ,m,1.15
crânien,crânien,ADJ,m,1.15
crâniens,crânien,ADJ,m,1.15
crénelé,crénelé,ADJ,m,1.15
crénelés,crénelé,ADJ,m,1.15
disparaissant,disparaissant,ADJ,m,1.15
débarqué,débarqué,ADJ,m,1.15
débarqués,débarqué,ADJ,m,1.15
dégradé,dégradé,ADJ,m,1.15
dégradés,dégradé,ADJ,m,1.15
emmitouflé,emmitouflé,ADJ,m,1.15
emmitouflés,emmitouflé,ADJ,m,1.15
estropié,estropié,ADJ,m,1.15
estropiés,estropié,ADJ,m,1.15
exacerbé,exacerbé,ADJ,m,1.15
exacerbés,exacerbé,ADJ,m,1.15
explicatif,explicatif,ADJ,m,1.15
explicatifs,explicatif,ADJ,m,1.15
faisandé,faisandé,ADJ,m,1.15
faisandés,faisandé,ADJ,m,1.15
faubourien,faubourien,ADJ,m,1.15
faubouriens,faubourien,ADJ,m,1.15
ferrugineux,ferrugineux,ADJ,m,1.15
filé,filé,ADJ,m,1.15
filés,filé,ADJ,m,1.15
fourmillant,fourmillant,ADJ,m,1.15
fourmillants,fourmillant,ADJ,m,1.15
garçonnier,garçonnier,ADJ,m,1.15
garçonniers,garçonnier,ADJ,m,1.15
glaiseux,glaiseux,ADJ,m,1.15
inattaquables,inattaquable,ADJ,m,1.15
injurieux,injurieux,ADJ,m,1.15
inopiné,inopiné,ADJ,m,1.15
irrationnel,irrationnel,ADJ,m,1.15
irrationnels,irrationnel,ADJ,m,1.15
jojos,jojo,ADJ,m,1.15
jouissif,jouissif,ADJ,m,1.15
jouissifs,jouissif,ADJ,m,1.15
lesbien,lesbien,ADJ,m,1.15
limousin,limousin,ADJ,m,1.15
limousins,limousin,ADJ,m,1.15
lunatiques,lunatique,ADJ,m,1.15
moucheté,moucheté,ADJ,m,1.15
mouchetés,moucheté,ADJ,m,1.15
nigaud,nigaud,ADJ,m,1.15
nigauds,nigaud,ADJ,m,1.15
norvégien,norvégien,ADJ,m,1.15
norvégiens,norvégien,ADJ,m,1.15
obsessionnel,obsessionnel,ADJ,m,1.15
obsessionnels,obsessionnel,ADJ,m,1.15
ondoyant,ondoyant,ADJ,m,1.15
ondoyants,ondoyant,ADJ,m,1.15
opéré,opéré,ADJ,m,1.15
opérés,opéré,ADJ,m,1.15
pailleté,pailleté,ADJ,m,1.15
pailletés,pailleté,ADJ,m,1.15
philippin,philippin,ADJ,m,1.15
philippins,philippin,ADJ,m,1.15
platiné,platiné,ADJ,m,1.15
platinés,platiné,ADJ,m,1.15
pleureur,pleureur,ADJ,m,1.15
pleureurs,pleureur,ADJ,m,1.15
pleureux,pleureur,ADJ,m,1.15
plénipotentiaire,plénipotentiaire,ADJ,m,1.15
plénipotentiaires,plénipotentiaire,ADJ,m,1.15
pondéré,pondéré,ADJ,m,1.15
pondérés,pondéré,ADJ,m,1.15
populeux,populeux,ADJ,m,1.15
promu,promu,ADJ,m,1.15
promus,promu,ADJ,m,1.15
proposé,proposé,ADJ,m,1.15
proposés,proposé,ADJ,m,1.15
provocateur,provocateur,ADJ,m,1.15
provocateurs,provocateur,ADJ,m,1.15
pyramidal,pyramidal,ADJ,m,1.15
pyramidaux,pyramidal,ADJ,m,1.15
repenti,repenti,ADJ,m,1.15
repentis,repenti,ADJ,m,1.15
repoussé,repoussé,ADJ,m,1.15
repoussés,repoussé,ADJ,m,1.15
retraité,retraité,ADJ,m,1.15
retraités,retraité,ADJ,m,1.15
réalisé,réalisé,ADJ,m,1.15
réalisés,réalisé,ADJ,m,1.15
réchauffé,réchauffé,ADJ,m,1.15
réchauffés,réchauffé,ADJ,m,1.15
régnant,régnant,ADJ,m,1.15
régnants,régnant,ADJ,m,1.15
servant,servant,ADJ,m,1.15
servants,servant,ADJ,m,1.15
seyant,seyant,ADJ,m,1.15
seyants,seyant,ADJ,m,1.15
submergé,submergé,ADJ,m,1.15
submergés,submergé,ADJ,m,1.15
séropositif,séropositif,ADJ,m,1.15
séropositifs,séropositif,ADJ,m,1.15
tocard,tocard,ADJ,m,1.15
tocards,tocard,ADJ,m,1.15
échancré,échancré,ADJ,m,1.15
échancrés,échancré,ADJ,m,1.15
émotif,émotif,ADJ,m,1.15
émotifs,émotif,ADJ,m,1.15
éolien,éolien,ADJ,m,1.15
éoliens,éolien,ADJ,m,1.15
épiscopal,épiscopal,ADJ,m,1.15
épiscopaux,épiscopal,ADJ,m,1.15
équipé,équipé,ADJ,m,1.15
équipés,équipé,ADJ,m,1.15
abrité,abrité,ADJ,m,1.08
abrités,abrité,ADJ,m,1.08
aigri,aigri,ADJ,m,1.08
aigris,aigri,ADJ,m,1.08
ancré,ancré,ADJ,m,1.08
ancrés,ancré,ADJ,m,1.08
anticipé,anticipé,ADJ,m,1.08
anticipés,anticipé,ADJ,m,1.08
aquilin,aquilin,ADJ,m,1.08
asphyxiant,asphyxiant,ADJ,m,1.08
asphyxiants,asphyxiant,ADJ,m,1.08
asphyxié,asphyxié,ADJ,m,1.08
asphyxiés,asphyxié,ADJ,m,1.08
aspiré,aspiré,ADJ,m,1.08
aspirés,aspiré,ADJ,m,1.08
assemblé,assemblé,ADJ,m,1.08
assemblés,assemblé,ADJ,m,1.08
attablé,attablé,ADJ,m,1.08
attablés,attablé,ADJ,m,1.08
autorisé,autorisé,ADJ,m,1.08
autorisés,autorisé,ADJ,m,1.08
ballot,ballot,ADJ,m,1.08
ballots,ballot,ADJ,m,1.08
bienséant,bienséant,ADJ,m,1.08
bienséants,bienséant,ADJ,m,1.08
bleui,bleui,ADJ,m,1.08
bleuis,bleui,ADJ,m,1.08
cahotant,cahotant,ADJ,m,1.08
calmant,calmant,ADJ,m,1.08
calmants,calmant,ADJ,m,1.08
caoutchouté,caoutchouté,ADJ,m,1.08
caoutchoutés,caoutchouté,ADJ,m,1.08
carabiné,carabiné,ADJ,m,1.08
carabinés,carabiné,ADJ,m,1.08
chanceux,chanceux,ADJ,m,1.08
charmé,charmé,ADJ,m,1.08
charmés,charmé,ADJ,m,1.08
claironnant,claironnant,ADJ,m,1.08
claironnants,claironnant,ADJ,m,1.08
comateux,comateux,ADJ,m,1.08
convergent,convergent,ADJ,m,1.08
convergents,convergent,ADJ,m,1.08
converti,converti,ADJ,m,1.08
convertis,converti,ADJ,m,1.08
corrigé,corrigé,ADJ,m,1.08
corrigés,corrigé,ADJ,m,1.08
costumé,costumé,ADJ,m,1.08
costumés,costumé,ADJ,m,1.08
côtelé,côtelé,ADJ,m,1.08
dactylographié,dactylographié,ADJ,m,1.08
dactylographiés,dactylographié,ADJ,m,1.08
dingos,dingo,ADJ,m,1.08
distrayant,distrayant,ADJ,m,1.08
distrayants,distrayant,ADJ,m,1.08
ducal,ducal,ADJ,m,1.08
ducaux,ducal,ADJ,m,1.08
décroissant,décroissant,ADJ,m,1.08
décroissants,décroissant,ADJ,m,1.08
décédé,décédé,ADJ,m,1.08
décédés,décédé,ADJ,m,1.08
dégonflé,dégonflé,ADJ,m,1.08
dégonflés,dégonflé,ADJ,m,1.08
dégradant,dégradant,ADJ,m,1.08
dégradants,dégradant,ADJ,m,1.08
démonstratif,démonstratif,ADJ,m,1.08
démonstratifs,démonstratif,ADJ,m,1.08
désopilant,désopilant,ADJ,m,1.08
désopilants,désopilant,ADJ,m,1.08
déséquilibré,déséquilibré,ADJ,m,1.08
déséquilibrés,déséquilibré,ADJ,m,1.08
embrassé,embrassé,ADJ,m,1.08
embrassés,embrassé,ADJ,m,1.08
embrumé,embrumé,ADJ,m,1.08
embrumés,embrumé,ADJ,m,1.08
embusqué,embusqué,ADJ,m,1.08
embusqués,embusqué,ADJ,m,1.08
enrichi,enrichi,ADJ,m,1.08
enrichis,enrichi,ADJ,m,1.08
farineux,farineux,ADJ,m,1.08
fat,fat,ADJ,m,1.08
fats,fat,ADJ,m,1.08
figuré,figuré,ADJ,m,1.08
figurés,figuré,ADJ,m,1.08
fourbes,fourbe,ADJ,m,1.08
graissé,graissé,ADJ,m,1.08
graissés,graissé,ADJ,m,1.08
impair,impair,ADJ,m,1.08
impairs,impair,ADJ,m,1.08
industrieux,industrieux,ADJ,m,1.08
inhabitables,inhabitable,ADJ,m,1.08
inhospitalier,inhospitalier,ADJ,m,1.08
inhospitaliers,inhospitalier,ADJ,m,1.08
inqualifiables,inqualifiable,ADJ,m,1.08
insoumis,insoumis,ADJ,m,1.08
irréalisables,irréalisable,ADJ,m,1.08
malencontreux,malencontreux,ADJ,m,1.08
mandataires,mandataire,ADJ,m,1.08
naufragé,naufragé,ADJ,m,1.08
naufragés,naufragé,ADJ,m,1.08
onéreux,onéreux,ADJ,m,1.08
oppressé,oppressé,ADJ,m,1.08
parodiques,parodique,ADJ,m,1.08
partial,partial,ADJ,m,1.08
partiaux,partial,ADJ,m,1.08
pastoral,pastoral,ADJ,m,1.08
pastoraux,pastoral,ADJ,m,1.08
pectoral,pectoral,ADJ,m,1.08
pectoraux,pectoral,ADJ,m,1.08
pestilentiel,pestilentiel,ADJ,m,1.08
pestilentiels,pestilentiel,ADJ,m,1.08
poitrinaires,poitrinaire,ADJ,m,1.08
polychromes,polychrome,ADJ,m,1.08
probant,probant,ADJ,m,1.08
probants,probant,ADJ,m,1.08
produit,produit,ADJ,m,1.08
produits,produit,ADJ,m,1.08
proportionnel,proportionnel,ADJ,m,1.08
provoqué,provoqué,ADJ,m,1.08
provoqués,provoqué,ADJ,m,1.08
prêté,prêté,ADJ,m,1.08
prêtés,prêté,ADJ,m,1.08
punitif,punitif,ADJ,m,1.08
pénard,pénard,ADJ,m,1.08
pénards,pénard,ADJ,m,1.08
ramolli,ramolli,ADJ,m,1.08
ramollis,ramolli,ADJ,m,1.08
renommé,renommé,ADJ,m,1.08
renommés,renommé,ADJ,m,1.08
récalcitrant,récalcitrant,ADJ,m,1.08
récalcitrants,récalcitrant,ADJ,m,1.08
révulsé,révulsé,ADJ,m,1.08
révulsés,révulsé,ADJ,m,1.08
sien,sien,ADJ:pos,m,1.08
sommeillant,sommeillant,ADJ,m,1.08
sommeillants,sommeillant,ADJ,m,1.08
soufflant,soufflant,ADJ,m,1.08
soufflants,soufflant,ADJ,m,1.08
séminal,séminal,ADJ,m,1.08
séminaux,séminal,ADJ,m,1.08
sépulcral,sépulcral,ADJ,m,1.08
taré,taré,ADJ,m,1.08
tarés,taré,ADJ,m,1.08
tonnant,tonnant,ADJ,m,1.08
tonnants,tonnant,ADJ,m,1.08
transformé,transformé,ADJ,m,1.08
transformés,transformé,ADJ,m,1.08
tronqué,tronqué,ADJ,m,1.08
tronqués,tronqué,ADJ,m,1.08
trépignant,trépignant,ADJ,m,1.08
trépignants,trépignant,ADJ,m,1.08
tuant,tuant,ADJ,m,1.08
tuants,tuant,ADJ,m,1.08
verrouillé,verrouillé,ADJ,m,1.08
verrouillés,verrouillé,ADJ,m,1.08
éclairant,éclairant,ADJ,m,1.08
éclairants,éclairant,ADJ,m,1.08
écru,écru,ADJ,m,1.08
éducatif,éducatif,ADJ,m,1.08
éducatifs,éducatif,ADJ,m,1.08
épris,épris,ADJ,m,1.08
aguerri,aguerri,ADJ,m,1.01
aguerris,aguerri,ADJ,m,1.01
aphones,aphone,ADJ,m,1.01
bagué,bagué,ADJ,m,1.01
bagués,bagué,ADJ,m,1.01
berceur,berceur,ADJ,m,1.01
berceurs,berceur,ADJ,m,1.01
blotti,blotti,ADJ,m,1.01
blottis,blotti,ADJ,m,1.01
bohèmes,bohème,ADJ,m,1.01
bordelais,bordelais,ADJ,m,1.01
caduc,caduc,ADJ,m,1.01
caducs,caduc,ADJ,m,1.01
cagneux,cagneux,ADJ,m,1.01
cauteleux,cauteleux,ADJ,m,1.01
cervical,cervical,ADJ,m,1.01
cervicaux,cervical,ADJ,m,1.01
charbonnier,charbonnier,ADJ,m,1.01
charbonniers,charbonnier,ADJ,m,1.01
chevronné,chevronné,ADJ,m,1.01
chevronnés,chevronné,ADJ,m,1.01
clérical,clérical,ADJ,m,1.01
cléricaux,clérical,ADJ,m,1.01
composites,composite,ADJ,m,1.01
crâneur,crâneur,ADJ,m,1.01
crâneurs,crâneur,ADJ,m,1.01
diplômé,diplômé,ADJ,m,1.01
diplômés,diplômé,ADJ,m,1.01
dissolvant,dissolvant,ADJ,m,1.01
dissolvants,dissolvant,ADJ,m,1.01
doucet,doucet,ADJ,m,1.01
débutant,débutant,ADJ,m,1.01
débutants,débutant,ADJ,m,1.01
décontracté,décontracté,ADJ,m,1.01
décontractés,décontracté,ADJ,m,1.01
déporté,déporté,ADJ,m,1.01
déportés,déporté,ADJ,m,1.01
dérangeant,dérangeant,ADJ,m,1.01
dérangeants,dérangeant,ADJ,m,1.01
enregistreur,enregistreur,ADJ,m,1.01
enregistreurs,enregistreur,ADJ,m,1.01
enrobé,enrobé,ADJ,m,1.01
enrobés,enrobé,ADJ,m,1.01
expérimental,expérimental,ADJ,m,1.01
expérimentaux,expérimental,ADJ,m,1.01
frisquet,frisquet,ADJ,m,1.01
fruité,fruité,ADJ,m,1.01
fruités,fruité,ADJ,m,1.01
fréquentable,fréquentable,ADJ,m,1.01
fréquentables,fréquentable,ADJ,m,1.01
fulminant,fulminant,ADJ,m,1.01
fulminants,fulminant,ADJ,m,1.01
herbeux,herbeux,ADJ,m,1.01
hydrophile,hydrophile,ADJ,m,1.01
illettré,illettré,ADJ,m,1.01
illettrés,illettré,ADJ,m,1.01
imagé,imagé,ADJ,m,1.01
imagés,imagé,ADJ,m,1.01
immanent,immanent,ADJ,m,1.01
impertinent,impertinent,ADJ,m,1.01
impertinents,impertinent,ADJ,m,1.01
imprégné,imprégné,ADJ,m,1.01
imprégnés,imprégné,ADJ,m,1.01
inaugural,inaugural,ADJ,m,1.01
incontrôlé,incontrôlé,ADJ,m,1.01
incontrôlés,incontrôlé,ADJ,m,1.01
indéfectibles,indéfectible,ADJ,m,1.01
inexpérimenté,inexpérimenté,ADJ,m,1.01
inexpérimentés,inexpérimenté,ADJ,m,1.01
informulé,informulé,ADJ,m,1.01
intégré,intégré,ADJ,m,1.01
intégrés,intégré,ADJ,m,1.01
irrespectueux,irrespectueux,ADJ,m,1.01
irrécusables,irrécusable,ADJ,m,1.01
lippu,lippu,ADJ,m,1.01
lippus,lippu,ADJ,m,1.01
lyonnais,lyonnais,ADJ,m,1.01
lénifiant,lénifiant,ADJ,m,1.01
lénifiants,lénifiant,ADJ,m,1.01
maigrelet,maigrelet,ADJ,m,1.01
maigrelets,maigrelet,ADJ,m,1.01
mité,mité,ADJ,m,1.01
mités,mité,ADJ,m,1.01
obséquieux,obséquieux,ADJ,m,1.01
offensant,offensant,ADJ,m,1.01
offensants,offensant,ADJ,m,1.01
olfactif,olfactif,ADJ,m,1.01
olfactifs,olfactif,ADJ,m,1.01
paniqué,paniqué,ADJ,m,1.01
paniqués,paniqué,ADJ,m,1.01
pansu,pansu,ADJ,m,1.01
pansus,pansu,ADJ,m,1.01
paralysant,paralysant,ADJ,m,1.01
paralysants,paralysant,ADJ,m,1.01
patriarcal,patriarcal,ADJ,m,1.01
patriarcaux,patriarcal,ADJ,m,1.01
percutant,percutant,ADJ,m,1.01
percutants,percutant,ADJ,m,1.01
perlé,perlé,ADJ,m,1.01
perlés,perlé,ADJ,m,1.01
persécuté,persécuté,ADJ,m,1.01
persécutés,persécuté,ADJ,m,1.01
photomaton,photomaton,ADJ,m,1.01
photomatons,photomaton,ADJ,m,1.01
posté,posté,ADJ,m,1.01
postés,posté,ADJ,m,1.01
pressenti,pressenti,ADJ,m,1.01
pressentis,pressenti,ADJ,m,1.01
producteur,producteur,ADJ,m,1.01
producteurs,producteur,ADJ,m,1.01
renfermé,renfermé,ADJ,m,1.01
renfermés,renfermé,ADJ,m,1.01
rentrant,rentrant,ADJ,m,1.01
rentrants,rentrant,ADJ,m,1.01
résineux,résineux,ADJ,m,1.01
sableux,sableux,ADJ,m,1.01
salant,salant,ADJ,m,1.01
salants,salant,ADJ,m,1.01
salin,salin,ADJ,m,1.01
salins,salin,ADJ,m,1.01
sardoniques,sardonique,ADJ,m,1.01
seigneurial,seigneurial,ADJ,m,1.01
seigneuriaux,seigneurial,ADJ,m,1.01
surmené,surmené,ADJ,m,1.01
surmenés,surmené,ADJ,m,1.01
tarabiscoté,tarabiscoté,ADJ,m,1.01
tarabiscotés,tarabiscoté,ADJ,m,1.01
tentateur,tentateur,ADJ,m,1.01
tentateurs,tentateur,ADJ,m,1.01
tenté,tenté,ADJ,m,1.01
tentés,tenté,ADJ,m,1.01
torrentiel,torrentiel,ADJ,m,1.01
torrentiels,torrentiel,ADJ,m,1.01
traversant,traversant,ADJ,m,1.01
travesti,travesti,ADJ,m,1.01
travestis,travesti,ADJ,m,1.01
tribal,tribal,ADJ,m,1.01
tribaux,tribal,ADJ,m,1.01
troussés,troussé,ADJ,m,1.01
veiné,veiné,ADJ,m,1.01
veinés,veiné,ADJ,m,1.01
verdi,verdi,ADJ,m,1.01
verdis,verdi,ADJ,m,1.01
vexant,vexant,ADJ,m,1.01
vexants,vexant,ADJ,m,1.01
zazou,zazou,ADJ,m,1.01
zazous,zazou,ADJ,m,1.01
érudit,érudit,ADJ,m,1.01
érudits,érudit,ADJ,m,1.01
adjacent,adjacent,ADJ,m,0.95
adjacents,adjacent,ADJ,m,0.95
alternatif,alternatif,ADJ,m,0.95
alternatifs,alternatif,ADJ,m,0.95
ampoulé,ampoulé,ADJ,m,0.95
ampoulés,ampoulé,ADJ,m,0.95
arménien,arménien,ADJ,m,0.95
arméniens,arménien,ADJ,m,0.95
asexué,asexué,ADJ,m,0.95
asexués,asexué,ADJ,m,0.95
austral,austral,ADJ,m,0.95
barbaresque,barbaresque,ADJ,m,0.95
basculant,basculant,ADJ,m,0.95
basculants,basculant,ADJ,m,0.95
bourbonien,bourbonien,ADJ,m,0.95
bénédictin,bénédictin,ADJ,m,0.95
bénédictins,bénédictin,ADJ,m,0.95
bêcheur,bêcheur,ADJ,m,0.95
bêcheurs,bêcheur,ADJ,m,0.95
cendreux,cendreux,ADJ,m,0.95
chapeauté,chapeauté,ADJ,m,0.95
chapeautés,chapeauté,ADJ,m,0.95
chatouilleux,chatouilleux,ADJ,m,0.95
cliquetant,cliquetant,ADJ,m,0.95
cliquetants,cliquetant,ADJ,m,0.95
