Word,lemme,cgram,genre,freqlemlivres
virevoltantes,virevoltant,ADJ,f,0.41
virgilienne,virgilien,ADJ,f,0.41
écrevisse,écrevisse,ADJ,f,0.41
éduennes,éduen,ADJ,f,0.41
émancipée,émancipé,ADJ,f,0.41
émancipées,émancipé,ADJ,f,0.41
émergente,émergent,ADJ,f,0.41
émolliente,émollient,ADJ,f,0.41
émotionnelle,émotionnel,ADJ,f,0.41
émotionnelles,émotionnel,ADJ,f,0.41
abortive,abortif,ADJ,f,0.34
abortives,abortif,ADJ,f,0.34
accrocheuse,accrocheur,ADJ,f,0.34
accrocheuses,accrocheur,ADJ,f,0.34
achalandée,achalandé,ADJ,f,0.34
achalandées,achalandé,ADJ,f,0.34
acquittée,acquitté,ADJ,f,0.34
additionnelle,additionnel,ADJ,f,0.34
additionnelles,additionnel,ADJ,f,0.34
adossée,adossé,ADJ,f,0.34
adultérine,adultérin,ADJ,f,0.34
afférente,afférent,ADJ,f,0.34
afférentes,afférent,ADJ,f,0.34
aliénée,aliéné,ADJ,f,0.34
alvéolée,alvéolé,ADJ,f,0.34
alvéolées,alvéolé,ADJ,f,0.34
anglo-normande,anglo-normand,ADJ,f,0.34
anglo-normandes,anglo-normand,ADJ,f,0.34
annulée,annulé,ADJ,f,0.34
annulées,annulé,ADJ,f,0.34
antifrançaise,antifrançais,ADJ,f,0.34
antifrançaises,antifrançais,ADJ,f,0.34
aphteuse,aphteux,ADJ,f,0.34
appointée,appointé,ADJ,f,0.34
ascensionnelle,ascensionnel,ADJ,f,0.34
ascensionnelles,ascensionnel,ADJ,f,0.34
astreignante,astreignant,ADJ,f,0.34
astreignantes,astreignant,ADJ,f,0.34
astreinte,astreint,ADJ,f,0.34
astreintes,astreint,ADJ,f,0.34
attiques,attique,ADJ,f,0.34
augurale,augural,ADJ,f,0.34
auréolée,auréolé,ADJ,f,0.34
auréolées,auréolé,ADJ,f,0.34
aventurée,aventuré,ADJ,f,0.34
aventurées,aventuré,ADJ,f,0.34
avertisseuses,avertisseur,ADJ,f,0.34
aéroportée,aéroporté,ADJ,f,0.34
aéroportées,aéroporté,ADJ,f,0.34
bafouillante,bafouillant,ADJ,f,0.34
bafouillantes,bafouillant,ADJ,f,0.34
bigouden,bigouden,ADJ,f,0.34
bilatérale,bilatéral,ADJ,f,0.34
bistrée,bistré,ADJ,f,0.34
bitumeuse,bitumeux,ADJ,f,0.34
bolognaise,bolognais,ADJ,f,0.34
bolognaises,bolognais,ADJ,f,0.34
bonardes,bonard,ADJ,f,0.34
brugeoise,brugeois,ADJ,f,0.34
brugeoises,brugeois,ADJ,f,0.34
buccale,buccal,ADJ,f,0.34
buccales,buccal,ADJ,f,0.34
bécasse,bécasse,ADJ,f,0.34
bénarde,bénard,ADJ,f,0.34
cabotine,cabotin,ADJ,f,0.34
cabotines,cabotin,ADJ,f,0.34
calomnieuse,calomnieux,ADJ,f,0.34
calomnieuses,calomnieux,ADJ,f,0.34
calviniste,calviniste,ADJ,f,0.34
cantonale,cantonal,ADJ,f,0.34
cantonales,cantonal,ADJ,f,0.34
capétienne,capétien,ADJ,f,0.34
capétiennes,capétien,ADJ,f,0.34
castratrice,castrateur,ADJ,f,0.34
castratrices,castrateur,ADJ,f,0.34
catarrheuse,catarrheux,ADJ,f,0.34
cistercienne,cistercien,ADJ,f,0.34
civilisatrice,civilisateur,ADJ,f,0.34
collatérale,collatéral,ADJ,f,0.34
collatérales,collatéral,ADJ,f,0.34
collégiale,collégial,ADJ,f,0.34
collégiales,collégial,ADJ,f,0.34
colombine,colombin,ADJ,f,0.34
colombines,colombin,ADJ,f,0.34
colonialiste,colonialiste,ADJ,f,0.34
colonialistes,colonialiste,ADJ,f,0.34
comparée,comparé,ADJ,f,0.34
comparées,comparé,ADJ,f,0.34
composante,composant,ADJ,f,0.34
composantes,composant,ADJ,f,0.34
confessionnelle,confessionnel,ADJ,f,0.34
congrue,congru,ADJ,f,0.34
coranique,coranique,ADJ,f,0.34
curative,curatif,ADJ,f,0.34
curatives,curatif,ADJ,f,0.34
cursive,cursif,ADJ,f,0.34
dictatoriale,dictatorial,ADJ,f,0.34
dictatoriales,dictatorial,ADJ,f,0.34
déclive,déclive,ADJ,f,0.34
déclives,déclive,ADJ,f,0.34
déferlante,déferlant,ADJ,f,0.34
déferlantes,déferlant,ADJ,f,0.34
défiante,défiant,ADJ,f,0.34
dégouttante,dégouttant,ADJ,f,0.34
dégouttantes,dégouttant,ADJ,f,0.34
dénuée,dénué,ADJ,f,0.34
dépaysante,dépaysant,ADJ,f,0.34
dépaysantes,dépaysant,ADJ,f,0.34
dépliante,dépliant,ADJ,f,0.34
détonante,détonant,ADJ,f,0.34
dévoratrice,dévorateur,ADJ,f,0.34
ectoplasmiques,ectoplasmique,ADJ,f,0.34
embourbée,embourbé,ADJ,f,0.34
embourbées,embourbé,ADJ,f,0.34
emboutie,embouti,ADJ,f,0.34
embouties,embouti,ADJ,f,0.34
emmerdeuse,emmerdeur,ADJ,f,0.34
emmerdeuses,emmerdeur,ADJ,f,0.34
empuantie,empuanti,ADJ,f,0.34
enchâssée,enchâssé,ADJ,f,0.34
endurante,endurant,ADJ,f,0.34
engourdissante,engourdissant,ADJ,f,0.34
engourdissantes,engourdissant,ADJ,f,0.34
enguirlandée,enguirlandé,ADJ,f,0.34
enguirlandées,enguirlandé,ADJ,f,0.34
entortillée,entortillé,ADJ,f,0.34
esquintée,esquinté,ADJ,f,0.34
expédientes,expédient,ADJ,f,0.34
fadée,fadé,ADJ,f,0.34
festive,festif,ADJ,f,0.34
festives,festif,ADJ,f,0.34
filetée,fileté,ADJ,f,0.34
fleurdelisée,fleurdelisé,ADJ,f,0.34
fouisseuse,fouisseur,ADJ,f,0.34
fouisseuses,fouisseur,ADJ,f,0.34
fracturée,fracturé,ADJ,f,0.34
fracturées,fracturé,ADJ,f,0.34
franchouillarde,franchouillard,ADJ,f,0.34
fédérée,fédéré,ADJ,f,0.34
fédérées,fédéré,ADJ,f,0.34
fémorale,fémoral,ADJ,f,0.34
fémorales,fémoral,ADJ,f,0.34
gommeuse,gommeux,ADJ,f,0.34
gréco-latine,gréco-latin,ADJ,f,0.34
gréco-latines,gréco-latin,ADJ,f,0.34
haïtienne,haïtien,ADJ,f,0.34
hennissantes,hennissant,ADJ,f,0.34
hiérarchisée,hiérarchisé,ADJ,f,0.34
hormonale,hormonal,ADJ,f,0.34
hormonales,hormonal,ADJ,f,0.34
hystéro,hystéro,ADJ,f,0.34
inaltérée,inaltéré,ADJ,f,0.34
inaltérées,inaltéré,ADJ,f,0.34
inanalysable,inanalysable,ADJ,f,0.34
incarcérée,incarcéré,ADJ,f,0.34
incarcérées,incarcéré,ADJ,f,0.34
indivises,indivis,ADJ,f,0.34
indéfendable,indéfendable,ADJ,f,0.34
infuse,infus,ADJ,f,0.34
infuses,infus,ADJ,f,0.34
insultée,insulté,ADJ,f,0.34
insurrectionnelle,insurrectionnel,ADJ,f,0.34
intolérante,intolérant,ADJ,f,0.34
intoxiquée,intoxiqué,ADJ,f,0.34
intraveineuse,intraveineux,ADJ,f,0.34
intraveineuses,intraveineux,ADJ,f,0.34
inviolée,inviolé,ADJ,f,0.34
inviolées,inviolé,ADJ,f,0.34
invérifiables,invérifiable,ADJ,f,0.34
irakienne,irakien,ADJ,f,0.34
jalonnée,jalonné,ADJ,f,0.34
jaunasses,jaunasse,ADJ,f,0.34
jupitérienne,jupitérien,ADJ,f,0.34
justifiables,justifiable,ADJ,f,0.34
justificative,justificatif,ADJ,f,0.34
justificatives,justificatif,ADJ,f,0.34
lettone,letton,ADJ,f,0.34
lettonne,letton,ADJ,f,0.34
lettonnes,letton,ADJ,f,0.34
litigieuse,litigieux,ADJ,f,0.34
littorale,littoral,ADJ,f,0.34
lombaires,lombaire,ADJ,f,0.34
losangée,losangé,ADJ,f,0.34
louis-philipparde,louis-philippard,ADJ,f,0.34
luciférienne,luciférien,ADJ,f,0.34
malpolie,malpoli,ADJ,f,0.34
malvenue,malvenu,ADJ,f,0.34
mariolles,mariolle,ADJ,f,0.34
martienne,martien,ADJ,f,0.34
martiennes,martien,ADJ,f,0.34
massacrante,massacrant,ADJ,f,0.34
matutinale,matutinal,ADJ,f,0.34
matutinales,matutinal,ADJ,f,0.34
membraneuse,membraneux,ADJ,f,0.34
membraneuses,membraneux,ADJ,f,0.34
mentholée,mentholé,ADJ,f,0.34
mentholées,mentholé,ADJ,f,0.34
mimiques,mimique,ADJ,f,0.34
minoenne,minoen,ADJ,f,0.34
multigrade,multigrade,ADJ,f,0.34
narrative,narratif,ADJ,f,0.34
narratives,narratif,ADJ,f,0.34
niée,nié,ADJ,f,0.34
nominale,nominal,ADJ,f,0.34
nominales,nominal,ADJ,f,0.34
normalienne,normalien,ADJ,f,0.34
nulles,nulles,ADJ:ind,f,0.34
nymphomanes,nymphomane,ADJ,f,0.34
optimale,optimal,ADJ,f,0.34
optimales,optimal,ADJ,f,0.34
opérationnelle,opérationnel,ADJ,f,0.34
opérationnelles,opérationnel,ADJ,f,0.34
ornementale,ornemental,ADJ,f,0.34
ornementales,ornemental,ADJ,f,0.34
paludéenne,paludéen,ADJ,f,0.34
paludéennes,paludéen,ADJ,f,0.34
patriotardes,patriotard,ADJ,f,0.34
persévérante,persévérant,ADJ,f,0.34
persévérantes,persévérant,ADJ,f,0.34
pharamineuses,pharamineux,ADJ,f,0.34
pigeonnante,pigeonnant,ADJ,f,0.34
piémontaise,piémontais,ADJ,f,0.34
piétinante,piétinant,ADJ,f,0.34
pleurnicheuse,pleurnicheur,ADJ,f,0.34
pleurnicheuses,pleurnicheur,ADJ,f,0.34
poltronne,poltron,ADJ,f,0.34
possédante,possédant,ADJ,f,0.34
prospective,prospectif,ADJ,f,0.34
protubérante,protubérant,ADJ,f,0.34
protubérantes,protubérant,ADJ,f,0.34
prédominante,prédominant,ADJ,f,0.34
prétorienne,prétorien,ADJ,f,0.34
prétoriennes,prétorien,ADJ,f,0.34
pétrie,pétri,ADJ,f,0.34
radiale,radial,ADJ,f,0.34
radiales,radial,ADJ,f,0.34
raréfiée,raréfié,ADJ,f,0.34
raréfiées,raréfié,ADJ,f,0.34
rebattue,rebattu,ADJ,f,0.34
rebattues,rebattu,ADJ,f,0.34
recrue,recru,ADJ,f,0.34
recrues,recru,ADJ,f,0.34
relapse,relaps,ADJ,f,0.34
relapses,relaps,ADJ,f,0.34
remorqueuse,remorqueur,ADJ,f,0.34
revancharde,revanchard,ADJ,f,0.34
revanchardes,revanchard,ADJ,f,0.34
rissolée,rissolé,ADJ,f,0.34
rissolées,rissolé,ADJ,f,0.34
romancée,romancé,ADJ,f,0.34
romancées,romancé,ADJ,f,0.34
roturière,roturier,ADJ,f,0.34
rustres,rustre,ADJ,f,0.34
rédemptrice,rédempteur,ADJ,f,0.34
réfrigérée,réfrigéré,ADJ,f,0.34
réfrigérées,réfrigéré,ADJ,f,0.34
rémunératrice,rémunérateur,ADJ,f,0.34
saliveuse,saliveux,ADJ,f,0.34
saliveuses,saliveux,ADJ,f,0.34
sous-jacente,sous-jacent,ADJ,f,0.34
sous-jacentes,sous-jacent,ADJ,f,0.34
subconsciente,subconscient,ADJ,f,0.34
subconscientes,subconscient,ADJ,f,0.34
subséquente,subséquent,ADJ,f,0.34
subséquentes,subséquent,ADJ,f,0.34
suburbaine,suburbain,ADJ,f,0.34
suburbaines,suburbain,ADJ,f,0.34
suicidée,suicidé,ADJ,f,0.34
suicidées,suicidé,ADJ,f,0.34
surdouée,surdoué,ADJ,f,0.34
surfaite,surfait,ADJ,f,0.34
surfaites,surfait,ADJ,f,0.34
sédative,sédatif,ADJ,f,0.34
sédatives,sédatif,ADJ,f,0.34
sélectionnée,sélectionné,ADJ,f,0.34
sélectionnées,sélectionné,ADJ,f,0.34
temporale,temporal,ADJ,f,0.34
temporales,temporal,ADJ,f,0.34
terrorisante,terrorisant,ADJ,f,0.34
thaïe,thaï,ADJ,f,0.34
tienne,tienne,ADJ:pos,f,0.34
toquée,toqué,ADJ,f,0.34
toquées,toqué,ADJ,f,0.34
transplantée,transplanté,ADJ,f,0.34
transplantées,transplanté,ADJ,f,0.34
tristounette,tristounet,ADJ,f,0.34
tristounettes,tristounet,ADJ,f,0.34
typographique,typographique,ADJ,f,0.34
télévisuelle,télévisuel,ADJ,f,0.34
tératologique,tératologique,ADJ,f,0.34
tératologiques,tératologique,ADJ,f,0.34
tétaniques,tétanique,ADJ,f,0.34
vasouillarde,vasouillard,ADJ,f,0.34
vendéenne,vendéen,ADJ,f,0.34
vendéennes,vendéen,ADJ,f,0.34
ventilée,ventilé,ADJ,f,0.34
ventilées,ventilé,ADJ,f,0.34
versaillaise,versaillais,ADJ,f,0.34
versatiles,versatile,ADJ,f,0.34
vert-de-grisée,vert-de-grisé,ADJ,f,0.34
vert-de-grisées,vert-de-grisé,ADJ,f,0.34
vibratile,vibratile,ADJ,f,0.34
zygomatique,zygomatique,ADJ,f,0.34
zygomatiques,zygomatique,ADJ,f,0.34
échaudée,échaudé,ADJ,f,0.34
éclopée,éclopé,ADJ,f,0.34
écourtée,écourté,ADJ,f,0.34
écourtées,écourté,ADJ,f,0.34
éditoriale,éditorial,ADJ,f,0.34
éducatrice,éducateur,ADJ,f,0.34
égrotantes,égrotant,ADJ,f,0.34
élitistes,élitiste,ADJ,f,0.34
éléphantine,éléphantin,ADJ,f,0.34
éléphantines,éléphantin,ADJ,f,0.34
émergée,émergé,ADJ,f,0.34
émergées,émergé,ADJ,f,0.34
épinglées,épinglé,ADJ,f,0.34
étoffée,étoffé,ADJ,f,0.34
étoffées,étoffé,ADJ,f,0.34
abaissante,abaissant,ADJ,f,0.27
abhorrée,abhorré,ADJ,f,0.27
abrasive,abrasif,ADJ,f,0.27
abêties,abêti,ADJ,f,0.27
accréditée,accrédité,ADJ,f,0.27
adhérente,adhérent,ADJ,f,0.27
adhérentes,adhérent,ADJ,f,0.27
admiratrice,admirateur,ADJ,f,0.27
affiliée,affilié,ADJ,f,0.27
affiliées,affilié,ADJ,f,0.27
affinée,affiné,ADJ,f,0.27
affrontées,affronté,ADJ,f,0.27
alarmiste,alarmiste,ADJ,f,0.27
alençonnaise,alençonnais,ADJ,f,0.27
ammoniaquée,ammoniaqué,ADJ,f,0.27
ammoniaquées,ammoniaqué,ADJ,f,0.27
anti-aérienne,anti-aérien,ADJ,f,0.27
apocryphes,apocryphe,ADJ,f,0.27
approuvée,approuvé,ADJ,f,0.27
approuvées,approuvé,ADJ,f,0.27
araucaniennes,araucanien,ADJ,f,0.27
arborescentes,arborescent,ADJ,f,0.27
assujetties,assujetti,ADJ,f,0.27
assyrienne,assyrien,ADJ,f,0.27
assyriennes,assyrien,ADJ,f,0.27
audio-visuelle,audiovisuel,ADJ,f,0.27
audiovisuelle,audiovisuel,ADJ,f,0.27
audiovisuelles,audiovisuel,ADJ,f,0.27
autarciques,autarcique,ADJ,f,0.27
autocollante,autocollant,ADJ,f,0.27
autocollantes,autocollant,ADJ,f,0.27
avaricieuse,avaricieux,ADJ,f,0.27
avérée,avéré,ADJ,f,0.27
avérées,avéré,ADJ,f,0.27
badoise,badois,ADJ,f,0.27
ballonnante,ballonnant,ADJ,f,0.27
bananière,bananier,ADJ,f,0.27
barbante,barbant,ADJ,f,0.27
barbantes,barbant,ADJ,f,0.27
baudelairiennes,baudelairien,ADJ,f,0.27
bigote,bigot,ADJ,f,0.27
bizarde,bizarde,ADJ,f,0.27
bleuissante,bleuissant,ADJ,f,0.27
bleuissantes,bleuissant,ADJ,f,0.27
bostonienne,bostonien,ADJ,f,0.27
bouffeuse,bouffeur,ADJ,f,0.27
bouffeuses,bouffeur,ADJ,f,0.27
boulevardière,boulevardier,ADJ,f,0.27
brabançonne,brabançon,ADJ,f,0.27
branchue,branchu,ADJ,f,0.27
brouillardeuse,brouillardeux,ADJ,f,0.27
bréhaigne,bréhaigne,ADJ,f,0.27
bréhaignes,bréhaigne,ADJ,f,0.27
cafouilleuse,cafouilleux,ADJ,f,0.27
capitane,capitane,ADJ,f,0.27
caquetante,caquetant,ADJ,f,0.27
caquetantes,caquetant,ADJ,f,0.27
caramélisée,caramélisé,ADJ,f,0.27
caramélisées,caramélisé,ADJ,f,0.27
caritative,caritatif,ADJ,f,0.27
caritatives,caritatif,ADJ,f,0.27
carnée,carné,ADJ,f,0.27
carnées,carné,ADJ,f,0.27
cauchemardesques,cauchemardesque,ADJ,f,0.27
cauchoises,cauchois,ADJ,f,0.27
charançonnée,charançonné,ADJ,f,0.27
charentaise,charentais,ADJ,f,0.27
charentaises,charentais,ADJ,f,0.27
chavirante,chavirant,ADJ,f,0.27
chlorotique,chlorotique,ADJ,f,0.27
chlorotiques,chlorotique,ADJ,f,0.27
chorale,choral,ADJ,f,0.27
chorales,choral,ADJ,f,0.27
christique,christique,ADJ,f,0.27
chômée,chômé,ADJ,f,0.27
cloquée,cloqué,ADJ,f,0.27
colonisée,colonisé,ADJ,f,0.27
comtoise,comtois,ADJ,f,0.27
conférées,conféré,ADJ,f,0.27
congédiée,congédié,ADJ,f,0.27
consignée,consigné,ADJ,f,0.27
consignées,consigné,ADJ,f,0.27
controversée,controversé,ADJ,f,0.27
controversées,controversé,ADJ,f,0.27
conviviale,convivial,ADJ,f,0.27
conviviales,convivial,ADJ,f,0.27
cordiforme,cordiforme,ADJ,f,0.27
cordiformes,cordiforme,ADJ,f,0.27
corruptrice,corrupteur,ADJ,f,0.27
corruptrices,corrupteur,ADJ,f,0.27
coruscante,coruscant,ADJ,f,0.27
cossarde,cossard,ADJ,f,0.27
crevarde,crevard,ADJ,f,0.27
cruciforme,cruciforme,ADJ,f,0.27
crêpée,crêpé,ADJ,f,0.27
curiales,curial,ADJ,f,0.27
cynégétique,cynégétique,ADJ,f,0.27
damasquinée,damasquiné,ADJ,f,0.27
dentée,denté,ADJ,f,0.27
dentées,denté,ADJ,f,0.27
descriptibles,descriptible,ADJ,f,0.27
diagonale,diagonal,ADJ,f,0.27
diagonales,diagonal,ADJ,f,0.27
différenciée,différencié,ADJ,f,0.27
différenciées,différencié,ADJ,f,0.27
disqualifiée,disqualifié,ADJ,f,0.27
disqualifiées,disqualifié,ADJ,f,0.27
divinatoire,divinatoire,ADJ,f,0.27
dodelinante,dodelinant,ADJ,f,0.27
dodelinantes,dodelinant,ADJ,f,0.27
douce-amère,douce-amère,ADJ,f,0.27
débilitante,débilitant,ADJ,f,0.27
débilitantes,débilitant,ADJ,f,0.27
débitrice,débiteur,ADJ,f,0.27
découplée,découplé,ADJ,f,0.27
déculottée,déculotté,ADJ,f,0.27
déculottées,déculotté,ADJ,f,0.27
dédiée,dédié,ADJ,f,0.27
déguenillée,déguenillé,ADJ,f,0.27
déguenillées,déguenillé,ADJ,f,0.27
démoralisée,démoralisé,ADJ,f,0.27
démoralisées,démoralisé,ADJ,f,0.27
dérivée,dérivé,ADJ,f,0.27
dérivées,dérivé,ADJ,f,0.27
désargentées,désargenté,ADJ,f,0.27
détimbrée,détimbré,ADJ,f,0.27
emmaillotée,emmailloté,ADJ,f,0.27
emmaillotées,emmailloté,ADJ,f,0.27
emperlées,emperlé,ADJ,f,0.27
encaustiquée,encaustiqué,ADJ,f,0.27
enclenchée,enclenché,ADJ,f,0.27
enclenchées,enclenché,ADJ,f,0.27
encornée,encorné,ADJ,f,0.27
encrassée,encrassé,ADJ,f,0.27
encrassées,encrassé,ADJ,f,0.27
enthousiasmante,enthousiasmant,ADJ,f,0.27
entreposée,entreposé,ADJ,f,0.27
entreposées,entreposé,ADJ,f,0.27
ergoteuse,ergoteur,ADJ,f,0.27
fessière,fessier,ADJ,f,0.27
fessières,fessier,ADJ,f,0.27
flagellée,flagellé,ADJ,f,0.27
flagellées,flagellé,ADJ,f,0.27
flammée,flammé,ADJ,f,0.27
folichonne,folichon,ADJ,f,0.27
folichonnes,folichon,ADJ,f,0.27
formalistes,formaliste,ADJ,f,0.27
formides,formide,ADJ,f,0.27
fragmentée,fragmenté,ADJ,f,0.27
fragmentées,fragmenté,ADJ,f,0.27
franco-italienne,franco-italien,ADJ,f,0.27
frisonne,frison,ADJ,f,0.27
frisonnes,frison,ADJ,f,0.27
fromagère,fromager,ADJ,f,0.27
froussarde,froussard,ADJ,f,0.27
gabonaise,gabonais,ADJ,f,0.27
gaffeuses,gaffeur,ADJ,f,0.27
gazonnée,gazonné,ADJ,f,0.27
gazouillante,gazouillant,ADJ,f,0.27
germée,germé,ADJ,f,0.27
germées,germé,ADJ,f,0.27
glaçante,glaçant,ADJ,f,0.27
goûteuse,goûteux,ADJ,f,0.27
goûteuses,goûteux,ADJ,f,0.27
gratifiante,gratifiant,ADJ,f,0.27
hispano-américaine,hispano-américain,ADJ,f,0.27
homologuée,homologué,ADJ,f,0.27
hydratante,hydratant,ADJ,f,0.27
hydratantes,hydratant,ADJ,f,0.27
hypernerveuse,hypernerveux,ADJ,f,0.27
hypertrophiée,hypertrophié,ADJ,f,0.27
imprévoyante,imprévoyant,ADJ,f,0.27
impécunieuse,impécunieux,ADJ,f,0.27
incorporelle,incorporel,ADJ,f,0.27
incorporelles,incorporel,ADJ,f,0.27
incultivable,incultivable,ADJ,f,0.27
indo-européenne,indo-européen,ADJ,f,0.27
indo-européennes,indo-européen,ADJ,f,0.27
indomptée,indompté,ADJ,f,0.27
infléchie,infléchi,ADJ,f,0.27
infléchies,infléchi,ADJ,f,0.27
informulable,informulable,ADJ,f,0.27
infrangible,infrangible,ADJ,f,0.27
ingouvernable,ingouvernable,ADJ,f,0.27
inhibée,inhibé,ADJ,f,0.27
innommée,innommé,ADJ,f,0.27
institutionnelle,institutionnel,ADJ,f,0.27
internée,interné,ADJ,f,0.27
internées,interné,ADJ,f,0.27
invertébrée,invertébré,ADJ,f,0.27
investigatrice,investigateur,ADJ,f,0.27
investigatrices,investigateur,ADJ,f,0.27
iroquoise,iroquois,ADJ,f,0.27
irrévérencieuse,irrévérencieux,ADJ,f,0.27
irrévérencieuses,irrévérencieux,ADJ,f,0.27
javanaise,javanais,ADJ,f,0.27
javanaises,javanais,ADJ,f,0.27
jointives,jointif,ADJ,f,0.27
juchée,juchée,ADJ,f,0.27
limitative,limitatif,ADJ,f,0.27
lithuanienne,lithuanien,ADJ,f,0.27
lithuaniennes,lithuanien,ADJ,f,0.27
léniniste,léniniste,ADJ,f,0.27
léninistes,léniniste,ADJ,f,0.27
lénitive,lénitif,ADJ,f,0.27
lénitives,lénitif,ADJ,f,0.27
madrée,madré,ADJ,f,0.27
malfamée,malfamé,ADJ,f,0.27
malouine,malouin,ADJ,f,0.27
malouines,malouin,ADJ,f,0.27
maltaises,maltais,ADJ,f,0.27
matricielle,matriciel,ADJ,f,0.27
matricielles,matriciel,ADJ,f,0.27
messianiques,messianique,ADJ,f,0.27
meulière,meulier,ADJ,f,0.27
meulières,meulier,ADJ,f,0.27
mignonnette,mignonnet,ADJ,f,0.27
mignonnettes,mignonnet,ADJ,f,0.27
minaudière,minaudier,ADJ,f,0.27
mollassonne,mollasson,ADJ,f,0.27
moutonnière,moutonnier,ADJ,f,0.27
multinationale,multinational,ADJ,f,0.27
multinationales,multinational,ADJ,f,0.27
navigables,navigable,ADJ,f,0.27
nichonnée,nichonnée,ADJ,f,0.27
nichonnées,nichonnée,ADJ,f,0.27
nimbée,nimbé,ADJ,f,0.27
normative,normatif,ADJ,f,0.27
nubienne,nubien,ADJ,f,0.27
néophytes,néophyte,ADJ,f,0.27
obnubilée,obnubilé,ADJ,f,0.27
ocrée,ocré,ADJ,f,0.27
orléanaise,orléanais,ADJ,f,0.27
orléanaises,orléanais,ADJ,f,0.27
outrageuse,outrageux,ADJ,f,0.27
outrageuses,outrageux,ADJ,f,0.27
ouvrées,ouvré,ADJ,f,0.27
pacifiante,pacifiant,ADJ,f,0.27
pacifiantes,pacifiant,ADJ,f,0.27
papelarde,papelard,ADJ,f,0.27
paraffinée,paraffiné,ADJ,f,0.27
pascaliennes,pascalien,ADJ,f,0.27
pavlovienne,pavlovien,ADJ,f,0.27
perlière,perlier,ADJ,f,0.27
perlières,perlier,ADJ,f,0.27
perpétuée,perpétué,ADJ,f,0.27
personnalisée,personnalisé,ADJ,f,0.27
personnalisées,personnalisé,ADJ,f,0.27
petite-bourgeoise,petite-bourgeoise,ADJ,f,0.27
phréatique,phréatique,ADJ,f,0.27
phréatiques,phréatique,ADJ,f,0.27
pimentée,pimenté,ADJ,f,0.27
pimentées,pimenté,ADJ,f,0.27
polarde,polard,ADJ,f,0.27
polardes,polard,ADJ,f,0.27
polychromées,polychromé,ADJ,f,0.27
pommée,pommé,ADJ,f,0.27
pommées,pommé,ADJ,f,0.27
pondeuse,pondeur,ADJ,f,0.27
pondeuses,pondeur,ADJ,f,0.27
poudroyante,poudroyant,ADJ,f,0.27
poudroyantes,poudroyant,ADJ,f,0.27
pouffante,pouffant,ADJ,f,0.27
pouffantes,pouffant,ADJ,f,0.27
proximale,proximal,ADJ,f,0.27
périgourdine,périgourdin,ADJ,f,0.27
péteuse,péteux,ADJ,f,0.27
pétrifiante,pétrifiant,ADJ,f,0.27
pétrifiantes,pétrifiant,ADJ,f,0.27
quadrilatères,quadrilatère,ADJ,f,0.27
raclante,raclant,ADJ,f,0.27
rancie,ranci,ADJ,f,0.27
rancies,ranci,ADJ,f,0.27
rappelée,rappelé,ADJ,f,0.27
ravageante,ravageant,ADJ,f,0.27
recevables,recevable,ADJ,f,0.27
reconstituante,reconstituant,ADJ,f,0.27
reconstituantes,reconstituant,ADJ,f,0.27
redondante,redondant,ADJ,f,0.27
redondantes,redondant,ADJ,f,0.27
refoulante,refoulant,ADJ,f,0.27
reproductrice,reproducteur,ADJ,f,0.27
reproductrices,reproducteur,ADJ,f,0.27
revendicative,revendicatif,ADJ,f,0.27
revendicatives,revendicatif,ADJ,f,0.27
revendicatrice,revendicateur,ADJ,f,0.27
revendicatrices,revendicateur,ADJ,f,0.27
ribaude,ribaud,ADJ,f,0.27
ribaudes,ribaud,ADJ,f,0.27
rongeante,rongeant,ADJ,f,0.27
rongeantes,rongeant,ADJ,f,0.27
ruminante,ruminant,ADJ,f,0.27
réceptrice,récepteur,ADJ,f,0.27
réchauffante,réchauffant,ADJ,f,0.27
réchauffantes,réchauffant,ADJ,f,0.27
réfrigérante,réfrigérant,ADJ,f,0.27
réfrigérantes,réfrigérant,ADJ,f,0.27
régulatrice,régulateur,ADJ,f,0.27
régulatrices,régulateur,ADJ,f,0.27
réhabilitée,réhabilité,ADJ,f,0.27
résiduelle,résiduel,ADJ,f,0.27
résiduelles,résiduel,ADJ,f,0.27
révulsive,révulsif,ADJ,f,0.27
scélérate,scélérat,ADJ,f,0.27
scélérates,scélérat,ADJ,f,0.27
senestre,senestre,ADJ,f,0.27
serve,serve,ADJ,f,0.27
serves,serve,ADJ,f,0.27
sidérante,sidérant,ADJ,f,0.27
sidérurgique,sidérurgique,ADJ,f,0.27
sigillée,sigillé,ADJ,f,0.27
silicosée,silicosé,ADJ,f,0.27
sororale,sororal,ADJ,f,0.27
sororales,sororal,ADJ,f,0.27
structurale,structural,ADJ,f,0.27
structurales,structural,ADJ,f,0.27
suiveuse,suiveur,ADJ,f,0.27
suiveuses,suiveur,ADJ,f,0.27
suppliciantes,suppliciant,ADJ,f,0.27
surette,suret,ADJ,f,0.27
susnommée,susnommé,ADJ,f,0.27
systématisée,systématisé,ADJ,f,0.27
séante,séant,ADJ,f,0.27
séoudite,séoudite,ADJ,f,0.27
talée,talé,ADJ,f,0.27
talées,talé,ADJ,f,0.27
tannante,tannant,ADJ,f,0.27
tannantes,tannant,ADJ,f,0.27
testamentaires,testamentaire,ADJ,f,0.27
torpide,torpide,ADJ,f,0.27
tracassières,tracassier,ADJ,f,0.27
