"Word","lemme","cgram","freqlemlivres"
"meurtrière","meurtrier","ADJ","10.88"
"meurtrières","meurtrier","ADJ","10.88"
"téléphonique","téléphonique","ADJ","10.88"
"téléphoniques","téléphonique","ADJ","10.88"
"chauve","chauve","ADJ","10.81"
"chauves","chauve","ADJ","10.81"
"honorable","honorable","ADJ","10.81"
"honorables","honorable","ADJ","10.81"
"perplexe","perplexe","ADJ","10.81"
"perplexes","perplexe","ADJ","10.81"
"inconscient","inconscient","ADJ","10.74"
"inconsciente","inconscient","ADJ","10.74"
"inconscientes","inconscient","ADJ","10.74"
"inconscients","inconscient","ADJ","10.74"
"marié","marié","ADJ","10.74"
"mariée","marié","ADJ","10.74"
"mariées","marié","ADJ","10.74"
"mariés","marié","ADJ","10.74"
"matinal","matinal","ADJ","10.74"
"matinale","matinal","ADJ","10.74"
"matinales","matinal","ADJ","10.74"
"matinaux","matinal","ADJ","10.74"
"arrêté","arrêté","ADJ","10.68"
"arrêtée","arrêté","ADJ","10.68"
"arrêtées","arrêté","ADJ","10.68"
"arrêtés","arrêté","ADJ","10.68"
"hardi","hardi","ADJ","10.68"
"hardie","hardi","ADJ","10.68"
"hardies","hardi","ADJ","10.68"
"hardis","hardi","ADJ","10.68"
"impitoyable","impitoyable","ADJ","10.68"
"impitoyables","impitoyable","ADJ","10.68"
"protecteur","protecteur","ADJ","10.68"
"protecteurs","protecteur","ADJ","10.68"
"protectrice","protecteur","ADJ","10.68"
"protectrices","protecteur","ADJ","10.68"
"sensuel","sensuel","ADJ","10.68"
"sensuelle","sensuel","ADJ","10.68"
"sensuelles","sensuel","ADJ","10.68"
"sensuels","sensuel","ADJ","10.68"
"viril","viril","ADJ","10.68"
"virile","viril","ADJ","10.68"
"viriles","viril","ADJ","10.68"
"virils","viril","ADJ","10.68"
"barbare","barbare","ADJ","10.61"
"barbares","barbare","ADJ","10.61"
"déçu","déçu","ADJ","10.61"
"déçue","déçu","ADJ","10.61"
"déçues","déçu","ADJ","10.61"
"déçus","déçu","ADJ","10.61"
"indigne","indigne","ADJ","10.61"
"indignes","indigne","ADJ","10.61"
"serein","serein","ADJ","10.61"
"sereine","serein","ADJ","10.61"
"sereines","serein","ADJ","10.61"
"sereins","serein","ADJ","10.61"
"accompli","accompli","ADJ","10.54"
"accomplie","accompli","ADJ","10.54"
"accomplies","accompli","ADJ","10.54"
"accomplis","accompli","ADJ","10.54"
"argenté","argenté","ADJ","10.54"
"argentée","argenté","ADJ","10.54"
"argentées","argenté","ADJ","10.54"
"argentés","argenté","ADJ","10.54"
"dix-neuf","dix-neuf","ADJ:num","10.54"
"implacable","implacable","ADJ","10.54"
"implacables","implacable","ADJ","10.54"
"livide","livide","ADJ","10.54"
"livides","livide","ADJ","10.54"
"musical","musical","ADJ","10.54"
"musicale","musical","ADJ","10.54"
"musicales","musical","ADJ","10.54"
"musicaux","musical","ADJ","10.54"
"original","original","ADJ","10.54"
"originale","original","ADJ","10.54"
"originales","original","ADJ","10.54"
"originaux","original","ADJ","10.54"
"ovale","ovale","ADJ","10.54"
"ovales","ovale","ADJ","10.54"
"roulant","roulant","ADJ","10.54"
"roulante","roulant","ADJ","10.54"
"roulantes","roulant","ADJ","10.54"
"roulants","roulant","ADJ","10.54"
"turc","turc","ADJ","10.54"
"turcs","turc","ADJ","10.54"
"turque","turc","ADJ","10.54"
"turques","turc","ADJ","10.54"
"vigoureuse","vigoureux","ADJ","10.54"
"vigoureuses","vigoureux","ADJ","10.54"
"vigoureux","vigoureux","ADJ","10.54"
"aigre","aigre","ADJ","10.47"
"aigres","aigre","ADJ","10.47"
"anxieuse","anxieux","ADJ","10.47"
"anxieuses","anxieux","ADJ","10.47"
"anxieux","anxieux","ADJ","10.47"
"compact","compact","ADJ","10.47"
"compacte","compact","ADJ","10.47"
"compactes","compact","ADJ","10.47"
"compacts","compact","ADJ","10.47"
"critique","critique","ADJ","10.47"
"critiques","critique","ADJ","10.47"
"horizontal","horizontal","ADJ","10.47"
"horizontale","horizontal","ADJ","10.47"
"horizontales","horizontal","ADJ","10.47"
"horizontaux","horizontal","ADJ","10.47"
"renversé","renversé","ADJ","10.47"
"renversée","renversé","ADJ","10.47"
"renversées","renversé","ADJ","10.47"
"renversés","renversé","ADJ","10.47"
"laiteuse","laiteux","ADJ","10.41"
"laiteuses","laiteux","ADJ","10.41"
"laiteux","laiteux","ADJ","10.41"
"lugubre","lugubre","ADJ","10.41"
"lugubres","lugubre","ADJ","10.41"
"paysan","paysan","ADJ","10.41"
"paysanne","paysan","ADJ","10.41"
"paysannes","paysan","ADJ","10.41"
"paysans","paysan","ADJ","10.41"
"socialiste","socialiste","ADJ","10.41"
"socialistes","socialiste","ADJ","10.41"
"valable","valable","ADJ","10.41"
"valables","valable","ADJ","10.41"
"vertigineuse","vertigineux","ADJ","10.41"
"vertigineuses","vertigineux","ADJ","10.41"
"vertigineux","vertigineux","ADJ","10.41"
"vêtu","vêtu","ADJ","10.41"
"vêtue","vêtu","ADJ","10.41"
"vêtues","vêtu","ADJ","10.41"
"vêtus","vêtu","ADJ","10.41"
"béant","béant","ADJ","10.34"
"béante","béant","ADJ","10.34"
"béantes","béant","ADJ","10.34"
"béants","béant","ADJ","10.34"
"confiant","confiant","ADJ","10.34"
"confiante","confiant","ADJ","10.34"
"confiantes","confiant","ADJ","10.34"
"confiants","confiant","ADJ","10.34"
"enveloppé","enveloppé","ADJ","10.34"
"enveloppée","enveloppé","ADJ","10.34"
"enveloppées","enveloppé","ADJ","10.34"
"enveloppés","enveloppé","ADJ","10.34"
"fantastique","fantastique","ADJ","10.34"
"fantastiques","fantastique","ADJ","10.34"
"paresseuse","paresseux","ADJ","10.34"
"paresseuses","paresseux","ADJ","10.34"
"paresseux","paresseux","ADJ","10.34"
"terrifiant","terrifiant","ADJ","10.34"
"terrifiante","terrifiant","ADJ","10.34"
"terrifiantes","terrifiant","ADJ","10.34"
"terrifiants","terrifiant","ADJ","10.34"
"antérieur","antérieur","ADJ","10.27"
"antérieure","antérieur","ADJ","10.27"
"antérieures","antérieur","ADJ","10.27"
"antérieurs","antérieur","ADJ","10.27"
"blafard","blafard","ADJ","10.27"
"blafarde","blafard","ADJ","10.27"
"blafardes","blafard","ADJ","10.27"
"blafards","blafard","ADJ","10.27"
"déchirant","déchirant","ADJ","10.27"
"déchirante","déchirant","ADJ","10.27"
"déchirantes","déchirant","ADJ","10.27"
"déchirants","déchirant","ADJ","10.27"
"fraternel","fraternel","ADJ","10.27"
"fraternelle","fraternel","ADJ","10.27"
"fraternelles","fraternel","ADJ","10.27"
"fraternels","fraternel","ADJ","10.27"
"gênant","gênant","ADJ","10.27"
"gênante","gênant","ADJ","10.27"
"gênantes","gênant","ADJ","10.27"
"gênants","gênant","ADJ","10.27"
"romantique","romantique","ADJ","10.27"
"romantiques","romantique","ADJ","10.27"
"suisse","suisse","ADJ","10.27"
"suisses","suisse","ADJ","10.27"
"suissesse","suisse","ADJ","10.27"
"conforme","conforme","ADJ","10.2"
"conformes","conforme","ADJ","10.2"
"frisé","frisé","ADJ","10.2"
"frisée","frisé","ADJ","10.2"
"frisées","frisé","ADJ","10.2"
"frisés","frisé","ADJ","10.2"
"génial","génial","ADJ","10.2"
"géniale","génial","ADJ","10.2"
"géniales","génial","ADJ","10.2"
"géniaux","génial","ADJ","10.2"
"parfumé","parfumé","ADJ","10.2"
"parfumée","parfumé","ADJ","10.2"
"parfumées","parfumé","ADJ","10.2"
"parfumés","parfumé","ADJ","10.2"
"primitif","primitif","ADJ","10.2"
"primitifs","primitif","ADJ","10.2"
"primitive","primitif","ADJ","10.2"
"primitives","primitif","ADJ","10.2"
"écrasé","écrasé","ADJ","10.2"
"écrasée","écrasé","ADJ","10.2"
"écrasées","écrasé","ADJ","10.2"
"écrasés","écrasé","ADJ","10.2"
"fleuri","fleuri","ADJ","10.14"
"fleurie","fleuri","ADJ","10.14"
"fleuries","fleuri","ADJ","10.14"
"fleuris","fleuri","ADJ","10.14"
"masculin","masculin","ADJ","10.14"
"masculine","masculin","ADJ","10.14"
"masculines","masculin","ADJ","10.14"
"masculins","masculin","ADJ","10.14"
"orange","orange","ADJ","10.14"
"relevé","relevé","ADJ","10.14"
"relevée","relevé","ADJ","10.14"
"relevées","relevé","ADJ","10.14"
"relevés","relevé","ADJ","10.14"
"splendide","splendide","ADJ","10.14"
"splendides","splendide","ADJ","10.14"
"stratégique","stratégique","ADJ","10.14"
"stratégiques","stratégique","ADJ","10.14"
"veuf","veuf","ADJ","10.14"
"veufs","veuf","ADJ","10.14"
"veuve","veuf","ADJ","10.14"
"veuves","veuf","ADJ","10.14"
"décidé","décidé","ADJ","10.07"
"décidée","décidé","ADJ","10.07"
"décidées","décidé","ADJ","10.07"
"décidés","décidé","ADJ","10.07"
"découvert","découvert","ADJ","10.07"
"découverte","découvert","ADJ","10.07"
"découvertes","découvert","ADJ","10.07"
"découverts","découvert","ADJ","10.07"
"entrouvert","entrouvert","ADJ","10.07"
"entrouverte","entrouvert","ADJ","10.07"
"entrouvertes","entrouvert","ADJ","10.07"
"entrouverts","entrouvert","ADJ","10.07"
"impeccable","impeccable","ADJ","10.07"
"impeccables","impeccable","ADJ","10.07"
"robuste","robuste","ADJ","10.07"
"robustes","robuste","ADJ","10.07"
"romanesque","romanesque","ADJ","10.07"
"romanesques","romanesque","ADJ","10.07"
"saillant","saillant","ADJ","10.07"
"saillante","saillant","ADJ","10.07"
"saillantes","saillant","ADJ","10.07"
"saillants","saillant","ADJ","10.07"
"artistique","artistique","ADJ","10"
"artistiques","artistique","ADJ","10"
"diplomatique","diplomatique","ADJ","10"
"diplomatiques","diplomatique","ADJ","10"
"grandiose","grandiose","ADJ","10"
"grandioses","grandiose","ADJ","10"
"libéré","libéré","ADJ","10"
"libérée","libéré","ADJ","10"
"libérées","libéré","ADJ","10"
"libérés","libéré","ADJ","10"
"rocheuse","rocheux","ADJ","10"
"rocheuses","rocheux","ADJ","10"
"rocheux","rocheux","ADJ","10"
"souverain","souverain","ADJ","10"
"souveraine","souverain","ADJ","10"
"souveraines","souverain","ADJ","10"
"souverains","souverain","ADJ","10"
"tardif","tardif","ADJ","10"
"tardifs","tardif","ADJ","10"
"tardive","tardif","ADJ","10"
"tardives","tardif","ADJ","10"
"jaunâtre","jaunâtre","ADJ","9.93"
"jaunâtres","jaunâtre","ADJ","9.93"
"méfiant","méfiant","ADJ","9.93"
"méfiante","méfiant","ADJ","9.93"
"méfiantes","méfiant","ADJ","9.93"
"méfiants","méfiant","ADJ","9.93"
"rigide","rigide","ADJ","9.93"
"rigides","rigide","ADJ","9.93"
"agité","agité","ADJ","9.86"
"agitée","agité","ADJ","9.86"
"agitées","agité","ADJ","9.86"
"agités","agité","ADJ","9.86"
"breton","breton","ADJ","9.86"
"bretonne","breton","ADJ","9.86"
"bretonnes","breton","ADJ","9.86"
"bretons","breton","ADJ","9.86"
"défait","défait","ADJ","9.86"
"défaite","défait","ADJ","9.86"
"défaites","défait","ADJ","9.86"
"défaits","défait","ADJ","9.86"
"gourmand","gourmand","ADJ","9.86"
"gourmande","gourmand","ADJ","9.86"
"gourmandes","gourmand","ADJ","9.86"
"gourmands","gourmand","ADJ","9.86"
"impressionnant","impressionnant","ADJ","9.86"
"impressionnante","impressionnant","ADJ","9.86"
"impressionnantes","impressionnant","ADJ","9.86"
"impressionnants","impressionnant","ADJ","9.86"
"incrédule","incrédule","ADJ","9.86"
"incrédules","incrédule","ADJ","9.86"
"maintes","maintes","ADJ:ind","9.86"
"méprisant","méprisant","ADJ","9.86"
"méprisante","méprisant","ADJ","9.86"
"méprisantes","méprisant","ADJ","9.86"
"méprisants","méprisant","ADJ","9.86"
"âpre","âpre","ADJ","9.86"
"âpres","âpre","ADJ","9.86"
"haletant","haletant","ADJ","9.8"
"haletante","haletant","ADJ","9.8"
"haletantes","haletant","ADJ","9.8"
"haletants","haletant","ADJ","9.8"
"immuable","immuable","ADJ","9.8"
"immuables","immuable","ADJ","9.8"
"pensif","pensif","ADJ","9.8"
"pensifs","pensif","ADJ","9.8"
"pensive","pensif","ADJ","9.8"
"propice","propice","ADJ","9.8"
"propices","propice","ADJ","9.8"
"soigné","soigné","ADJ","9.8"
"soignée","soigné","ADJ","9.8"
"soignées","soigné","ADJ","9.8"
"soignés","soigné","ADJ","9.8"
"vital","vital","ADJ","9.8"
"vitale","vital","ADJ","9.8"
"vitales","vital","ADJ","9.8"
"vitaux","vital","ADJ","9.8"
"circulaire","circulaire","ADJ","9.73"
"circulaires","circulaire","ADJ","9.73"
"commercial","commercial","ADJ","9.73"
"commerciale","commercial","ADJ","9.73"
"commerciales","commercial","ADJ","9.73"
"commerciaux","commercial","ADJ","9.73"
"courtois","courtois","ADJ","9.73"
"courtoise","courtois","ADJ","9.73"
"courtoises","courtois","ADJ","9.73"
"culturel","culturel","ADJ","9.73"
"culturelle","culturel","ADJ","9.73"
"culturelles","culturel","ADJ","9.73"
"culturels","culturel","ADJ","9.73"
"fumé","fumé","ADJ","9.73"
"fumée","fumé","ADJ","9.73"
"fumées","fumé","ADJ","9.73"
"fumés","fumé","ADJ","9.73"
"plaisant","plaisant","ADJ","9.73"
"plaisante","plaisant","ADJ","9.73"
"plaisantes","plaisant","ADJ","9.73"
"plaisants","plaisant","ADJ","9.73"
"portant","portant","ADJ","9.73"
"portante","portant","ADJ","9.73"
"portants","portant","ADJ","9.73"
"réduit","réduit","ADJ","9.73"
"réduite","réduit","ADJ","9.73"
"réduites","réduit","ADJ","9.73"
"réduits","réduit","ADJ","9.73"
"touchant","touchant","ADJ","9.73"
"touchante","touchant","ADJ","9.73"
"touchantes","touchant","ADJ","9.73"
"touchants","touchant","ADJ","9.73"
"verdâtre","verdâtre","ADJ","9.73"
"verdâtres","verdâtre","ADJ","9.73"
"continu","continu","ADJ","9.66"
"continues","continu","ADJ","9.66"
"continus","continu","ADJ","9.66"
"docile","docile","ADJ","9.66"
"dociles","docile","ADJ","9.66"
"illustre","illustre","ADJ","9.66"
"illustres","illustre","ADJ","9.66"
"modèle","modèle","ADJ","9.66"
"modèles","modèle","ADJ","9.66"
"volant","volant","ADJ","9.66"
"volante","volant","ADJ","9.66"
"volantes","volant","ADJ","9.66"
"volants","volant","ADJ","9.66"
"conjugal","conjugal","ADJ","9.59"
"conjugale","conjugal","ADJ","9.59"
"conjugales","conjugal","ADJ","9.59"
"conjugaux","conjugal","ADJ","9.59"
"instinctif","instinctif","ADJ","9.59"
"instinctifs","instinctif","ADJ","9.59"
"instinctive","instinctif","ADJ","9.59"
"instinctives","instinctif","ADJ","9.59"
"peinard","peinard","ADJ","9.59"
"peinarde","peinard","ADJ","9.59"
"peinardes","peinard","ADJ","9.59"
"peinards","peinard","ADJ","9.59"
"puéril","puéril","ADJ","9.59"
"puérile","puéril","ADJ","9.59"
"puériles","puéril","ADJ","9.59"
"puérils","puéril","ADJ","9.59"
"trempé","trempé","ADJ","9.59"
"trempée","trempé","ADJ","9.59"
"trempées","trempé","ADJ","9.59"
"trempés","trempé","ADJ","9.59"
"coloré","coloré","ADJ","9.53"
"colorée","coloré","ADJ","9.53"
"colorées","coloré","ADJ","9.53"
"colorés","coloré","ADJ","9.53"
"dru","dru","ADJ","9.53"
"drue","dru","ADJ","9.53"
"drues","dru","ADJ","9.53"
"drus","dru","ADJ","9.53"
"fugitif","fugitif","ADJ","9.53"
"fugitifs","fugitif","ADJ","9.53"
"fugitive","fugitif","ADJ","9.53"
"fugitives","fugitif","ADJ","9.53"
"informe","informe","ADJ","9.53"
"informes","informe","ADJ","9.53"
"invraisemblable","invraisemblable","ADJ","9.53"
"invraisemblables","invraisemblable","ADJ","9.53"
"inépuisable","inépuisable","ADJ","9.53"
"inépuisables","inépuisable","ADJ","9.53"
"mécontent","mécontent","ADJ","9.53"
"mécontente","mécontent","ADJ","9.53"
"mécontentes","mécontent","ADJ","9.53"
"mécontents","mécontent","ADJ","9.53"
"symbolique","symbolique","ADJ","9.53"
"symboliques","symbolique","ADJ","9.53"
"épouvantable","épouvantable","ADJ","9.53"
"épouvantables","épouvantable","ADJ","9.53"
"distinct","distinct","ADJ","9.46"
"distincte","distinct","ADJ","9.46"
"distinctes","distinct","ADJ","9.46"
"distincts","distinct","ADJ","9.46"
"effrayé","effrayé","ADJ","9.46"
"effrayée","effrayé","ADJ","9.46"
"effrayées","effrayé","ADJ","9.46"
"effrayés","effrayé","ADJ","9.46"
"froissé","froissé","ADJ","9.46"
"froissée","froissé","ADJ","9.46"
"froissées","froissé","ADJ","9.46"
"froissés","froissé","ADJ","9.46"
"hargneuse","hargneux","ADJ","9.46"
"hargneuses","hargneux","ADJ","9.46"
"hargneux","hargneux","ADJ","9.46"
"indépendant","indépendant","ADJ","9.46"
"indépendante","indépendant","ADJ","9.46"
"indépendantes","indépendant","ADJ","9.46"
"indépendants","indépendant","ADJ","9.46"
"privilégié","privilégié","ADJ","9.46"
"privilégiée","privilégié","ADJ","9.46"
"privilégiées","privilégié","ADJ","9.46"
"privilégiés","privilégié","ADJ","9.46"
"tenu","tenu","ADJ","9.46"
"tenue","tenu","ADJ","9.46"
"tenues","tenu","ADJ","9.46"
"tenus","tenu","ADJ","9.46"
"écrit","écrit","ADJ","9.46"
"écrite","écrit","ADJ","9.46"
"écrites","écrit","ADJ","9.46"
"écrits","écrit","ADJ","9.46"
"distingué","distingué","ADJ","9.39"
"distinguée","distingué","ADJ","9.39"
"distinguées","distingué","ADJ","9.39"
"distingués","distingué","ADJ","9.39"
"essoufflé","essoufflé","ADJ","9.39"
"essoufflée","essoufflé","ADJ","9.39"
"essoufflées","essoufflé","ADJ","9.39"
"essoufflés","essoufflé","ADJ","9.39"
"immaculé","immaculé","ADJ","9.39"
"immaculée","immaculé","ADJ","9.39"
"immaculées","immaculé","ADJ","9.39"
"immaculés","immaculé","ADJ","9.39"
"imposant","imposant","ADJ","9.39"
"imposante","imposant","ADJ","9.39"
"imposantes","imposant","ADJ","9.39"
"imposants","imposant","ADJ","9.39"
"sportif","sportif","ADJ","9.39"
"sportifs","sportif","ADJ","9.39"
"sportive","sportif","ADJ","9.39"
"sportives","sportif","ADJ","9.39"
"financier","financier","ADJ","9.32"
"financiers","financier","ADJ","9.32"
"financière","financier","ADJ","9.32"
"financières","financier","ADJ","9.32"
"glauque","glauque","ADJ","9.32"
"glauques","glauque","ADJ","9.32"
"incomparable","incomparable","ADJ","9.32"
"incomparables","incomparable","ADJ","9.32"
"jeté","jeté","ADJ","9.32"
"jetée","jeté","ADJ","9.32"
"jetées","jeté","ADJ","9.32"
"jetés","jeté","ADJ","9.32"
"osseuse","osseux","ADJ","9.32"
"osseuses","osseux","ADJ","9.32"
"osseux","osseux","ADJ","9.32"
"victorieuse","victorieux","ADJ","9.32"
"victorieuses","victorieux","ADJ","9.32"
"victorieux","victorieux","ADJ","9.32"
"hideuse","hideux","ADJ","9.26"
"hideuses","hideux","ADJ","9.26"
"hideux","hideux","ADJ","9.26"
"lamentable","lamentable","ADJ","9.26"
"lamentables","lamentable","ADJ","9.26"
"miraculeuse","miraculeux","ADJ","9.26"
"miraculeuses","miraculeux","ADJ","9.26"
"miraculeux","miraculeux","ADJ","9.26"
"rageur","rageur","ADJ","9.26"
"rageurs","rageur","ADJ","9.26"
"rageuse","rageur","ADJ","9.26"
"rageuses","rageur","ADJ","9.26"
"effacé","effacé","ADJ","9.19"
"effacée","effacé","ADJ","9.19"
"effacées","effacé","ADJ","9.19"
"effacés","effacé","ADJ","9.19"
"fondamental","fondamental","ADJ","9.19"
"fondamentale","fondamental","ADJ","9.19"
"fondamentales","fondamental","ADJ","9.19"
"fondamentaux","fondamental","ADJ","9.19"
"orgueilleuse","orgueilleux","ADJ","9.19"
"orgueilleuses","orgueilleux","ADJ","9.19"
"orgueilleux","orgueilleux","ADJ","9.19"
"pitoyable","pitoyable","ADJ","9.19"
"pitoyables","pitoyable","ADJ","9.19"
"reconnaissant","reconnaissant","ADJ","9.19"
"reconnaissante","reconnaissant","ADJ","9.19"
"reconnaissantes","reconnaissant","ADJ","9.19"
"reconnaissants","reconnaissant","ADJ","9.19"
"têtu","têtu","ADJ","9.19"
"têtue","têtu","ADJ","9.19"
"têtues","têtu","ADJ","9.19"
"têtus","têtu","ADJ","9.19"
"éphémère","éphémère","ADJ","9.19"
"éphémères","éphémère","ADJ","9.19"
"communal","communal","ADJ","9.12"
"communale","communal","ADJ","9.12"
"communales","communal","ADJ","9.12"
"communaux","communal","ADJ","9.12"
"exemplaire","exemplaire","ADJ","9.12"
"exemplaires","exemplaire","ADJ","9.12"
"insolent","insolent","ADJ","9.12"
"insolente","insolent","ADJ","9.12"
"insolentes","insolent","ADJ","9.12"
"insolents","insolent","ADJ","9.12"
"marchand","marchand","ADJ","9.12"
"marchande","marchand","ADJ","9.12"
"marchandes","marchand","ADJ","9.12"
"marchands","marchand","ADJ","9.12"
"moqueur","moqueur","ADJ","9.12"
"moqueurs","moqueur","ADJ","9.12"
"moqueuse","moqueur","ADJ","9.12"
"moqueuses","moqueur","ADJ","9.12"
"ménager","ménager","ADJ","9.12"
"ménagers","ménager","ADJ","9.12"
"ménagère","ménager","ADJ","9.12"
"ménagères","ménager","ADJ","9.12"
"revenu","revenu","ADJ","9.12"
"revenue","revenu","ADJ","9.12"
"revenues","revenu","ADJ","9.12"
"revenus","revenu","ADJ","9.12"
"suivi","suivi","ADJ","9.12"
"suivie","suivi","ADJ","9.12"
"suivies","suivi","ADJ","9.12"
"suivis","suivi","ADJ","9.12"
"tombant","tombant","ADJ","9.12"
"tombante","tombant","ADJ","9.12"
"tombantes","tombant","ADJ","9.12"
"tombants","tombant","ADJ","9.12"
"triple","triple","ADJ","9.12"
"triples","triple","ADJ","9.12"
"voulu","voulu","ADJ","9.12"
"voulue","voulu","ADJ","9.12"
"voulues","voulu","ADJ","9.12"
"voulus","voulu","ADJ","9.12"
"blindé","blindé","ADJ","9.05"
"blindée","blindé","ADJ","9.05"
"blindées","blindé","ADJ","9.05"
"blindés","blindé","ADJ","9.05"
"colossal","colossal","ADJ","9.05"
"colossale","colossal","ADJ","9.05"
"colossales","colossal","ADJ","9.05"
"colossaux","colossal","ADJ","9.05"
"contradictoire","contradictoire","ADJ","9.05"
"contradictoires","contradictoire","ADJ","9.05"
"formel","formel","ADJ","9.05"
"formelle","formel","ADJ","9.05"
"formelles","formel","ADJ","9.05"
"formels","formel","ADJ","9.05"
"louche","louche","ADJ","9.05"
"louches","louche","ADJ","9.05"
"malsain","malsain","ADJ","9.05"
"malsaine","malsain","ADJ","9.05"
"malsaines","malsain","ADJ","9.05"
"malsains","malsain","ADJ","9.05"
"placé","placé","ADJ","9.05"
"placée","placé","ADJ","9.05"
"placées","placé","ADJ","9.05"
"placés","placé","ADJ","9.05"
"poilu","poilu","ADJ","9.05"
"poilue","poilu","ADJ","9.05"
"poilues","poilu","ADJ","9.05"
"poilus","poilu","ADJ","9.05"
"quatre-vingts","quatre-vingts","ADJ:num","9.05"
"sucré","sucré","ADJ","9.05"
"sucrée","sucré","ADJ","9.05"
"sucrées","sucré","ADJ","9.05"
"sucrés","sucré","ADJ","9.05"
"trapu","trapu","ADJ","9.05"
"trapue","trapu","ADJ","9.05"
"trapues","trapu","ADJ","9.05"
"trapus","trapu","ADJ","9.05"
"ambigu","ambigu","ADJ","8.99"
"ambigus","ambigu","ADJ","8.99"
"ambiguë","ambigu","ADJ","8.99"
"ambiguës","ambigu","ADJ","8.99"
"belge","belge","ADJ","8.99"
"belges","belge","ADJ","8.99"
"effroyable","effroyable","ADJ","8.99"
"effroyables","effroyable","ADJ","8.99"
"exotique","exotique","ADJ","8.99"
"exotiques","exotique","ADJ","8.99"
"imprévu","imprévu","ADJ","8.99"
"imprévue","imprévu","ADJ","8.99"
"imprévues","imprévu","ADJ","8.99"
"imprévus","imprévu","ADJ","8.99"
"jumeau","jumeau","ADJ","8.99"
"jumelle","jumeau","ADJ","8.99"
"jumelles","jumeau","ADJ","8.99"
"moustachu","moustachu","ADJ","8.99"
"moustachue","moustachu","ADJ","8.99"
"moustachues","moustachu","ADJ","8.99"
"moustachus","moustachu","ADJ","8.99"
"poisseuse","poisseux","ADJ","8.99"
"poisseuses","poisseux","ADJ","8.99"
"poisseux","poisseux","ADJ","8.99"
"roulé","roulé","ADJ","8.99"
"roulée","roulé","ADJ","8.99"
"roulées","roulé","ADJ","8.99"
"roulés","roulé","ADJ","8.99"
"troublant","troublant","ADJ","8.99"
"troublante","troublant","ADJ","8.99"
"troublantes","troublant","ADJ","8.99"
"troublants","troublant","ADJ","8.99"
"vingt-deux","vingt-deux","ADJ:num","8.99"
"animé","animé","ADJ","8.92"
"animée","animé","ADJ","8.92"
"animées","animé","ADJ","8.92"
"animés","animé","ADJ","8.92"
"respectueuse","respectueux","ADJ","8.92"
"respectueuses","respectueux","ADJ","8.92"
"respectueux","respectueux","ADJ","8.92"
"éveillé","éveillé","ADJ","8.92"
"éveillée","éveillé","ADJ","8.92"
"éveillées","éveillé","ADJ","8.92"
"éveillés","éveillé","ADJ","8.92"
"continue","continue","ADJ","8.85"
"fâcheuse","fâcheux","ADJ","8.85"
"fâcheuses","fâcheux","ADJ","8.85"
"fâcheux","fâcheux","ADJ","8.85"
"guerrier","guerrier","ADJ","8.85"
"guerriers","guerrier","ADJ","8.85"
"guerrière","guerrier","ADJ","8.85"
"guerrières","guerrier","ADJ","8.85"
"inhumain","inhumain","ADJ","8.85"
"inhumaine","inhumain","ADJ","8.85"
"inhumaines","inhumain","ADJ","8.85"
"inhumains","inhumain","ADJ","8.85"
"mystique","mystique","ADJ","8.85"
"mystiques","mystique","ADJ","8.85"
"quarante-cinq","quarante-cinq","ADJ:num","8.85"
"républicain","républicain","ADJ","8.85"
"républicaine","républicain","ADJ","8.85"
"républicaines","républicain","ADJ","8.85"
"républicains","républicain","ADJ","8.85"
"soixante-dix","soixante-dix","ADJ:num","8.85"
"végétal","végétal","ADJ","8.85"
"végétale","végétal","ADJ","8.85"
"végétales","végétal","ADJ","8.85"
"végétaux","végétal","ADJ","8.85"
"érotique","érotique","ADJ","8.85"
"érotiques","érotique","ADJ","8.85"
"minéral","minéral","ADJ","8.78"
"minérale","minéral","ADJ","8.78"
"minérales","minéral","ADJ","8.78"
"minéraux","minéral","ADJ","8.78"
"morose","morose","ADJ","8.78"
"moroses","morose","ADJ","8.78"
"naval","naval","ADJ","8.78"
"navale","naval","ADJ","8.78"
"navales","naval","ADJ","8.78"
"navals","naval","ADJ","8.78"
"rugueuse","rugueux","ADJ","8.78"
"rugueuses","rugueux","ADJ","8.78"
"rugueux","rugueux","ADJ","8.78"
"hilare","hilare","ADJ","8.72"
"hilares","hilare","ADJ","8.72"
"plissé","plissé","ADJ","8.72"
"plissée","plissé","ADJ","8.72"
"plissées","plissé","ADJ","8.72"
"plissés","plissé","ADJ","8.72"
"volé","volé","ADJ","8.72"
"volée","volé","ADJ","8.72"
"volées","volé","ADJ","8.72"
"volés","volé","ADJ","8.72"
"anodin","anodin","ADJ","8.65"
"anodine","anodin","ADJ","8.65"
"anodines","anodin","ADJ","8.65"
"anodins","anodin","ADJ","8.65"
"brut","brut","ADJ","8.65"
"brute","brut","ADJ","8.65"
"brutes","brut","ADJ","8.65"
"bruts","brut","ADJ","8.65"
"chargé","chargé","ADJ","8.65"
"chargée","chargé","ADJ","8.65"
"chargées","chargé","ADJ","8.65"
"chargés","chargé","ADJ","8.65"
"prompt","prompt","ADJ","8.65"
"prompte","prompt","ADJ","8.65"
"promptes","prompt","ADJ","8.65"
"prompts","prompt","ADJ","8.65"
"secondaire","secondaire","ADJ","8.65"
"secondaires","secondaire","ADJ","8.65"
"amiral","amiral","ADJ","8.58"
"amirale","amiral","ADJ","8.58"
