,Word,lemme,cgram,genre,freqlemlivres
2205,réputé,réputé,ADJ,m,4.39
2206,réputés,réputé,ADJ,m,4.39
2207,urbain,urbain,ADJ,m,4.39
2208,urbains,urbain,ADJ,m,4.39
2209,électoral,électoral,ADJ,m,4.39
2210,électoraux,électoral,ADJ,m,4.39
2214,brésilien,brésilien,ADJ,m,4.32
2215,brésiliens,brésilien,ADJ,m,4.32
2216,dispersé,dispersé,ADJ,m,4.32
2217,dispersés,dispersé,ADJ,m,4.32
2218,décent,décent,ADJ,m,4.32
2222,dépourvu,dépourvu,ADJ,m,4.32
2223,dépourvus,dépourvu,ADJ,m,4.32
2224,déterminé,déterminé,ADJ,m,4.32
2225,déterminés,déterminé,ADJ,m,4.32
2241,étudiant,étudiant,ADJ,m,4.32
2242,étudiants,étudiant,ADJ,m,4.32
2251,convaincant,convaincant,ADJ,m,4.26
2255,dormant,dormant,ADJ,m,4.26
2259,enfermé,enfermé,ADJ,m,4.26
2260,enfermés,enfermé,ADJ,m,4.26
2271,martiaux,martial,ADJ,m,4.26
2272,médiéval,médiéval,ADJ,m,4.26
2273,médiévaux,médiéval,ADJ,m,4.26
2277,puni,puni,ADJ,m,4.26
2278,punis,puni,ADJ,m,4.26
2279,routier,routier,ADJ,m,4.26
2280,routiers,routier,ADJ,m,4.26
2285,torturé,torturé,ADJ,m,4.26
2287,énervé,énervé,ADJ,m,4.26
2293,allant,allant,ADJ,m,4.19
2298,coiffé,coiffé,ADJ,m,4.19
2300,comblé,comblé,ADJ,m,4.19
2301,comblés,comblé,ADJ,m,4.19
2302,disposé,disposé,ADJ,m,4.19
2303,disposés,disposé,ADJ,m,4.19
2308,improvisé,improvisé,ADJ,m,4.19
2312,ravagé,ravagé,ADJ,m,4.19
2314,reconnu,reconnu,ADJ,m,4.19
2315,reconnus,reconnu,ADJ,m,4.19
2318,éprouvé,éprouvé,ADJ,m,4.19
2320,anglo-saxon,anglo-saxon,ADJ,m,4.12
2321,anglo-saxons,anglo-saxon,ADJ,m,4.12
2322,annuel,annuel,ADJ,m,4.12
2323,annuels,annuel,ADJ,m,4.12
2324,bouché,bouché,ADJ,m,4.12
2326,cardinal,cardinal,ADJ,m,4.12
2327,cardinaux,cardinal,ADJ,m,4.12
2330,durci,durci,ADJ,m,4.12
2332,décoratif,décoratif,ADJ,m,4.12
2333,décoratifs,décoratif,ADJ,m,4.12
2340,ambiant,ambiant,ADJ,m,4.05
2344,assorti,assorti,ADJ,m,4.05
2345,assortis,assorti,ADJ,m,4.05
2352,entretenu,entretenu,ADJ,m,4.05
2353,entretenus,entretenu,ADJ,m,4.05
2354,exposé,exposé,ADJ,m,4.05
2355,exposés,exposé,ADJ,m,4.05
2357,guéri,guéri,ADJ,m,4.05
2361,joueur,joueur,ADJ,m,4.05
2362,joueurs,joueur,ADJ,m,4.05
2363,mexicain,mexicain,ADJ,m,4.05
2364,mexicains,mexicain,ADJ,m,4.05
2368,raté,raté,ADJ,m,4.05
2369,ratés,raté,ADJ,m,4.05
2370,rival,rival,ADJ,m,4.05
2371,rivaux,rival,ADJ,m,4.05
2372,répandu,répandu,ADJ,m,4.05
2373,répandus,répandu,ADJ,m,4.05
2377,alsacien,alsacien,ADJ,m,3.99
2381,bourré,bourré,ADJ,m,3.99
2385,frappé,frappé,ADJ,m,3.99
2386,frappés,frappé,ADJ,m,3.99
2387,protestant,protestant,ADJ,m,3.99
2388,protestants,protestant,ADJ,m,3.99
2389,servi,servi,ADJ,m,3.99
2390,servis,servi,ADJ,m,3.99
2393,trait,trait,ADJ,m,3.99
2394,traits,trait,ADJ,m,3.99
2395,éclaté,éclaté,ADJ,m,3.99
2405,constituant,constituant,ADJ,m,3.92
2406,constituants,constituant,ADJ,m,3.92
2407,conventionnel,conventionnel,ADJ,m,3.92
2408,conventionnels,conventionnel,ADJ,m,3.92
2409,descendant,descendant,ADJ,m,3.92
2410,descendants,descendant,ADJ,m,3.92
2411,déplacé,déplacé,ADJ,m,3.92
2412,déplacés,déplacé,ADJ,m,3.92
2421,illimité,illimité,ADJ,m,3.92
2425,métropolitain,métropolitain,ADJ,m,3.92
2429,pliant,pliant,ADJ,m,3.92
2431,ruiné,ruiné,ADJ,m,3.92
2434,réticents,réticent,ADJ,m,3.92
2436,saisi,saisi,ADJ,m,3.92
2437,saisis,saisi,ADJ,m,3.92
2439,attirant,attirant,ADJ,m,3.85
2443,confondu,confondu,ADJ,m,3.85
2444,confondus,confondu,ADJ,m,3.85
2445,dominant,dominant,ADJ,m,3.85
2446,dominants,dominant,ADJ,m,3.85
2447,déchu,déchu,ADJ,m,3.85
2451,habité,habité,ADJ,m,3.85
2452,habités,habité,ADJ,m,3.85
2453,interrompu,interrompu,ADJ,m,3.85
2455,manuel,manuel,ADJ,m,3.85
2456,manuels,manuel,ADJ,m,3.85
2457,masqué,masqué,ADJ,m,3.85
2458,masqués,masqué,ADJ,m,3.85
2461,rigolo,rigolo,ADJ,m,3.85
2464,teint,teint,ADJ,m,3.85
2468,trouvé,trouvé,ADJ,m,3.85
2469,trouvés,trouvé,ADJ,m,3.85
2472,échéant,échéant,ADJ,m,3.85
2483,conservateur,conservateur,ADJ,m,3.78
2484,conservateurs,conservateur,ADJ,m,3.78
2485,donnant,donnant,ADJ,m,3.78
2486,emporté,emporté,ADJ,m,3.78
2487,emportés,emporté,ADJ,m,3.78
2492,impératif,impératif,ADJ,m,3.78
2493,impératifs,impératif,ADJ,m,3.78
2494,indirect,indirect,ADJ,m,3.78
2495,indirects,indirect,ADJ,m,3.78
2497,mutuel,mutuel,ADJ,m,3.78
2499,paralysé,paralysé,ADJ,m,3.78
2501,pendu,pendu,ADJ,m,3.78
2503,qualifié,qualifié,ADJ,m,3.78
2504,qualifiés,qualifié,ADJ,m,3.78
2505,recueilli,recueilli,ADJ,m,3.78
2506,recueillis,recueilli,ADJ,m,3.78
2507,reculé,reculé,ADJ,m,3.78
2511,rôti,rôti,ADJ,m,3.78
2513,sanguin,sanguin,ADJ,m,3.78
2514,sanguins,sanguin,ADJ,m,3.78
2526,absorbé,absorbé,ADJ,m,3.72
2528,attenant,attenant,ADJ,m,3.72
2533,dément,dément,ADJ,m,3.72
2535,dépassé,dépassé,ADJ,m,3.72
2536,dépassés,dépassé,ADJ,m,3.72
2537,engageant,engageant,ADJ,m,3.72
2539,gardé,gardé,ADJ,m,3.72
2540,gardés,gardé,ADJ,m,3.72
2541,immatériel,immatériel,ADJ,m,3.72
2546,objectif,objectif,ADJ,m,3.72
2547,objectifs,objectif,ADJ,m,3.72
2548,rapproché,rapproché,ADJ,m,3.72
2549,rapprochés,rapproché,ADJ,m,3.72
2555,tranché,tranché,ADJ,m,3.72
2557,travailleur,travailleur,ADJ,m,3.72
2558,travailleurs,travailleur,ADJ,m,3.72
2559,vocal,vocal,ADJ,m,3.72
2560,vocaux,vocal,ADJ,m,3.72
2565,approximatif,approximatif,ADJ,m,3.65
2567,articulé,articulé,ADJ,m,3.65
2572,déguisé,déguisé,ADJ,m,3.65
2574,frappant,frappant,ADJ,m,3.65
2576,inexistant,inexistant,ADJ,m,3.65
2578,natif,natif,ADJ,m,3.65
2579,natifs,natif,ADJ,m,3.65
2582,scellé,scellé,ADJ,m,3.65
2601,démunis,démuni,ADJ,m,3.58
2602,désigné,désigné,ADJ,m,3.58
2603,désignés,désigné,ADJ,m,3.58
2606,enfoncé,enfoncé,ADJ,m,3.58
2608,enterré,enterré,ADJ,m,3.58
2609,enterrés,enterré,ADJ,m,3.58
2614,provençal,provençal,ADJ,m,3.58
2616,reposant,reposant,ADJ,m,3.58
2618,résistant,résistant,ADJ,m,3.58
2619,résistants,résistant,ADJ,m,3.58
2620,sonné,sonné,ADJ,m,3.58
2628,accroché,accroché,ADJ,m,3.51
2629,accrochés,accroché,ADJ,m,3.51
2630,criant,criant,ADJ,m,3.51
2631,dissimulé,dissimulé,ADJ,m,3.51
2635,exclu,exclu,ADJ,m,3.51
2636,exclus,exclu,ADJ,m,3.51
2637,fréquenté,fréquenté,ADJ,m,3.51
2638,fréquentés,fréquenté,ADJ,m,3.51
2645,rural,rural,ADJ,m,3.51
2646,ruraux,rural,ADJ,m,3.51
2647,râpé,râpé,ADJ,m,3.51
2651,tunisien,tunisien,ADJ,m,3.51
2652,tunisiens,tunisien,ADJ,m,3.51
2661,bloqué,bloqué,ADJ,m,3.45
2662,bloqués,bloqué,ADJ,m,3.45
2665,choqué,choqué,ADJ,m,3.45
2674,fortunés,fortuné,ADJ,m,3.45
2676,immobilier,immobilier,ADJ,m,3.45
2677,immobiliers,immobilier,ADJ,m,3.45
2678,militant,militant,ADJ,m,3.45
2679,militants,militant,ADJ,m,3.45
2680,respecté,respecté,ADJ,m,3.45
2681,respectés,respecté,ADJ,m,3.45
2688,approprié,approprié,ADJ,m,3.38
2689,appropriés,approprié,ADJ,m,3.38
2690,byzantin,byzantin,ADJ,m,3.38
2695,découpé,découpé,ADJ,m,3.38
2696,découpés,découpé,ADJ,m,3.38
2697,défini,défini,ADJ,m,3.38
2698,définis,défini,ADJ,m,3.38
2710,intermittents,intermittent,ADJ,m,3.38
2711,laqué,laqué,ADJ,m,3.38
2718,païens,païen,ADJ,m,3.38
2725,pénal,pénal,ADJ,m,3.38
2729,rêvé,rêvé,ADJ,m,3.38
2737,cérébral,cérébral,ADJ,m,3.31
2741,désiré,désiré,ADJ,m,3.31
2743,encourageant,encourageant,ADJ,m,3.31
2744,encourageants,encourageant,ADJ,m,3.31
2751,instruit,instruit,ADJ,m,3.31
2752,instruits,instruit,ADJ,m,3.31
2758,vidé,vidé,ADJ,m,3.31
2760,ajusté,ajusté,ADJ,m,3.24
2763,coincé,coincé,ADJ,m,3.24
2764,coincés,coincé,ADJ,m,3.24
2765,coquin,coquin,ADJ,m,3.24
2766,coquins,coquin,ADJ,m,3.24
2767,correspondant,correspondant,ADJ,m,3.24
2768,correspondants,correspondant,ADJ,m,3.24
2777,formé,formé,ADJ,m,3.24
2778,formés,formé,ADJ,m,3.24
2790,mural,mural,ADJ,m,3.24
2803,refroidi,refroidi,ADJ,m,3.24
2805,remuant,remuant,ADJ,m,3.24
2807,restant,restant,ADJ,m,3.24
2808,restants,restant,ADJ,m,3.24
2809,soulevé,soulevé,ADJ,m,3.24
2810,soulevés,soulevé,ADJ,m,3.24
2812,territorial,territorial,ADJ,m,3.24
2814,visuel,visuel,ADJ,m,3.24
2815,visuels,visuel,ADJ,m,3.24
2819,cadet,cadet,ADJ,m,3.18
2820,cadets,cadet,ADJ,m,3.18
2829,dirigeant,dirigeant,ADJ,m,3.18
2830,dirigeants,dirigeant,ADJ,m,3.18
2843,modéré,modéré,ADJ,m,3.18
2844,modérés,modéré,ADJ,m,3.18
2845,ouvrant,ouvrant,ADJ,m,3.18
2848,prenant,prenant,ADJ,m,3.18
2850,prématuré,prématuré,ADJ,m,3.18
2857,supposé,supposé,ADJ,m,3.18
2858,supposés,supposé,ADJ,m,3.18
2859,tentant,tentant,ADJ,m,3.18
2863,vil,vil,ADJ,m,3.18
2867,étoilé,étoilé,ADJ,m,3.18
2871,aucuns,aucuns,ADJ:ind,m,3.11
2876,compétent,compétent,ADJ,m,3.11
2877,compétents,compétent,ADJ,m,3.11
2880,enchaîné,enchaîné,ADJ,m,3.11
2886,fourni,fourni,ADJ,m,3.11
2887,fournis,fourni,ADJ,m,3.11
2888,homosexuel,homosexuel,ADJ,m,3.11
2889,homosexuels,homosexuel,ADJ,m,3.11
2890,imparfait,imparfait,ADJ,m,3.11
2896,lu,lu,ADJ,m,3.11
2897,lus,lu,ADJ,m,3.11
2900,simultané,simultané,ADJ,m,3.11
2909,accru,accru,ADJ,m,3.04
2910,accrus,accru,ADJ,m,3.04
2913,alpin,alpin,ADJ,m,3.04
2921,boisé,boisé,ADJ,m,3.04
2925,boulot,boulot,ADJ,m,3.04
2926,boulots,boulot,ADJ,m,3.04
2930,dépouillé,dépouillé,ADJ,m,3.04
2932,déserté,déserté,ADJ,m,3.04
2948,rationnel,rationnel,ADJ,m,3.04
2950,riant,riant,ADJ,m,3.04
2958,étudié,étudié,ADJ,m,3.04
2959,étudiés,étudié,ADJ,m,3.04
2966,chassé,chassé,ADJ,m,2.97
2967,chassés,chassé,ADJ,m,2.97
2968,connaisseur,connaisseur,ADJ,m,2.97
2969,connaisseurs,connaisseur,ADJ,m,2.97
2977,décoré,décoré,ADJ,m,2.97
2978,décorés,décoré,ADJ,m,2.97
2981,entouré,entouré,ADJ,m,2.97
2982,entourés,entouré,ADJ,m,2.97
2990,instantané,instantané,ADJ,m,2.97
2994,mélangé,mélangé,ADJ,m,2.97
2995,mélangés,mélangé,ADJ,m,2.97
3001,primordial,primordial,ADJ,m,2.97
3008,situé,situé,ADJ,m,2.97
3009,situés,situé,ADJ,m,2.97
3018,trahi,trahi,ADJ,m,2.97
3024,écoulé,écoulé,ADJ,m,2.97
3025,écoulés,écoulé,ADJ,m,2.97
3026,affectif,affectif,ADJ,m,2.91
3032,blessant,blessant,ADJ,m,2.91
3036,canadien,canadien,ADJ,m,2.91
3037,canadiens,canadien,ADJ,m,2.91
3040,constitué,constitué,ADJ,m,2.91
3041,constitués,constitué,ADJ,m,2.91
3042,coulant,coulant,ADJ,m,2.91
3044,crucial,crucial,ADJ,m,2.91
3045,cruciaux,crucial,ADJ,m,2.91
3048,employé,employé,ADJ,m,2.91
3049,employés,employé,ADJ,m,2.91
3050,empreint,empreint,ADJ,m,2.91
3054,hospitalier,hospitalier,ADJ,m,2.91
3055,hospitaliers,hospitalier,ADJ,m,2.91
3058,instructif,instructif,ADJ,m,2.91
3067,plaqué,plaqué,ADJ,m,2.91
3071,révélateur,révélateur,ADJ,m,2.91
3073,affecté,affecté,ADJ,m,2.84
3074,affectés,affecté,ADJ,m,2.84
3077,avenant,avenant,ADJ,m,2.84
3079,chiant,chiant,ADJ,m,2.84
3081,conservé,conservé,ADJ,m,2.84
3082,conservés,conservé,ADJ,m,2.84
3087,différents,différents,ADJ:ind,m,2.84
3090,dévasté,dévasté,ADJ,m,2.84
3096,fictif,fictif,ADJ,m,2.84
3097,fictifs,fictif,ADJ,m,2.84
3098,fondu,fondu,ADJ,m,2.84
3099,fondus,fondu,ADJ,m,2.84
3110,sentant,sentant,ADJ,m,2.84
3128,consacré,consacré,ADJ,m,2.77
3129,consacrés,consacré,ADJ,m,2.77
3134,destructeur,destructeur,ADJ,m,2.77
3138,détourné,détourné,ADJ,m,2.77
3139,détournés,détourné,ADJ,m,2.77
3140,effectif,effectif,ADJ,m,2.77
3141,effectifs,effectif,ADJ,m,2.77
3142,explosif,explosif,ADJ,m,2.77
3143,explosifs,explosif,ADJ,m,2.77
3151,illustré,illustré,ADJ,m,2.77
3152,illustrés,illustré,ADJ,m,2.77
3153,ministériel,ministériel,ADJ,m,2.77
3154,ministériels,ministériel,ADJ,m,2.77
3155,partisan,partisan,ADJ,m,2.77
3156,partisans,partisan,ADJ,m,2.77
3158,ressemblant,ressemblant,ADJ,m,2.77
3162,soufflé,soufflé,ADJ,m,2.77
3173,aimant,aimant,ADJ,m,2.7
3174,aimants,aimant,ADJ,m,2.7
3177,architectural,architectural,ADJ,m,2.7
3178,architecturaux,architectural,ADJ,m,2.7
3180,classé,classé,ADJ,m,2.7
3181,classés,classé,ADJ,m,2.7
3185,corporel,corporel,ADJ,m,2.7
3186,corporels,corporel,ADJ,m,2.7
3191,délibéré,délibéré,ADJ,m,2.7
3193,emprunté,emprunté,ADJ,m,2.7
3194,empruntés,emprunté,ADJ,m,2.7
3195,fondant,fondant,ADJ,m,2.7
3201,ignoré,ignoré,ADJ,m,2.7
3203,imposé,imposé,ADJ,m,2.7
3204,imposés,imposé,ADJ,m,2.7
3207,mordant,mordant,ADJ,m,2.7
3211,négligé,négligé,ADJ,m,2.7
3215,risqué,risqué,ADJ,m,2.7
3217,régional,régional,ADJ,m,2.7
3222,transversal,transversal,ADJ,m,2.7
3230,alerté,alerté,ADJ,m,2.64
3232,barré,barré,ADJ,m,2.64
3241,conquérant,conquérant,ADJ,m,2.64
3243,couvrant,couvrant,ADJ,m,2.64
3248,délaissé,délaissé,ADJ,m,2.64
3252,enchanteur,enchanteur,ADJ,m,2.64
3256,foncier,foncier,ADJ,m,2.64
3257,fonciers,foncier,ADJ,m,2.64
3266,informé,informé,ADJ,m,2.64
3267,informés,informé,ADJ,m,2.64
3268,invité,invité,ADJ,m,2.64
3269,invités,invité,ADJ,m,2.64
3271,manuscrit,manuscrit,ADJ,m,2.64
3272,manuscrits,manuscrit,ADJ,m,2.64
3275,persistant,persistant,ADJ,m,2.64
3276,persistants,persistant,ADJ,m,2.64
3280,rosé,rosé,ADJ,m,2.64
3282,sensé,sensé,ADJ,m,2.64
3286,traité,traité,ADJ,m,2.64
3287,traités,traité,ADJ,m,2.64
3290,émaillé,émaillé,ADJ,m,2.64
3292,aboli,aboli,ADJ,m,2.57
3294,affaibli,affaibli,ADJ,m,2.57
3300,commerçant,commerçant,ADJ,m,2.57
3301,commerçants,commerçant,ADJ,m,2.57
3306,détaillé,détaillé,ADJ,m,2.57
3307,détaillés,détaillé,ADJ,m,2.57
3310,finissant,finissant,ADJ,m,2.57
3314,global,global,ADJ,m,2.57
3315,globaux,global,ADJ,m,2.57
3316,gravé,gravé,ADJ,m,2.57
3317,gravés,gravé,ADJ,m,2.57
3330,opportun,opportun,ADJ,m,2.57
3332,prometteur,prometteur,ADJ,m,2.57
3333,prometteurs,prometteur,ADJ,m,2.57
3334,repoussant,repoussant,ADJ,m,2.57
3339,télévisé,télévisé,ADJ,m,2.57
3340,télévisés,télévisé,ADJ,m,2.57
3341,validé,validé,ADJ,m,2.57
3346,équilibré,équilibré,ADJ,m,2.57
3347,équilibrés,équilibré,ADJ,m,2.57
3361,constitutionnel,constitutionnel,ADJ,m,2.5
3362,constitutionnels,constitutionnel,ADJ,m,2.5
3365,cousu,cousu,ADJ,m,2.5
3368,dérangé,dérangé,ADJ,m,2.5
3392,mensuel,mensuel,ADJ,m,2.5
3393,mensuels,mensuel,ADJ,m,2.5
3396,médian,médian,ADJ,m,2.5
3403,retentissant,retentissant,ADJ,m,2.5
3409,échappé,échappé,ADJ,m,2.5
3413,balancé,balancé,ADJ,m,2.43
3419,confit,confit,ADJ,m,2.43
3420,confits,confit,ADJ,m,2.43
3423,coulé,coulé,ADJ,m,2.43
3434,flamand,flamand,ADJ,m,2.43
3435,flamands,flamand,ADJ,m,2.43
3437,fruitiers,fruitier,ADJ,m,2.43
3438,frustré,frustré,ADJ,m,2.43
3443,groupés,groupé,ADJ,m,2.43
3451,incomplet,incomplet,ADJ,m,2.43
3455,levant,levant,ADJ,m,2.43
3458,moteur,moteur,ADJ,m,2.43
3459,moteurs,moteur,ADJ,m,2.43
3465,retiré,retiré,ADJ,m,2.43
3466,retirés,retiré,ADJ,m,2.43
3467,réjoui,réjoui,ADJ,m,2.43
3468,réjouis,réjoui,ADJ,m,2.43
3473,substantiel,substantiel,ADJ,m,2.43
3478,verdoyant,verdoyant,ADJ,m,2.43
3484,ascendant,ascendant,ADJ,m,2.36
3487,avisé,avisé,ADJ,m,2.36
3488,avisés,avisé,ADJ,m,2.36
3493,contracté,contracté,ADJ,m,2.36
3495,conçu,conçu,ADJ,m,2.36
3496,conçus,conçu,ADJ,m,2.36
3498,demeuré,demeuré,ADJ,m,2.36
3502,déclaré,déclaré,ADJ,m,2.36
3503,déclarés,déclaré,ADJ,m,2.36
3504,décolleté,décolleté,ADJ,m,2.36
3516,marchant,marchant,ADJ,m,2.36
3517,offensif,offensif,ADJ,m,2.36
3518,offensifs,offensif,ADJ,m,2.36
3520,parvenu,parvenu,ADJ,m,2.36
3521,parvenus,parvenu,ADJ,m,2.36
3526,pénétré,pénétré,ADJ,m,2.36
3530,ramassé,ramassé,ADJ,m,2.36
3534,réfugié,réfugié,ADJ,m,2.36
3535,réfugiés,réfugié,ADJ,m,2.36
3548,ultérieur,ultérieur,ADJ,m,2.36
3549,ultérieurs,ultérieur,ADJ,m,2.36
3562,animaux,animaux,ADJ,m,2.3
3568,bâti,bâti,ADJ,m,2.3
3569,bâtis,bâti,ADJ,m,2.3
3573,comédien,comédien,ADJ,m,2.3
3574,comédiens,comédien,ADJ,m,2.3
3586,emballé,emballé,ADJ,m,2.3
3587,emballés,emballé,ADJ,m,2.3
3588,enlevé,enlevé,ADJ,m,2.3
3589,enlevés,enlevé,ADJ,m,2.3
3597,généralisé,généralisé,ADJ,m,2.3
3598,inscrit,inscrit,ADJ,m,2.3
3599,inscrits,inscrit,ADJ,m,2.3
3609,obéissant,obéissant,ADJ,m,2.3
3614,peuplé,peuplé,ADJ,m,2.3
3615,peuplés,peuplé,ADJ,m,2.3
3622,refusé,refusé,ADJ,m,2.3
3625,vendu,vendu,ADJ,m,2.3
3626,vendus,vendu,ADJ,m,2.3
3627,vieillissant,vieillissant,ADJ,m,2.3
3633,assassiné,assassiné,ADJ,m,2.23
3634,assassinés,assassiné,ADJ,m,2.23
3637,blanchi,blanchi,ADJ,m,2.23
3651,divergent,divergent,ADJ,m,2.23
3655,entraîné,entraîné,ADJ,m,2.23
3656,entraînés,entraîné,ADJ,m,2.23
3657,environnant,environnant,ADJ,m,2.23
3658,environnants,environnant,ADJ,m,2.23
3667,indiqué,indiqué,ADJ,m,2.23
3668,indiqués,indiqué,ADJ,m,2.23
3672,malveillants,malveillant,ADJ,m,2.23
3673,manquant,manquant,ADJ,m,2.23
3674,manquants,manquant,ADJ,m,2.23
3684,pointé,pointé,ADJ,m,2.23
3693,sophistiqué,sophistiqué,ADJ,m,2.23
3694,sophistiqués,sophistiqué,ADJ,m,2.23
3695,syndical,syndical,ADJ,m,2.23
3696,syndicaux,syndical,ADJ,m,2.23
3697,traversé,traversé,ADJ,m,2.23
3704,accusé,accusé,ADJ,m,2.16
3705,accusés,accusé,ADJ,m,2.16
3706,adjoint,adjoint,ADJ,m,2.16
3707,adjoints,adjoint,ADJ,m,2.16
3720,chirurgical,chirurgical,ADJ,m,2.16
3734,encadrant,encadrant,ADJ,m,2.16
3735,entraînant,entraînant,ADJ,m,2.16
3747,journalier,journalier,ADJ,m,2.16
3752,martyr,martyr,ADJ,m,2.16
3753,martyrs,martyr,ADJ,m,2.16
3756,méconnu,méconnu,ADJ,m,2.16
3757,méconnus,méconnu,ADJ,m,2.16
3758,omniprésent,omniprésent,ADJ,m,2.16
3763,relié,relié,ADJ,m,2.16
3764,reliés,relié,ADJ,m,2.16
3765,rencontré,rencontré,ADJ,m,2.16
3766,rencontrés,rencontré,ADJ,m,2.16
3767,représentatif,représentatif,ADJ,m,2.16
3768,représentatifs,représentatif,ADJ,m,2.16
3776,virtuel,virtuel,ADJ,m,2.16
3777,virtuels,virtuel,ADJ,m,2.16
3784,commandé,commandé,ADJ,m,2.09
3785,commandés,commandé,ADJ,m,2.09
3800,expressif,expressif,ADJ,m,2.09
3809,garant,garant,ADJ,m,2.09
3821,partiel,partiel,ADJ,m,2.09
3822,partiels,partiel,ADJ,m,2.09
3825,pleurant,pleurant,ADJ,m,2.09
3831,recherché,recherché,ADJ,m,2.09
3832,recherchés,recherché,ADJ,m,2.09
3833,relâché,relâché,ADJ,m,2.09
3835,sorcier,sorcier,ADJ,m,2.09
3836,sorciers,sorcier,ADJ,m,2.09
3840,accéléré,accéléré,ADJ,m,2.03
3842,attachant,attachant,ADJ,m,2.03
3843,attachants,attachant,ADJ,m,2.03
3850,citadins,citadin,ADJ,m,2.03
3859,départemental,départemental,ADJ,m,2.03
3860,départementaux,départemental,ADJ,m,2.03
3863,existant,existant,ADJ,m,2.03
3864,existants,existant,ADJ,m,2.03
3872,législatif,législatif,ADJ,m,2.03
3873,législatifs,législatif,ADJ,m,2.03
3881,parlé,parlé,ADJ,m,2.03
3883,payant,payant,ADJ,m,2.03
3884,payants,payant,ADJ,m,2.03
3905,brouillon,brouillon,ADJ,m,1.96
3913,causant,causant,ADJ,m,1.96
3918,croustillant,croustillant,ADJ,m,1.96
3920,côtier,côtier,ADJ,m,1.96
3921,côtiers,côtier,ADJ,m,1.96
3924,défensif,défensif,ADJ,m,1.96
3935,exempt,exempt,ADJ,m,1.96
3953,jugé,jugé,ADJ,m,1.96
3954,jugés,jugé,ADJ,m,1.96
3967,oral,oral,ADJ,m,1.96
3968,oraux,oral,ADJ,m,1.96
3969,présidentiel,présidentiel,ADJ,m,1.96
3976,rythmé,rythmé,ADJ,m,1.96
3993,australien,australien,ADJ,m,1.89
3994,australiens,australien,ADJ,m,1.89
4002,ci-joint,ci-joint,ADJ,m,1.89
4006,dévastateur,dévastateur,ADJ,m,1.89
4008,dévolu,dévolu,ADJ,m,1.89
4010,exilé,exilé,ADJ,m,1.89
4011,exilés,exilé,ADJ,m,1.89
4020,gagnant,gagnant,ADJ,m,1.89
4021,gagnants,gagnant,ADJ,m,1.89
4031,heurté,heurté,ADJ,m,1.89
4047,pair,pair,ADJ,m,1.89
4048,pairs,pair,ADJ,m,1.89
4049,paré,paré,ADJ,m,1.89
4050,parés,paré,ADJ,m,1.89
4054,prévoyant,prévoyant,ADJ,m,1.89
4061,rescapés,rescapé,ADJ,m,1.89
4068,sienne,sienne,ADJ,m,1.89
4070,séduit,séduit,ADJ,m,1.89
4071,séduits,séduit,ADJ,m,1.89
4074,abusif,abusif,ADJ,m,1.82
4079,approchant,approchant,ADJ,m,1.82
4091,comprimé,comprimé,ADJ,m,1.82
4092,comprimés,comprimé,ADJ,m,1.82
4093,conditionné,conditionné,ADJ,m,1.82
4094,conditionnés,conditionné,ADJ,m,1.82
4095,consécutif,consécutif,ADJ,m,1.82
4096,consécutifs,consécutif,ADJ,m,1.82
4098,culminant,culminant,ADJ,m,1.82
4100,digestif,digestif,ADJ,m,1.82
4103,fondé,fondé,ADJ,m,1.82
4104,fondés,fondé,ADJ,m,1.82
4105,fortifié,fortifié,ADJ,m,1.82
4107,férié,férié,ADJ,m,1.82
4108,fériés,férié,ADJ,m,1.82
4111,hivernal,hivernal,ADJ,m,1.82
4116,inhérents,inhérent,ADJ,m,1.82
4119,loué,loué,ADJ,m,1.82
4120,loués,loué,ADJ,m,1.82
4121,marginal,marginal,ADJ,m,1.82
4122,marginaux,marginal,ADJ,m,1.82
4126,partant,partant,ADJ,m,1.82
4128,piéton,piéton,ADJ,m,1.82
4129,piétons,piéton,ADJ,m,1.82
4132,ponctuel,ponctuel,ADJ,m,1.82
4133,ponctuels,ponctuel,ADJ,m,1.82
4134,rapporté,rapporté,ADJ,m,1.82
4135,rapportés,rapporté,ADJ,m,1.82
4136,recouvert,recouvert,ADJ,m,1.82
4137,recouverts,recouvert,ADJ,m,1.82
4143,sacrifié,sacrifié,ADJ,m,1.82
4147,tari,tari,ADJ,m,1.82
4150,temporel,temporel,ADJ,m,1.82
4154,travaillé,travaillé,ADJ,m,1.82
4155,travaillés,travaillé,ADJ,m,1.82
4156,végétarien,végétarien,ADJ,m,1.82
4177,délégué,délégué,ADJ,m,1.76
4178,délégués,délégué,ADJ,m,1.76
4194,estival,estival,ADJ,m,1.76
4201,fédéral,fédéral,ADJ,m,1.76
4202,fédéraux,fédéral,ADJ,m,1.76
4203,honoré,honoré,ADJ,m,1.76
4205,illégal,illégal,ADJ,m,1.76
4206,illégaux,illégal,ADJ,m,1.76
4213,logé,logé,ADJ,m,1.76
4214,logés,logé,ADJ,m,1.76
4217,moulant,moulant,ADJ,m,1.76
4225,postérieur,postérieur,ADJ,m,1.76
4228,réjouissant,réjouissant,ADJ,m,1.76
4230,senti,senti,ADJ,m,1.76
4231,sentis,senti,ADJ,m,1.76
4241,approfondi,approfondi,ADJ,m,1.69
4243,arrosé,arrosé,ADJ,m,1.69
4253,choquant,choquant,ADJ,m,1.69
