,Word,lemme,cgram,genre,freqlemlivres
881,impuissant,impuissant,ADJ,m,11.55
883,majeur,majeur,ADJ,m,11.55
884,majeurs,majeur,ADJ,m,11.55
890,mal,mal,ADJ,m,11.42
891,occupé,occupé,ADJ,m,11.42
892,occupés,occupé,ADJ,m,11.42
893,abstrait,abstrait,ADJ,m,11.35
895,convaincu,convaincu,ADJ,m,11.35
896,convaincus,convaincu,ADJ,m,11.35
899,mental,mental,ADJ,m,11.35
900,mentaux,mental,ADJ,m,11.35
901,résolu,résolu,ADJ,m,11.28
902,résolus,résolu,ADJ,m,11.28
903,indien,indien,ADJ,m,11.22
904,indiens,indien,ADJ,m,11.22
905,avancé,avancé,ADJ,m,11.15
906,avancés,avancé,ADJ,m,11.15
910,porteur,porteur,ADJ,m,11.15
911,porteurs,porteur,ADJ,m,11.15
913,administratif,administratif,ADJ,m,11.08
914,administratifs,administratif,ADJ,m,11.08
915,foncé,foncé,ADJ,m,11.08
916,foncés,foncé,ADJ,m,11.08
923,penché,penché,ADJ,m,11.01
925,préféré,préféré,ADJ,m,11.01
926,préférés,préféré,ADJ,m,11.01
927,salé,salé,ADJ,m,11.01
928,salés,salé,ADJ,m,11.01
929,choisi,choisi,ADJ,m,10.95
930,choisis,choisi,ADJ,m,10.95
933,meurtrier,meurtrier,ADJ,m,10.88
934,meurtriers,meurtrier,ADJ,m,10.88
935,inconscient,inconscient,ADJ,m,10.74
937,marié,marié,ADJ,m,10.74
938,mariés,marié,ADJ,m,10.74
941,arrêté,arrêté,ADJ,m,10.68
942,arrêtés,arrêté,ADJ,m,10.68
945,protecteur,protecteur,ADJ,m,10.68
946,protecteurs,protecteur,ADJ,m,10.68
947,sensuel,sensuel,ADJ,m,10.68
951,déçu,déçu,ADJ,m,10.61
952,déçus,déçu,ADJ,m,10.61
953,serein,serein,ADJ,m,10.61
955,accompli,accompli,ADJ,m,10.54
956,accomplis,accompli,ADJ,m,10.54
957,argenté,argenté,ADJ,m,10.54
959,musical,musical,ADJ,m,10.54
960,musicaux,musical,ADJ,m,10.54
961,original,original,ADJ,m,10.54
962,originaux,original,ADJ,m,10.54
963,roulant,roulant,ADJ,m,10.54
964,roulants,roulant,ADJ,m,10.54
965,turc,turc,ADJ,m,10.54
966,turcs,turc,ADJ,m,10.54
969,compact,compact,ADJ,m,10.47
970,compacts,compact,ADJ,m,10.47
971,horizontal,horizontal,ADJ,m,10.47
973,renversé,renversé,ADJ,m,10.47
976,paysan,paysan,ADJ,m,10.41
977,paysans,paysan,ADJ,m,10.41
979,vêtu,vêtu,ADJ,m,10.41
980,vêtus,vêtu,ADJ,m,10.41
983,confiant,confiant,ADJ,m,10.34
984,confiants,confiant,ADJ,m,10.34
985,enveloppé,enveloppé,ADJ,m,10.34
988,terrifiant,terrifiant,ADJ,m,10.34
990,antérieur,antérieur,ADJ,m,10.27
991,antérieurs,antérieur,ADJ,m,10.27
998,gênant,gênant,ADJ,m,10.27
1002,génial,génial,ADJ,m,10.2
1004,parfumé,parfumé,ADJ,m,10.2
1006,primitif,primitif,ADJ,m,10.2
1007,primitifs,primitif,ADJ,m,10.2
1008,écrasé,écrasé,ADJ,m,10.2
1009,écrasés,écrasé,ADJ,m,10.2
1010,fleuri,fleuri,ADJ,m,10.14
1011,fleuris,fleuri,ADJ,m,10.14
1012,masculin,masculin,ADJ,m,10.14
1013,masculins,masculin,ADJ,m,10.14
1014,relevé,relevé,ADJ,m,10.14
1015,relevés,relevé,ADJ,m,10.14
1018,décidé,décidé,ADJ,m,10.07
1019,décidés,décidé,ADJ,m,10.07
1020,découvert,découvert,ADJ,m,10.07
1021,découverts,découvert,ADJ,m,10.07
1025,saillants,saillant,ADJ,m,10.07
1026,libéré,libéré,ADJ,m,10.0
1027,libérés,libéré,ADJ,m,10.0
1029,souverain,souverain,ADJ,m,10.0
1030,souverains,souverain,ADJ,m,10.0
1031,tardif,tardif,ADJ,m,10.0
1035,agité,agité,ADJ,m,9.86
1037,breton,breton,ADJ,m,9.86
1038,bretons,breton,ADJ,m,9.86
1039,défait,défait,ADJ,m,9.86
1041,gourmand,gourmand,ADJ,m,9.86
1042,gourmands,gourmand,ADJ,m,9.86
1043,impressionnant,impressionnant,ADJ,m,9.86
1044,impressionnants,impressionnant,ADJ,m,9.86
1051,soigné,soigné,ADJ,m,9.8
1052,soignés,soigné,ADJ,m,9.8
1053,vital,vital,ADJ,m,9.8
1054,vitaux,vital,ADJ,m,9.8
1055,commercial,commercial,ADJ,m,9.73
1056,commerciaux,commercial,ADJ,m,9.73
1058,culturel,culturel,ADJ,m,9.73
1059,culturels,culturel,ADJ,m,9.73
1060,fumé,fumé,ADJ,m,9.73
1062,plaisant,plaisant,ADJ,m,9.73
1064,portant,portant,ADJ,m,9.73
1066,réduit,réduit,ADJ,m,9.73
1067,réduits,réduit,ADJ,m,9.73
1068,touchant,touchant,ADJ,m,9.73
1070,continu,continu,ADJ,m,9.66
1071,continus,continu,ADJ,m,9.66
1072,volant,volant,ADJ,m,9.66
1073,volants,volant,ADJ,m,9.66
1074,conjugal,conjugal,ADJ,m,9.59
1082,trempé,trempé,ADJ,m,9.59
1084,coloré,coloré,ADJ,m,9.53
1085,colorés,coloré,ADJ,m,9.53
1090,mécontent,mécontent,ADJ,m,9.53
1091,mécontents,mécontent,ADJ,m,9.53
1092,distinct,distinct,ADJ,m,9.46
1093,distincts,distinct,ADJ,m,9.46
1094,effrayé,effrayé,ADJ,m,9.46
1099,indépendant,indépendant,ADJ,m,9.46
1100,indépendants,indépendant,ADJ,m,9.46
1101,privilégié,privilégié,ADJ,m,9.46
1102,privilégiés,privilégié,ADJ,m,9.46
1103,tenu,tenu,ADJ,m,9.46
1104,tenus,tenu,ADJ,m,9.46
1105,écrit,écrit,ADJ,m,9.46
1106,écrits,écrit,ADJ,m,9.46
1107,distingué,distingué,ADJ,m,9.39
1108,distingués,distingué,ADJ,m,9.39
1113,imposant,imposant,ADJ,m,9.39
1115,sportif,sportif,ADJ,m,9.39
1116,sportifs,sportif,ADJ,m,9.39
1117,financier,financier,ADJ,m,9.32
1118,financiers,financier,ADJ,m,9.32
1119,jeté,jeté,ADJ,m,9.32
1120,jetés,jeté,ADJ,m,9.32
1127,effacé,effacé,ADJ,m,9.19
1129,fondamental,fondamental,ADJ,m,9.19
1130,fondamentaux,fondamental,ADJ,m,9.19
1132,reconnaissant,reconnaissant,ADJ,m,9.19
1133,reconnaissants,reconnaissant,ADJ,m,9.19
1136,communal,communal,ADJ,m,9.12
1137,communaux,communal,ADJ,m,9.12
1140,marchand,marchand,ADJ,m,9.12
1141,marchands,marchand,ADJ,m,9.12
1144,ménager,ménager,ADJ,m,9.12
1145,ménagers,ménager,ADJ,m,9.12
1146,revenu,revenu,ADJ,m,9.12
1147,revenus,revenu,ADJ,m,9.12
1148,suivi,suivi,ADJ,m,9.12
1149,suivis,suivi,ADJ,m,9.12
1150,tombant,tombant,ADJ,m,9.12
1152,voulu,voulu,ADJ,m,9.12
1153,voulus,voulu,ADJ,m,9.12
1154,blindé,blindé,ADJ,m,9.05
1155,blindés,blindé,ADJ,m,9.05
1156,colossal,colossal,ADJ,m,9.05
1158,formel,formel,ADJ,m,9.05
1159,formels,formel,ADJ,m,9.05
1160,malsain,malsain,ADJ,m,9.05
1162,placé,placé,ADJ,m,9.05
1163,placés,placé,ADJ,m,9.05
1166,sucré,sucré,ADJ,m,9.05
1167,sucrés,sucré,ADJ,m,9.05
1170,ambigu,ambigu,ADJ,m,8.99
1172,imprévu,imprévu,ADJ,m,8.99
1173,imprévus,imprévu,ADJ,m,8.99
1174,jumeau,jumeau,ADJ,m,8.99
1178,roulé,roulé,ADJ,m,8.99
1180,troublant,troublant,ADJ,m,8.99
1182,animé,animé,ADJ,m,8.92
1183,animés,animé,ADJ,m,8.92
1185,éveillé,éveillé,ADJ,m,8.92
1188,guerrier,guerrier,ADJ,m,8.85
1189,guerriers,guerrier,ADJ,m,8.85
1191,inhumains,inhumain,ADJ,m,8.85
1192,républicain,républicain,ADJ,m,8.85
1193,républicains,républicain,ADJ,m,8.85
1194,végétal,végétal,ADJ,m,8.85
1195,végétaux,végétal,ADJ,m,8.85
1196,minéral,minéral,ADJ,m,8.78
1197,minéraux,minéral,ADJ,m,8.78
1198,naval,naval,ADJ,m,8.78
1203,volé,volé,ADJ,m,8.72
1204,volés,volé,ADJ,m,8.72
1205,anodin,anodin,ADJ,m,8.65
1207,brut,brut,ADJ,m,8.65
1208,bruts,brut,ADJ,m,8.65
1209,chargé,chargé,ADJ,m,8.65
1210,chargés,chargé,ADJ,m,8.65
1211,prompt,prompt,ADJ,m,8.65
1213,amiral,amiral,ADJ,m,8.58
1222,voyant,voyant,ADJ,m,8.58
1223,voyants,voyant,ADJ,m,8.58
1224,arraché,arraché,ADJ,m,8.51
1228,issu,issu,ADJ,m,8.51
1229,issus,issu,ADJ,m,8.51
1230,ravi,ravi,ADJ,m,8.51
1231,ravis,ravi,ADJ,m,8.51
1232,tourné,tourné,ADJ,m,8.51
1233,tournés,tourné,ADJ,m,8.51
1234,criminel,criminel,ADJ,m,8.45
1235,criminels,criminel,ADJ,m,8.45
1240,précipité,précipité,ADJ,m,8.45
1246,montant,montant,ADJ,m,8.38
1247,montants,montant,ADJ,m,8.38
1248,établi,établi,ADJ,m,8.38
1249,établis,établi,ADJ,m,8.38
1258,ensoleillé,ensoleillé,ADJ,m,8.31
1260,fuyant,fuyant,ADJ,m,8.31
1264,négatif,négatif,ADJ,m,8.31
1265,négatifs,négatif,ADJ,m,8.31
1270,glissant,glissant,ADJ,m,8.24
1274,réservé,réservé,ADJ,m,8.24
1275,réservés,réservé,ADJ,m,8.24
1276,correct,correct,ADJ,m,8.18
1277,corrects,correct,ADJ,m,8.18
1278,satisfaisant,satisfaisant,ADJ,m,8.18
1279,satisfaisants,satisfaisant,ADJ,m,8.18
1280,séduisant,séduisant,ADJ,m,8.18
1286,brodé,brodé,ADJ,m,8.11
1288,censé,censé,ADJ,m,8.11
1289,censés,censé,ADJ,m,8.11
1290,individuel,individuel,ADJ,m,8.11
1291,individuels,individuel,ADJ,m,8.11
1292,inégal,inégal,ADJ,m,8.11
1294,obligé,obligé,ADJ,m,8.11
1295,obligés,obligé,ADJ,m,8.11
1296,radical,radical,ADJ,m,8.11
1297,radicaux,radical,ADJ,m,8.11
1298,sot,sot,ADJ,m,8.11
1300,étouffé,étouffé,ADJ,m,8.11
1302,contenu,contenu,ADJ,m,8.04
1303,contenus,contenu,ADJ,m,8.04
1306,rangé,rangé,ADJ,m,8.04
1307,rangés,rangé,ADJ,m,8.04
1308,enchanté,enchanté,ADJ,m,7.97
1310,spontané,spontané,ADJ,m,7.97
1312,théâtral,théâtral,ADJ,m,7.97
1314,troublé,troublé,ADJ,m,7.97
1318,anormal,anormal,ADJ,m,7.91
1321,arrondi,arrondi,ADJ,m,7.84
1322,arrondis,arrondi,ADJ,m,7.84
1323,exigeant,exigeant,ADJ,m,7.84
1324,exigeants,exigeant,ADJ,m,7.84
1329,nommé,nommé,ADJ,m,7.84
1330,nommés,nommé,ADJ,m,7.84
1331,aisé,aisé,ADJ,m,7.77
1332,aisés,aisé,ADJ,m,7.77
1333,intéressé,intéressé,ADJ,m,7.77
1334,intéressés,intéressé,ADJ,m,7.77
1337,industriel,industriel,ADJ,m,7.7
1338,industriels,industriel,ADJ,m,7.7
1339,nazi,nazi,ADJ,m,7.7
1340,nazis,nazi,ADJ,m,7.7
1341,positif,positif,ADJ,m,7.7
1342,positifs,positif,ADJ,m,7.7
1343,pressant,pressant,ADJ,m,7.7
1345,respectif,respectif,ADJ,m,7.7
1346,respectifs,respectif,ADJ,m,7.7
1347,reçu,reçu,ADJ,m,7.7
1348,reçus,reçu,ADJ,m,7.7
1349,réussi,réussi,ADJ,m,7.7
1350,réussis,réussi,ADJ,m,7.7
1351,imminent,imminent,ADJ,m,7.64
1353,irrégulier,irrégulier,ADJ,m,7.64
1354,irréguliers,irrégulier,ADJ,m,7.64
1359,prétendu,prétendu,ADJ,m,7.64
1360,prétendus,prétendu,ADJ,m,7.64
1361,retenu,retenu,ADJ,m,7.64
1362,retenus,retenu,ADJ,m,7.64
1363,changé,changé,ADJ,m,7.57
1364,changés,changé,ADJ,m,7.57
1365,doué,doué,ADJ,m,7.57
1366,doués,doué,ADJ,m,7.57
1369,grillé,grillé,ADJ,m,7.57
1371,illuminé,illuminé,ADJ,m,7.57
1373,inaperçu,inaperçu,ADJ,m,7.57
1377,bienveillant,bienveillant,ADJ,m,7.5
1379,distant,distant,ADJ,m,7.5
1385,organisé,organisé,ADJ,m,7.5
1386,organisés,organisé,ADJ,m,7.5
1389,adolescent,adolescent,ADJ,m,7.43
1390,adolescents,adolescent,ADJ,m,7.43
1391,algérien,algérien,ADJ,m,7.43
1392,algériens,algérien,ADJ,m,7.43
1393,croissant,croissant,ADJ,m,7.43
1394,croissants,croissant,ADJ,m,7.43
1396,détendu,détendu,ADJ,m,7.43
1398,exclusif,exclusif,ADJ,m,7.43
1399,exclusifs,exclusif,ADJ,m,7.43
1404,autrichien,autrichien,ADJ,m,7.36
1406,chantant,chantant,ADJ,m,7.36
1410,embarrassé,embarrassé,ADJ,m,7.36
1412,excitant,excitant,ADJ,m,7.36
1414,flagrant,flagrant,ADJ,m,7.36
1417,loyal,loyal,ADJ,m,7.36
1418,loyaux,loyal,ADJ,m,7.36
1419,noyé,noyé,ADJ,m,7.36
1422,marqué,marqué,ADJ,m,7.3
1423,marqués,marqué,ADJ,m,7.3
1426,séparé,séparé,ADJ,m,7.3
1427,séparés,séparé,ADJ,m,7.3
1428,attaché,attaché,ADJ,m,7.23
1429,attachés,attaché,ADJ,m,7.23
1430,attendu,attendu,ADJ,m,7.23
1431,attendus,attendu,ADJ,m,7.23
1432,initial,initial,ADJ,m,7.23
1433,initiaux,initial,ADJ,m,7.23
1434,libéral,libéral,ADJ,m,7.23
1435,libéraux,libéral,ADJ,m,7.23
1436,passif,passif,ADJ,m,7.23
1437,passifs,passif,ADJ,m,7.23
1440,sculpté,sculpté,ADJ,m,7.23
1441,sculptés,sculpté,ADJ,m,7.23
1446,bouclé,bouclé,ADJ,m,7.16
1448,inhabituel,inhabituel,ADJ,m,7.16
1451,lavé,lavé,ADJ,m,7.16
1454,planté,planté,ADJ,m,7.16
1455,plantés,planté,ADJ,m,7.16
1462,abattu,abattu,ADJ,m,7.09
1463,abattus,abattu,ADJ,m,7.09
1466,concret,concret,ADJ,m,7.09
1467,concrets,concret,ADJ,m,7.09
1468,disant,disant,ADJ,m,7.09
1471,inachevé,inachevé,ADJ,m,7.09
1475,musulman,musulman,ADJ,m,7.09
1476,musulmans,musulman,ADJ,m,7.09
1479,tournant,tournant,ADJ,m,7.09
1481,vaincu,vaincu,ADJ,m,7.09
1482,vaincus,vaincu,ADJ,m,7.09
1483,abondant,abondant,ADJ,m,7.03
1487,musclé,musclé,ADJ,m,7.03
1489,nourri,nourri,ADJ,m,7.03
1490,nourris,nourri,ADJ,m,7.03
1491,passionnant,passionnant,ADJ,m,7.03
1493,taillé,taillé,ADJ,m,7.03
1494,taillés,taillé,ADJ,m,7.03
1496,écrasant,écrasant,ADJ,m,7.03
1500,douillet,douillet,ADJ,m,6.96
1502,excité,excité,ADJ,m,6.96
1504,gardien,gardien,ADJ,m,6.96
1505,gardiens,gardien,ADJ,m,6.96
1510,parent,parent,ADJ,m,6.96
1511,parents,parent,ADJ,m,6.96
1515,cultivé,cultivé,ADJ,m,6.89
1516,cultivés,cultivé,ADJ,m,6.89
1517,dansant,dansant,ADJ,m,6.89
1525,vibrant,vibrant,ADJ,m,6.89
1527,bouleversé,bouleversé,ADJ,m,6.82
1529,dus,dû,ADJ,m,6.82
1530,dû,dû,ADJ,m,6.82
1532,odorants,odorant,ADJ,m,6.82
1535,passager,passager,ADJ,m,6.82
1536,passagers,passager,ADJ,m,6.82
1537,piquant,piquant,ADJ,m,6.82
1541,policier,policier,ADJ,m,6.82
1542,policiers,policier,ADJ,m,6.82
1543,rayé,rayé,ADJ,m,6.82
1547,syrien,syrien,ADJ,m,6.82
1548,syriens,syrien,ADJ,m,6.82
1553,atteint,atteint,ADJ,m,6.76
1554,atteints,atteint,ADJ,m,6.76
1565,verbal,verbal,ADJ,m,6.76
1566,verbaux,verbal,ADJ,m,6.76
1567,achevé,achevé,ADJ,m,6.69
1568,achevés,achevé,ADJ,m,6.69
1571,coupant,coupant,ADJ,m,6.69
1574,réfléchi,réfléchi,ADJ,m,6.69
1575,réfléchis,réfléchi,ADJ,m,6.69
1576,sauf,sauf,ADJ,m,6.69
1578,apaisant,apaisant,ADJ,m,6.62
1580,contemporain,contemporain,ADJ,m,6.62
1581,contemporains,contemporain,ADJ,m,6.62
1584,mineur,mineur,ADJ,m,6.62
1585,mineurs,mineur,ADJ,m,6.62
1586,noué,noué,ADJ,m,6.62
1589,sujet,sujet,ADJ,m,6.62
1590,sujets,sujet,ADJ,m,6.62
1591,tropical,tropical,ADJ,m,6.62
1592,tropicaux,tropical,ADJ,m,6.62
1601,monté,monté,ADJ,m,6.55
1602,montés,monté,ADJ,m,6.55
1609,flatteur,flatteur,ADJ,m,6.49
1611,légal,légal,ADJ,m,6.49
1612,légaux,légal,ADJ,m,6.49
1613,originel,originel,ADJ,m,6.49
1615,orphelin,orphelin,ADJ,m,6.49
1616,orphelins,orphelin,ADJ,m,6.49
1617,prolongé,prolongé,ADJ,m,6.49
1621,répété,répété,ADJ,m,6.49
1622,répétés,répété,ADJ,m,6.49
1624,stupéfiants,stupéfiant,ADJ,m,6.49
1627,costaud,costaud,ADJ,m,6.42
1629,forestier,forestier,ADJ,m,6.42
1630,forestiers,forestier,ADJ,m,6.42
1632,normand,normand,ADJ,m,6.42
1636,dégagé,dégagé,ADJ,m,6.35
1637,dégagés,dégagé,ADJ,m,6.35
1640,limité,limité,ADJ,m,6.35
1641,limités,limité,ADJ,m,6.35
1647,consultatif,consultatif,ADJ,m,6.28
1648,consultatifs,consultatif,ADJ,m,6.28
1659,ignorant,ignorant,ADJ,m,6.22
1663,menacé,menacé,ADJ,m,6.22
1664,menacés,menacé,ADJ,m,6.22
1669,surnaturel,surnaturel,ADJ,m,6.22
1675,coutumier,coutumier,ADJ,m,6.15
1677,expert,expert,ADJ,m,6.15
1678,experts,expert,ADJ,m,6.15
1684,raffiné,raffiné,ADJ,m,6.15
1685,raffinés,raffiné,ADJ,m,6.15
1686,regardant,regardant,ADJ,m,6.15
1688,étendu,étendu,ADJ,m,6.15
1689,étendus,étendu,ADJ,m,6.15
1691,affamés,affamé,ADJ,m,6.08
1692,cavalier,cavalier,ADJ,m,6.08
1693,cavaliers,cavalier,ADJ,m,6.08
1696,dévoué,dévoué,ADJ,m,6.08
1697,dévoués,dévoué,ADJ,m,6.08
1698,encombrant,encombrant,ADJ,m,6.08
1700,gamin,gamin,ADJ,m,6.08
1701,gamins,gamin,ADJ,m,6.08
1702,partagé,partagé,ADJ,m,6.08
1703,partagés,partagé,ADJ,m,6.08
1704,pensant,pensant,ADJ,m,6.08
1712,appliqué,appliqué,ADJ,m,6.01
1713,appliqués,appliqué,ADJ,m,6.01
1714,engagé,engagé,ADJ,m,6.01
1715,engagés,engagé,ADJ,m,6.01
1718,garni,garni,ADJ,m,6.01
1722,mêlé,mêlé,ADJ,m,6.01
1723,mêlés,mêlé,ADJ,m,6.01
1724,persuadé,persuadé,ADJ,m,6.01
1725,persuadés,persuadé,ADJ,m,6.01
1728,condamné,condamné,ADJ,m,5.95
1729,condamnés,condamné,ADJ,m,5.95
1731,traître,traître,ADJ,m,5.95
1732,traîtres,traître,ADJ,m,5.95
1734,tué,tué,ADJ,m,5.95
1735,tués,tué,ADJ,m,5.95
1738,voleur,voleur,ADJ,m,5.95
1739,voleurs,voleur,ADJ,m,5.95
1740,cochon,cochon,ADJ,m,5.88
1741,cochons,cochon,ADJ,m,5.88
1742,croyant,croyant,ADJ,m,5.88
1743,croyants,croyant,ADJ,m,5.88
1756,aligné,aligné,ADJ,m,5.81
1757,alignés,aligné,ADJ,m,5.81
1762,signé,signé,ADJ,m,5.81
1763,signés,signé,ADJ,m,5.81
1772,mourant,mourant,ADJ,m,5.74
1776,provincial,provincial,ADJ,m,5.74
1777,provinciaux,provincial,ADJ,m,5.74
1778,varié,varié,ADJ,m,5.74
1779,variés,varié,ADJ,m,5.74
1785,gelé,gelé,ADJ,m,5.68
1786,gelés,gelé,ADJ,m,5.68
1787,latéral,latéral,ADJ,m,5.68
1788,latéraux,latéral,ADJ,m,5.68
1790,pavé,pavé,ADJ,m,5.68
1791,pavés,pavé,ADJ,m,5.68
1794,assassin,assassin,ADJ,m,5.61
1795,assassins,assassin,ADJ,m,5.61
1808,inspiré,inspiré,ADJ,m,5.61
1809,inspirés,inspiré,ADJ,m,5.61
1810,naissant,naissant,ADJ,m,5.61
1813,superficiel,superficiel,ADJ,m,5.61
1815,composé,composé,ADJ,m,5.54
1816,composés,composé,ADJ,m,5.54
1817,fascinant,fascinant,ADJ,m,5.54
1819,incliné,incliné,ADJ,m,5.54
1820,inclinés,incliné,ADJ,m,5.54
1821,insuffisant,insuffisant,ADJ,m,5.54
1822,insuffisants,insuffisant,ADJ,m,5.54
1827,argentin,argentin,ADJ,m,5.47
1831,changeant,changeant,ADJ,m,5.47
1837,grandissant,grandissant,ADJ,m,5.47
1840,parlant,parlant,ADJ,m,5.47
1846,acharné,acharné,ADJ,m,5.41
1852,déployé,déployé,ADJ,m,5.41
1853,déployés,déployé,ADJ,m,5.41
1858,flamboyant,flamboyant,ADJ,m,5.41
1862,restreint,restreint,ADJ,m,5.41
1864,spécialisé,spécialisé,ADJ,m,5.41
1865,spécialisés,spécialisé,ADJ,m,5.41
1866,tourmenté,tourmenté,ADJ,m,5.41
1871,inédit,inédit,ADJ,m,5.34
1872,inédits,inédit,ADJ,m,5.34
1875,méditerranéen,méditerranéen,ADJ,m,5.34
1876,méditerranéens,méditerranéen,ADJ,m,5.34
1877,poussé,poussé,ADJ,m,5.34
1878,poussés,poussé,ADJ,m,5.34
1879,réglé,réglé,ADJ,m,5.34
1880,réglés,réglé,ADJ,m,5.34
1883,touché,touché,ADJ,m,5.34
1884,touchés,touché,ADJ,m,5.34
1885,vécu,vécu,ADJ,m,5.34
1886,vécus,vécu,ADJ,m,5.34
1887,éloquent,éloquent,ADJ,m,5.34
1895,défunt,défunt,ADJ,m,5.27
1896,défunts,défunt,ADJ,m,5.27
1899,effondré,effondré,ADJ,m,5.27
1905,intégral,intégral,ADJ,m,5.27
1907,progressif,progressif,ADJ,m,5.27
1908,tranchant,tranchant,ADJ,m,5.27
1919,insistant,insistant,ADJ,m,5.2
1923,commandant,commandant,ADJ,m,5.14
1924,commandants,commandant,ADJ,m,5.14
1925,lié,lié,ADJ,m,5.14
1926,liés,lié,ADJ,m,5.14
1929,marocain,marocain,ADJ,m,5.14
1930,marocains,marocain,ADJ,m,5.14
1932,né,né,ADJ,m,5.14
1933,nés,né,ADJ,m,5.14
1934,paradoxal,paradoxal,ADJ,m,5.14
1936,souffrant,souffrant,ADJ,m,5.14
1940,accueillant,accueillant,ADJ,m,5.07
1941,accueillants,accueillant,ADJ,m,5.07
1942,appuyé,appuyé,ADJ,m,5.07
1943,appuyés,appuyé,ADJ,m,5.07
1945,averti,averti,ADJ,m,5.07
1946,avertis,averti,ADJ,m,5.07
1947,convenu,convenu,ADJ,m,5.07
1948,convenus,convenu,ADJ,m,5.07
1950,enclin,enclin,ADJ,m,5.07
1951,enclins,enclin,ADJ,m,5.07
1957,habitué,habitué,ADJ,m,5.07
1958,habitués,habitué,ADJ,m,5.07
1959,haché,haché,ADJ,m,5.07
1961,mesuré,mesuré,ADJ,m,5.07
1962,mesurés,mesuré,ADJ,m,5.07
1963,nain,nain,ADJ,m,5.07
1964,nains,nain,ADJ,m,5.07
1966,rompu,rompu,ADJ,m,5.07
1968,vacant,vacant,ADJ,m,5.07
1969,vacants,vacant,ADJ,m,5.07
1970,vieilli,vieilli,ADJ,m,5.07
1978,gagné,gagné,ADJ,m,5.0
1979,gagnés,gagné,ADJ,m,5.0
1980,garanti,garanti,ADJ,m,5.0
1981,garantis,garanti,ADJ,m,5.0
1986,prononcé,prononcé,ADJ,m,5.0
1987,prononcés,prononcé,ADJ,m,5.0
1989,saisissant,saisissant,ADJ,m,5.0
1991,sous-marin,sous-marin,ADJ,m,5.0
1992,sous-marins,sous-marin,ADJ,m,5.0
1994,superposés,superposé,ADJ,m,5.0
1997,éminent,éminent,ADJ,m,5.0
1998,éminents,éminent,ADJ,m,5.0
2001,collant,collant,ADJ,m,4.93
2002,collants,collant,ADJ,m,4.93
2007,couchant,couchant,ADJ,m,4.93
2009,directeur,directeur,ADJ,m,4.93
2010,directeurs,directeur,ADJ,m,4.93
2017,plan,plan,ADJ,m,4.93
2018,plans,plan,ADJ,m,4.93
2021,rentré,rentré,ADJ,m,4.93
2022,rentrés,rentré,ADJ,m,4.93
2025,velouté,velouté,ADJ,m,4.93
2030,créateur,créateur,ADJ,m,4.86
2031,créateurs,créateur,ADJ,m,4.86
2039,piqué,piqué,ADJ,m,4.86
2041,préoccupé,préoccupé,ADJ,m,4.86
2042,préoccupés,préoccupé,ADJ,m,4.86
2043,adéquat,adéquat,ADJ,m,4.8
2044,adéquats,adéquat,ADJ,m,4.8
2046,captifs,captif,ADJ,m,4.8
2051,défendu,défendu,ADJ,m,4.8
2056,manqué,manqué,ADJ,m,4.8
2058,menteur,menteur,ADJ,m,4.8
2073,confidentiel,confidentiel,ADJ,m,4.73
2074,confidentiels,confidentiel,ADJ,m,4.73
2075,destiné,destiné,ADJ,m,4.73
2076,destinés,destiné,ADJ,m,4.73
2090,passant,passant,ADJ,m,4.73
2091,passants,passant,ADJ,m,4.73
2092,tenant,tenant,ADJ,m,4.73
2093,tenants,tenant,ADJ,m,4.73
2095,égyptien,égyptien,ADJ,m,4.73
2096,égyptiens,égyptien,ADJ,m,4.73
2097,élu,élu,ADJ,m,4.73
2098,élus,élu,ADJ,m,4.73
2101,borné,borné,ADJ,m,4.66
2109,chevelu,chevelu,ADJ,m,4.66
2111,cohérent,cohérent,ADJ,m,4.66
2112,cohérents,cohérent,ADJ,m,4.66
2123,musicien,musicien,ADJ,m,4.66
2124,musiciens,musicien,ADJ,m,4.66
2126,protégé,protégé,ADJ,m,4.66
2127,protégés,protégé,ADJ,m,4.66
2128,vigilant,vigilant,ADJ,m,4.66
2129,vigilants,vigilant,ADJ,m,4.66
2130,voyageur,voyageur,ADJ,m,4.66
2131,voyageurs,voyageur,ADJ,m,4.66
2132,concentré,concentré,ADJ,m,4.59
2133,concentrés,concentré,ADJ,m,4.59
2134,cristallin,cristallin,ADJ,m,4.59
2136,décevant,décevant,ADJ,m,4.59
2140,enflammé,enflammé,ADJ,m,4.59
2142,fixé,fixé,ADJ,m,4.59
2143,fixés,fixé,ADJ,m,4.59
2144,fâché,fâché,ADJ,m,4.59
2156,exagéré,exagéré,ADJ,m,4.53
2158,fervent,fervent,ADJ,m,4.53
2162,meublé,meublé,ADJ,m,4.53
2165,pénétrant,pénétrant,ADJ,m,4.53
2172,chagrin,chagrin,ADJ,m,4.46
2173,chagrins,chagrin,ADJ,m,4.46
2175,contraint,contraint,ADJ,m,4.46
2176,contraints,contraint,ADJ,m,4.46
2181,ledit,ledit,ADJ,m,4.46
2186,significatif,significatif,ADJ,m,4.46
2187,significatifs,significatif,ADJ,m,4.46
2188,soutenu,soutenu,ADJ,m,4.46
2189,soutenus,soutenu,ADJ,m,4.46
2190,superflu,superflu,ADJ,m,4.46
2203,ordonné,ordonné,ADJ,m,4.39
2204,ordonnés,ordonné,ADJ,m,4.39
