Unnamed: 0,Word,lemme,cgram,genre,freqlemlivres,number
13343,abondante,abondant,ADJ,f,7.03,singular
13344,abondantes,abondant,ADJ,f,7.03,plural
13353,passionnante,passionnant,ADJ,f,7.03,singular
13359,écrasante,écrasant,ADJ,f,7.03,singular
13421,continuelle,continuel,ADJ,f,6.76,singular
13431,verbale,verbal,ADJ,f,6.76,singular
13432,verbales,verbal,ADJ,f,6.76,plural
13457,tropicale,tropical,ADJ,f,6.62,singular
13458,tropicales,tropical,ADJ,f,6.62,plural
13483,originelle,originel,ADJ,f,6.49,singular
13523,consultative,consultatif,ADJ,f,6.28,singular
13687,naissante,naissant,ADJ,f,5.61,singular
13691,superficielle,superficiel,ADJ,f,5.61,singular
13692,superficielles,superficiel,ADJ,f,5.61,plural
13696,fascinante,fascinant,ADJ,f,5.54,singular
13716,grandissante,grandissant,ADJ,f,5.47,singular
13730,ancestrale,ancestral,ADJ,f,5.41,singular
13731,ancestrales,ancestral,ADJ,f,5.41,plural
13790,progressive,progressif,ADJ,f,5.27,singular
13817,paradoxale,paradoxal,ADJ,f,5.14,singular
13823,accueillante,accueillant,ADJ,f,5.07,singular
13877,sous-marine,sous-marin,ADJ,f,5.0,singular
13911,certaine,certaine,ADJ:ind,f,4.86,singular
13913,créatrices,créateur,ADJ,f,4.86,plural
13957,confidentielle,confidentiel,ADJ,f,4.73,singular
13958,confidentielles,confidentiel,ADJ,f,4.73,plural
13996,cohérente,cohérent,ADJ,f,4.66,singular
13997,cohérentes,cohérent,ADJ,f,4.66,plural
13998,débordante,débordant,ADJ,f,4.66,singular
14020,cristalline,cristallin,ADJ,f,4.59,singular
14022,décevante,décevant,ADJ,f,4.59,singular
14038,équatoriale,équatorial,ADJ,f,4.59,singular
14075,significative,significatif,ADJ,f,4.46,singular
14076,significatives,significatif,ADJ,f,4.46,plural
14099,électorale,électoral,ADJ,f,4.39,singular
14100,électorales,électoral,ADJ,f,4.39,plural
14143,convaincante,convaincant,ADJ,f,4.26,singular
14163,martiale,martial,ADJ,f,4.26,singular
14165,médiévale,médiéval,ADJ,f,4.26,singular
14166,médiévales,médiéval,ADJ,f,4.26,plural
14218,annuelle,annuel,ADJ,f,4.12,singular
14219,annuelles,annuel,ADJ,f,4.12,plural
14228,décorative,décoratif,ADJ,f,4.12,singular
14242,ambiante,ambiant,ADJ,f,4.05,singular
14404,indirecte,indirect,ADJ,f,3.78,singular
14405,indirectes,indirect,ADJ,f,3.78,plural
14442,attenante,attenant,ADJ,f,3.72,singular
14481,approximative,approximatif,ADJ,f,3.65,singular
14493,inexistante,inexistant,ADJ,f,3.65,singular
14602,immobilière,immobilier,ADJ,f,3.45,singular
14603,immobilières,immobilier,ADJ,f,3.45,plural
14654,pénale,pénal,ADJ,f,3.38,singular
14655,pénales,pénal,ADJ,f,3.38,plural
14721,murale,mural,ADJ,f,3.24,singular
14722,murales,mural,ADJ,f,3.24,plural
14739,restante,restant,ADJ,f,3.24,singular
14740,restantes,restant,ADJ,f,3.24,plural
14781,prenante,prenant,ADJ,f,3.18,singular
14782,prenantes,prenant,ADJ,f,3.18,plural
14809,compétente,compétent,ADJ,f,3.11,singular
14810,compétentes,compétent,ADJ,f,3.11,plural
14886,rationnelle,rationnel,ADJ,f,3.04,singular
14928,instantanée,instantané,ADJ,f,2.97,singular
14940,primordiale,primordial,ADJ,f,2.97,singular
14980,cruciale,crucial,ADJ,f,2.91,singular
14981,cruciales,crucial,ADJ,f,2.91,plural
15026,fictive,fictif,ADJ,f,2.84,singular
15071,effective,effectif,ADJ,f,2.77,singular
15072,effectives,effectif,ADJ,f,2.77,plural
15086,ministérielle,ministériel,ADJ,f,2.77,singular
15087,ministérielles,ministériel,ADJ,f,2.77,plural
15109,architecturale,architectural,ADJ,f,2.7,singular
15110,architecturales,architectural,ADJ,f,2.7,plural
15116,corporelle,corporel,ADJ,f,2.7,singular
15117,corporelles,corporel,ADJ,f,2.7,plural
15147,régionale,régional,ADJ,f,2.7,singular
15148,régionales,régional,ADJ,f,2.7,plural
15186,foncière,foncier,ADJ,f,2.64,singular
15187,foncières,foncier,ADJ,f,2.64,plural
15206,persistante,persistant,ADJ,f,2.64,singular
15207,persistantes,persistant,ADJ,f,2.64,plural
15246,globale,global,ADJ,f,2.57,singular
15407,substantielle,substantiel,ADJ,f,2.43,singular
15408,substantielles,substantiel,ADJ,f,2.43,plural
15488,ultérieure,ultérieur,ADJ,f,2.36,singular
15489,ultérieures,ultérieur,ADJ,f,2.36,plural
15494,vertébrale,vertébral,ADJ,f,2.36,singular
15601,environnante,environnant,ADJ,f,2.23,singular
15602,environnantes,environnant,ADJ,f,2.23,plural
15642,syndicale,syndical,ADJ,f,2.23,singular
15643,syndicales,syndical,ADJ,f,2.23,plural
15664,chirurgicale,chirurgical,ADJ,f,2.16,singular
15665,chirurgicales,chirurgical,ADJ,f,2.16,plural
15696,omniprésente,omniprésent,ADJ,f,2.16,singular
15706,représentative,représentatif,ADJ,f,2.16,singular
15707,représentatives,représentatif,ADJ,f,2.16,plural
15716,virtuelle,virtuel,ADJ,f,2.16,singular
15717,virtuelles,virtuel,ADJ,f,2.16,plural
15782,canadiennes,canadienne,ADJ,f,2.03,plural
15809,intestinale,intestinal,ADJ,f,2.03,singular
15822,payante,payant,ADJ,f,2.03,singular
15823,payantes,payant,ADJ,f,2.03,plural
15930,avoisinantes,avoisinant,ADJ,f,1.89,plural
16011,abusive,abusif,ADJ,f,1.82,singular
16046,inhérente,inhérent,ADJ,f,1.82,singular
16047,inhérentes,inhérent,ADJ,f,1.82,plural
16050,ladite,ladite,ADJ,f,1.82,singular
16065,ponctuelle,ponctuel,ADJ,f,1.82,singular
16066,ponctuelles,ponctuel,ADJ,f,1.82,plural
16080,temporelle,temporel,ADJ,f,1.82,singular
16081,temporelles,temporel,ADJ,f,1.82,plural
16124,estivale,estival,ADJ,f,1.76,singular
16125,estivales,estival,ADJ,f,1.76,plural
16132,illégale,illégal,ADJ,f,1.76,singular
16133,illégales,illégal,ADJ,f,1.76,plural
16151,postérieure,postérieur,ADJ,f,1.76,singular
16152,postérieures,postérieur,ADJ,f,1.76,plural
16198,gouvernementale,gouvernemental,ADJ,f,1.69,singular
16199,gouvernementales,gouvernemental,ADJ,f,1.69,plural
16202,inchangée,inchangé,ADJ,f,1.69,singular
16234,thermale,thermal,ADJ,f,1.69,singular
16242,équivalente,équivalent,ADJ,f,1.69,singular
16243,équivalentes,équivalent,ADJ,f,1.69,plural
16250,artisanale,artisanal,ADJ,f,1.62,singular
16251,artisanales,artisanal,ADJ,f,1.62,plural
16267,coulissante,coulissant,ADJ,f,1.62,singular
16404,génitales,génital,ADJ,f,1.55,plural
16472,bovine,bovin,ADJ,f,1.49,singular
16500,florale,floral,ADJ,f,1.49,singular
16501,florales,floral,ADJ,f,1.49,plural
16517,marquantes,marquant,ADJ,f,1.49,plural
16633,plénière,plénier,ADJ,f,1.42,singular
16679,commémorative,commémoratif,ADJ,f,1.35,singular
16746,paroissiale,paroissial,ADJ,f,1.35,singular
16756,prépondérante,prépondérant,ADJ,f,1.35,singular
16758,raciale,racial,ADJ,f,1.35,singular
16759,raciales,racial,ADJ,f,1.35,plural
16764,résidentielle,résidentiel,ADJ,f,1.35,singular
16772,spatiale,spatial,ADJ,f,1.35,singular
16773,spatiales,spatial,ADJ,f,1.35,plural
16813,constructive,constructif,ADJ,f,1.28,singular
16814,constructives,constructif,ADJ,f,1.28,plural
16880,pertinente,pertinent,ADJ,f,1.28,singular
16881,pertinentes,pertinent,ADJ,f,1.28,plural
16921,attrayante,attrayant,ADJ,f,1.22,singular
16958,fiscale,fiscal,ADJ,f,1.22,singular
16959,fiscales,fiscal,ADJ,f,1.22,plural
16961,frontalières,frontalier,ADJ,f,1.22,plural
17029,préventive,préventif,ADJ,f,1.22,singular
17030,préventives,préventif,ADJ,f,1.22,plural
17050,sélective,sélectif,ADJ,f,1.22,singular
17082,contraignante,contraignant,ADJ,f,1.15,singular
17083,contraignantes,contraignant,ADJ,f,1.15,plural
17099,explicative,explicatif,ADJ,f,1.15,singular
17100,explicatives,explicatif,ADJ,f,1.15,plural
17122,lesbiennes,lesbien,ADJ,f,1.15,plural
17181,épiscopale,épiscopal,ADJ,f,1.15,singular
17233,décroissante,décroissant,ADJ,f,1.08,singular
17257,fate,fat,ADJ,f,1.08,singular
17260,gente,gent,ADJ,f,1.08,singular
17338,éducative,éducatif,ADJ,f,1.08,singular
17339,éducatives,éducatif,ADJ,f,1.08,plural
17380,expérimentale,expérimental,ADJ,f,1.01,singular
17381,expérimentales,expérimental,ADJ,f,1.01,plural
17406,intégrante,intégrant,ADJ,f,1.01,singular
17480,adjacente,adjacent,ADJ,f,0.95,singular
17481,adjacentes,adjacent,ADJ,f,0.95,plural
17490,australe,austral,ADJ,f,0.95,singular
17534,dépendante,dépendant,ADJ,f,0.95,singular
17535,dépendantes,dépendant,ADJ,f,0.95,plural
17542,enrichissante,enrichissant,ADJ,f,0.95,singular
17594,potentielle,potentiel,ADJ,f,0.95,singular
17595,potentielles,potentiel,ADJ,f,0.95,plural
17719,mobilières,mobilier,ADJ,f,0.88,plural
17735,préoccupante,préoccupant,ADJ,f,0.88,singular
17863,minimale,minimal,ADJ,f,0.81,singular
17864,minimales,minimal,ADJ,f,0.81,plural
17870,parentale,parental,ADJ,f,0.81,singular
17881,productive,productif,ADJ,f,0.81,singular
17882,productives,productif,ADJ,f,0.81,plural
17911,trimestrielle,trimestriel,ADJ,f,0.81,singular
17992,erronée,erroné,ADJ,f,0.74,singular
17993,erronées,erroné,ADJ,f,0.74,plural
18016,informelle,informel,ADJ,f,0.74,singular
18017,informelles,informel,ADJ,f,0.74,plural
18057,porcine,porcin,ADJ,f,0.74,singular
18265,novatrices,novateur,ADJ,f,0.68,plural
18340,unilatérale,unilatéral,ADJ,f,0.68,singular
18365,artérielle,artériel,ADJ,f,0.61,singular
18500,patronale,patronal,ADJ,f,0.61,singular
18501,patronales,patronal,ADJ,f,0.61,plural
18553,virale,viral,ADJ,f,0.61,singular
18554,virales,viral,ADJ,f,0.61,plural
18612,déloyale,déloyal,ADJ,f,0.54,singular
18622,exhaustive,exhaustif,ADJ,f,0.54,singular
18625,faciale,facial,ADJ,f,0.54,singular
18677,longitudinale,longitudinal,ADJ,f,0.54,singular
18697,médicinales,médicinal,ADJ,f,0.54,plural
18729,sensorielle,sensoriel,ADJ,f,0.54,singular
18803,comparative,comparatif,ADJ,f,0.47,singular
18845,facultative,facultatif,ADJ,f,0.47,singular
18925,privative,privatif,ADJ,f,0.47,singular
18940,rénale,rénal,ADJ,f,0.47,singular
18999,attractive,attractif,ADJ,f,0.41,singular
19102,instrumentale,instrumental,ADJ,f,0.41,singular
19158,performante,performant,ADJ,f,0.41,singular
19159,performantes,performant,ADJ,f,0.41,plural
19196,récurrente,récurrent,ADJ,f,0.41,singular
19197,récurrentes,récurrent,ADJ,f,0.41,plural
19256,émotionnelle,émotionnel,ADJ,f,0.41,singular
19265,additionnelle,additionnel,ADJ,f,0.34,singular
19266,additionnelles,additionnel,ADJ,f,0.34,plural
19270,afférentes,afférent,ADJ,f,0.34,plural
19377,festive,festif,ADJ,f,0.34,singular
19423,justificatives,justificatif,ADJ,f,0.34,plural
19448,narrative,narratif,ADJ,f,0.34,singular
19451,nominale,nominal,ADJ,f,0.34,singular
19456,optimale,optimal,ADJ,f,0.34,singular
19457,optimales,optimal,ADJ,f,0.34,plural
19458,opérationnelle,opérationnel,ADJ,f,0.34,singular
19459,opérationnelles,opérationnel,ADJ,f,0.34,plural
19507,sous-jacente,sous-jacent,ADJ,f,0.34,singular
19556,éditoriale,éditorial,ADJ,f,0.34,singular
19593,audiovisuelle,audiovisuel,ADJ,f,0.27,singular
19627,caritatives,caritatif,ADJ,f,0.27,plural
19651,conviviale,convivial,ADJ,f,0.27,singular
19734,hydratante,hydratant,ADJ,f,0.27,singular
19735,hydratantes,hydratant,ADJ,f,0.27,plural
19753,institutionnelle,institutionnel,ADJ,f,0.27,singular
19867,résiduelle,résiduel,ADJ,f,0.27,singular
19949,axiale,axial,ADJ,f,0.2,singular
20006,créatives,créatif,ADJ,f,0.2,plural
20010,cutanée,cutané,ADJ,f,0.2,singular
20011,cutanées,cutané,ADJ,f,0.2,plural
20130,lesdites,lesdites,ADJ,f,0.2,plural
20222,restrictive,restrictif,ADJ,f,0.2,singular
20223,restrictives,restrictif,ADJ,f,0.2,plural
20316,évolutive,évolutif,ADJ,f,0.2,singular
20430,concurrentielle,concurrentiel,ADJ,f,0.14,singular
20700,promotionnelle,promotionnel,ADJ,f,0.14,singular
20701,promotionnelles,promotionnel,ADJ,f,0.14,plural
20708,qualitative,qualitatif,ADJ,f,0.14,singular
20709,quantitative,quantitatif,ADJ,f,0.14,singular
20710,quantitatives,quantitatif,ADJ,f,0.14,plural
20735,sectorielles,sectoriel,ADJ,f,0.14,plural
20902,associative,associatif,ADJ,f,0.07,singular
20980,cognitive,cognitif,ADJ,f,0.07,singular
20981,cognitives,cognitif,ADJ,f,0.07,plural
21027,dimensionnelle,dimensionnel,ADJ,f,0.07,singular
21171,inclusive,inclusif,ADJ,f,0.07,singular
21185,innovante,innovant,ADJ,f,0.07,singular
21222,locative,locatif,ADJ,f,0.07,singular
21298,nutritionnelle,nutritionnel,ADJ,f,0.07,singular
21479,subsaharienne,subsaharien,ADJ,f,0.07,singular
21636,bactérienne,bactérien,ADJ,f,0.0,singular
21693,compétitive,compétitif,ADJ,f,0.0,singular
21731,distale,distal,ADJ,f,0.0,singular
21764,environnementale,environnemental,ADJ,f,0.0,singular
21806,gente,gente,ADJ,f,0.0,singular
21864,interactive,interactif,ADJ,f,0.0,singular
21865,intergouvernementale,intergouvernemental,ADJ,f,0.0,singular
21891,juridictionnelle,juridictionnel,ADJ,f,0.0,singular
21980,organisationnelle,organisationnel,ADJ,f,0.0,singular
21996,participative,participatif,ADJ,f,0.0,singular
22068,relationnelle,relationnel,ADJ,f,0.0,singular
22087,salariale,salarial,ADJ,f,0.0,singular
22108,sociétale,sociétal,ADJ,f,0.0,singular
22124,structurelle,structurel,ADJ,f,0.0,singular
22168,trine,trin,ADJ,f,0.0,singular
