"Word","lemme","cgram","genre","nombre","freqlemlivres"
"colvert","colvert","NOM","m","s","0.68"
"colverts","colvert","NOM","m","p","0.68"
"compagnonnage","compagnonnage","NOM","m","s","0.68"
"compagnonnages","compagnonnage","NOM","m","p","0.68"
"complexion","complexion","NOM","f","s","0.68"
"compotier","compotier","NOM","m","s","0.68"
"compotiers","compotier","NOM","m","p","0.68"
"concasseur","concasseur","NOM","m","s","0.68"
"concasseurs","concasseur","NOM","m","p","0.68"
"concubinage","concubinage","NOM","m","s","0.68"
"concubinages","concubinage","NOM","m","p","0.68"
"consoeur","consoeur","NOM","f","s","0.68"
"consoeurs","consoeur","NOM","f","p","0.68"
"contraception","contraception","NOM","f","s","0.68"
"convergence","convergence","NOM","f","s","0.68"
"coryza","coryza","NOM","m","s","0.68"
"cosse","cosse","NOM","f","s","0.68"
"cosses","cosse","NOM","f","p","0.68"
"cottage","cottage","NOM","m","s","0.68"
"cottages","cottage","NOM","m","p","0.68"
"coulis","coulis","NOM","m","","0.68"
"coupe-coupe","coupe-coupe","NOM","m","","0.68"
"court-bouillon","court-bouillon","NOM","m","s","0.68"
"cousette","cousette","NOM","f","s","0.68"
"cousettes","cousette","NOM","f","p","0.68"
"crachement","crachement","NOM","m","s","0.68"
"crachements","crachement","NOM","m","p","0.68"
"croche-pied","croche-pied","NOM","m","s","0.68"
"croche-pieds","croche-pied","NOM","m","p","0.68"
"crématoire","crématoire","NOM","m","s","0.68"
"crématoires","crématoire","NOM","m","p","0.68"
"cylindrée","cylindrée","NOM","f","s","0.68"
"cylindrées","cylindrée","NOM","f","p","0.68"
"d","d","NOM","m","","0.68"
"d'","d","NOM","m","","0.68"
"dalmatique","dalmatique","NOM","f","s","0.68"
"dalmatiques","dalmatique","NOM","f","p","0.68"
"daube","daube","NOM","f","s","0.68"
"daubes","daube","NOM","f","p","0.68"
"demi-brigade","demi-brigade","NOM","f","s","0.68"
"demi-brigades","demi-brigade","NOM","f","p","0.68"
"destructeur","destructeur","NOM","m","s","0.68"
"destructeurs","destructeur","NOM","m","p","0.68"
"destructrice","destructeur","NOM","f","s","0.68"
"destructrices","destructeur","NOM","f","p","0.68"
"dinosaure","dinosaure","NOM","m","s","0.68"
"dinosaures","dinosaure","NOM","m","p","0.68"
"diphtérie","diphtérie","NOM","f","s","0.68"
"diplodocus","diplodocus","NOM","m","","0.68"
"discontinuité","discontinuité","NOM","f","s","0.68"
"discordance","discordance","NOM","f","s","0.68"
"discordances","discordance","NOM","f","p","0.68"
"diseur","diseur","NOM","m","s","0.68"
"diseurs","diseur","NOM","m","p","0.68"
"diseuse","diseur","NOM","f","s","0.68"
"diseuses","diseur","NOM","f","p","0.68"
"dissection","dissection","NOM","f","s","0.68"
"dissections","dissection","NOM","f","p","0.68"
"dissident","dissident","NOM","m","s","0.68"
"dissidentes","dissident","NOM","f","p","0.68"
"dissidents","dissident","NOM","m","p","0.68"
"diététique","diététique","NOM","f","s","0.68"
"dresseur","dresseur","NOM","m","s","0.68"
"dresseurs","dresseur","NOM","m","p","0.68"
"dresseuse","dresseur","NOM","f","s","0.68"
"dualité","dualité","NOM","f","s","0.68"
"duettistes","duettiste","NOM","","p","0.68"
"dunette","dunette","NOM","f","s","0.68"
"dunettes","dunette","NOM","f","p","0.68"
"défaitisme","défaitisme","NOM","m","s","0.68"
"défilement","défilement","NOM","m","s","0.68"
"défilements","défilement","NOM","m","p","0.68"
"délaissement","délaissement","NOM","m","s","0.68"
"délaissements","délaissement","NOM","m","p","0.68"
"dépanneur","dépanneur","NOM","m","s","0.68"
"dépanneurs","dépanneur","NOM","m","p","0.68"
"dépanneuse","dépanneur","NOM","f","s","0.68"
"dépanneuses","dépanneur","NOM","f","p","0.68"
"dérivation","dérivation","NOM","f","s","0.68"
"dérivations","dérivation","NOM","f","p","0.68"
"dérivé","dérivé","NOM","m","s","0.68"
"dérivée","dérivé","NOM","f","s","0.68"
"dérivés","dérivé","NOM","m","p","0.68"
"désintérêt","désintérêt","NOM","m","s","0.68"
"détonateur","détonateur","NOM","m","s","0.68"
"détonateurs","détonateur","NOM","m","p","0.68"
"dévoyé","dévoyé","NOM","m","s","0.68"
"dévoyée","dévoyé","NOM","f","s","0.68"
"dévoyés","dévoyé","NOM","m","p","0.68"
"embolie","embolie","NOM","f","s","0.68"
"embolies","embolie","NOM","f","p","0.68"
"empêcheur","empêcheur","NOM","m","s","0.68"
"empêcheurs","empêcheur","NOM","m","p","0.68"
"empêcheuse","empêcheur","NOM","f","s","0.68"
"enculeur","enculeur","NOM","m","s","0.68"
"enculeurs","enculeur","NOM","m","p","0.68"
"enivrement","enivrement","NOM","m","s","0.68"
"enrôlé","enrôlé","NOM","m","s","0.68"
"enrôlés","enrôlé","NOM","m","p","0.68"
"entrecroisement","entrecroisement","NOM","m","s","0.68"
"entrecroisements","entrecroisement","NOM","m","p","0.68"
"entrecuisse","entrecuisse","NOM","m","s","0.68"
"envieuse","envieux","NOM","f","s","0.68"
"envieuses","envieux","NOM","f","p","0.68"
"envieux","envieux","NOM","m","","0.68"
"esse","esse","NOM","f","s","0.68"
"excommunié","excommunié","NOM","m","s","0.68"
"excommuniés","excommunié","NOM","m","p","0.68"
"exemption","exemption","NOM","f","s","0.68"
"exemptions","exemption","NOM","f","p","0.68"
"exergue","exergue","NOM","m","s","0.68"
"expertise","expertise","NOM","f","s","0.68"
"expertises","expertise","NOM","f","p","0.68"
"exploité","exploité","NOM","m","s","0.68"
"exploitées","exploité","NOM","f","p","0.68"
"exploités","exploité","NOM","m","p","0.68"
"exultation","exultation","NOM","f","s","0.68"
"fada","fada","NOM","","s","0.68"
"fadas","fada","NOM","","p","0.68"
"faire-valoir","faire-valoir","NOM","m","","0.68"
"faix","faix","NOM","m","","0.68"
"fantaisiste","fantaisiste","NOM","","s","0.68"
"fantaisistes","fantaisiste","NOM","","p","0.68"
"faucheux","faucheux","NOM","m","","0.68"
"ferraillement","ferraillement","NOM","m","s","0.68"
"ferronnerie","ferronnerie","NOM","f","s","0.68"
"ferronneries","ferronnerie","NOM","f","p","0.68"
"ferronnier","ferronnier","NOM","m","s","0.68"
"ferronniers","ferronnier","NOM","m","p","0.68"
"ferronnière","ferronnier","NOM","f","s","0.68"
"fessier","fessier","NOM","m","s","0.68"
"fessiers","fessier","NOM","m","p","0.68"
"finette","finette","NOM","f","s","0.68"
"fjord","fjord","NOM","m","s","0.68"
"fjords","fjord","NOM","m","p","0.68"
"flagornerie","flagornerie","NOM","f","s","0.68"
"flagorneries","flagornerie","NOM","f","p","0.68"
"flambe","flambe","NOM","f","s","0.68"
"fondant","fondant","NOM","m","s","0.68"
"fondants","fondant","NOM","m","p","0.68"
"fourreur","fourreur","NOM","m","s","0.68"
"fourreurs","fourreur","NOM","m","p","0.68"
"fraisier","fraisier","NOM","m","s","0.68"
"fraisiers","fraisier","NOM","m","p","0.68"
"francité","francité","NOM","f","s","0.68"
"freluquet","freluquet","NOM","m","s","0.68"
"freluquets","freluquet","NOM","m","p","0.68"
"fricassée","fricassée","NOM","f","s","0.68"
"fricassées","fricassée","NOM","f","p","0.68"
"fripon","fripon","NOM","m","s","0.68"
"friponne","fripon","NOM","f","s","0.68"
"friponnes","fripon","NOM","f","p","0.68"
"fripons","fripon","NOM","m","p","0.68"
"frotteur","frotteur","NOM","m","s","0.68"
"frotteurs","frotteur","NOM","m","p","0.68"
"frotteuse","frotteur","NOM","f","s","0.68"
"frotteuses","frotteur","NOM","f","p","0.68"
"fulgurance","fulgurance","NOM","f","s","0.68"
"fulgurances","fulgurance","NOM","f","p","0.68"
"fumerie","fumerie","NOM","f","s","0.68"
"fumeries","fumerie","NOM","f","p","0.68"
"gadin","gadin","NOM","m","s","0.68"
"gadins","gadin","NOM","m","p","0.68"
"gagne-petit","gagne-petit","NOM","m","","0.68"
"gallon","gallon","NOM","m","s","0.68"
"gallons","gallon","NOM","m","p","0.68"
"gandoura","gandoura","NOM","f","s","0.68"
"gandouras","gandoura","NOM","f","p","0.68"
"ganse","ganse","NOM","f","s","0.68"
"ganses","ganse","NOM","f","p","0.68"
"gapette","gapette","NOM","f","s","0.68"
"gapettes","gapette","NOM","f","p","0.68"
"gauleiter","gauleiter","NOM","m","s","0.68"
"gentilhommière","gentilhommier","NOM","f","s","0.68"
"gentilhommières","gentilhommier","NOM","f","p","0.68"
"giberne","giberne","NOM","f","s","0.68"
"gibernes","giberne","NOM","f","p","0.68"
"giration","giration","NOM","f","s","0.68"
"girations","giration","NOM","f","p","0.68"
"giton","giton","NOM","m","s","0.68"
"gitons","giton","NOM","m","p","0.68"
"goitre","goitre","NOM","m","s","0.68"
"goitres","goitre","NOM","m","p","0.68"
"golden","golden","NOM","","s","0.68"
"goldens","golden","NOM","","p","0.68"
"gommeux","gommeux","NOM","m","","0.68"
"gonfle","gonfle","NOM","f","s","0.68"
"gonfles","gonfle","NOM","f","p","0.68"
"goélette","goélette","NOM","f","s","0.68"
"goélettes","goélette","NOM","f","p","0.68"
"gratification","gratification","NOM","f","s","0.68"
"gratifications","gratification","NOM","f","p","0.68"
"grouse","grouse","NOM","f","s","0.68"
"grouses","grouse","NOM","f","p","0.68"
"guêpier","guêpier","NOM","m","s","0.68"
"hallebardier","hallebardier","NOM","m","s","0.68"
"hallebardiers","hallebardier","NOM","m","p","0.68"
"hamburger","hamburger","NOM","m","s","0.68"
"hamburgers","hamburger","NOM","m","p","0.68"
"hellène","hellène","NOM","","s","0.68"
"hellènes","hellène","NOM","","p","0.68"
"hercule","hercule","NOM","m","s","0.68"
"hercules","hercule","NOM","m","p","0.68"
"hit-parade","hit-parade","NOM","m","s","0.68"
"hit-parades","hit-parade","NOM","m","p","0.68"
"hitlérisme","hitlérisme","NOM","m","s","0.68"
"hormone","hormone","NOM","f","s","0.68"
"hormones","hormone","NOM","f","p","0.68"
"houppe","houppe","NOM","f","s","0.68"
"houppes","houppe","NOM","f","p","0.68"
"hun","hun","NOM","m","s","0.68"
"huns","hun","NOM","m","p","0.68"
"hébergement","hébergement","NOM","m","s","0.68"
"hémoptysie","hémoptysie","NOM","f","s","0.68"
"hémoptysies","hémoptysie","NOM","f","p","0.68"
"hêtraie","hêtraie","NOM","f","s","0.68"
"hêtraies","hêtraie","NOM","f","p","0.68"
"illettré","illettré","NOM","m","s","0.68"
"illettrée","illettré","NOM","f","s","0.68"
"illettrés","illettré","NOM","m","p","0.68"
"imposte","imposte","NOM","f","s","0.68"
"imprégnation","imprégnation","NOM","f","s","0.68"
"imprégnations","imprégnation","NOM","f","p","0.68"
"impériale","impériale","NOM","f","s","0.68"
"impériales","impériale","NOM","f","p","0.68"
"incision","incision","NOM","f","s","0.68"
"incisions","incision","NOM","f","p","0.68"
"incommodité","incommodité","NOM","f","s","0.68"
"incommodités","incommodité","NOM","f","p","0.68"
"inconduite","inconduite","NOM","f","s","0.68"
"incontinence","incontinence","NOM","f","s","0.68"
"incontinences","incontinence","NOM","f","p","0.68"
"incurie","incurie","NOM","f","s","0.68"
"inhumanité","inhumanité","NOM","f","s","0.68"
"interné","interné","NOM","m","s","0.68"
"internés","interné","NOM","m","p","0.68"
"irrespect","irrespect","NOM","m","s","0.68"
"israélite","israélite","NOM","","s","0.68"
"israélites","israélite","NOM","","p","0.68"
"ive","ive","NOM","f","s","0.68"
"ives","ive","NOM","f","p","0.68"
"ivraie","ivraie","NOM","f","s","0.68"
"jacquier","jacquier","NOM","m","s","0.68"
"jante","jante","NOM","f","s","0.68"
"jantes","jante","NOM","f","p","0.68"
"jeanneton","jeanneton","NOM","f","s","0.68"
"jerez","jerez","NOM","m","","0.68"
"jerrycan","jerrycan","NOM","m","s","0.68"
"jerrycans","jerrycan","NOM","m","p","0.68"
"joaillier","joaillier","NOM","m","s","0.68"
"joailliers","joaillier","NOM","m","p","0.68"
"juxtaposition","juxtaposition","NOM","f","s","0.68"
"juxtapositions","juxtaposition","NOM","f","p","0.68"
"kilt","kilt","NOM","m","s","0.68"
"kilts","kilt","NOM","m","p","0.68"
"kolkhozien","kolkhozien","NOM","m","s","0.68"
"kolkhozienne","kolkhozien","NOM","f","s","0.68"
"kolkhoziennes","kolkhozien","NOM","f","p","0.68"
"kolkhoziens","kolkhozien","NOM","m","p","0.68"
"kommandantur","kommandantur","NOM","f","s","0.68"
"laideron","laideron","NOM","m","s","0.68"
"laiderons","laideron","NOM","m","p","0.68"
"lardeuss","lardeuss","NOM","m","","0.68"
"lauréat","lauréat","NOM","m","s","0.68"
"lauréats","lauréat","NOM","m","p","0.68"
"lavement","lavement","NOM","m","s","0.68"
"lavements","lavement","NOM","m","p","0.68"
"lest","lest","NOM","m","s","0.68"
"limande","limande","NOM","f","s","0.68"
"limandes","limande","NOM","f","p","0.68"
"linguiste","linguiste","NOM","","s","0.68"
"linguistes","linguiste","NOM","","p","0.68"
"lingère","lingère","NOM","f","s","0.68"
"lingères","lingère","NOM","f","p","0.68"
"looping","looping","NOM","m","s","0.68"
"loopings","looping","NOM","m","p","0.68"
"loupé","loupé","NOM","m","s","0.68"
"loupés","loupé","NOM","m","p","0.68"
"lubrifiant","lubrifiant","NOM","m","s","0.68"
"lubrifiants","lubrifiant","NOM","m","p","0.68"
"lumbago","lumbago","NOM","m","s","0.68"
"lumbagos","lumbago","NOM","m","p","0.68"
"luminaire","luminaire","NOM","m","s","0.68"
"luminaires","luminaire","NOM","m","p","0.68"
"lèche","lèche","NOM","f","s","0.68"
"lèches","lèche","NOM","f","p","0.68"
"macramé","macramé","NOM","m","s","0.68"
"madère","madère","NOM","m","s","0.68"
"magnanimité","magnanimité","NOM","f","s","0.68"
"magnétisme","magnétisme","NOM","m","s","0.68"
"magnétismes","magnétisme","NOM","m","p","0.68"
"maharadjah","maharadjah","NOM","m","s","0.68"
"maharadjahs","maharadjah","NOM","m","p","0.68"
"malencontre","malencontre","NOM","f","s","0.68"
"malencontres","malencontre","NOM","f","p","0.68"
"mao","mao","NOM","","s","0.68"
"maos","mao","NOM","","p","0.68"
"marrade","marrade","NOM","f","s","0.68"
"marsouin","marsouin","NOM","m","s","0.68"
"marsouins","marsouin","NOM","m","p","0.68"
"marxisme-léninisme","marxisme-léninisme","NOM","m","s","0.68"
"mathématicien","mathématicien","NOM","m","s","0.68"
"mathématicienne","mathématicien","NOM","f","s","0.68"
"mathématiciens","mathématicien","NOM","m","p","0.68"
"maturation","maturation","NOM","f","s","0.68"
"maturations","maturation","NOM","f","p","0.68"
"mauresque","mauresque","NOM","f","s","0.68"
"mauresques","mauresque","NOM","f","p","0.68"
"mea culpa","mea culpa","NOM","m","","0.68"
"menhir","menhir","NOM","m","s","0.68"
"menhirs","menhir","NOM","m","p","0.68"
"messagerie","messagerie","NOM","f","s","0.68"
"messageries","messagerie","NOM","f","p","0.68"
"messieurs-dames","messieurs-dames","NOM","m","p","0.68"
"microphone","microphone","NOM","m","s","0.68"
"microphones","microphone","NOM","m","p","0.68"
"mir","mir","NOM","m","s","0.68"
"mob","mob","NOM","f","s","0.68"
"monarchiste","monarchiste","NOM","","s","0.68"
"monarchistes","monarchiste","NOM","","p","0.68"
"monteur","monteur","NOM","m","s","0.68"
"monteurs","monteur","NOM","m","p","0.68"
"monteuse","monteur","NOM","f","s","0.68"
"mouillette","mouillette","NOM","f","s","0.68"
"mouillettes","mouillette","NOM","f","p","0.68"
"moulinette","moulinette","NOM","f","s","0.68"
"moulinettes","moulinette","NOM","f","p","0.68"
"moyeu","moyeu","NOM","m","s","0.68"
"moût","moût","NOM","m","s","0.68"
"moûts","moût","NOM","m","p","0.68"
"multiple","multiple","NOM","m","s","0.68"
"multiples","multiple","NOM","m","p","0.68"
"médisant","médisant","NOM","m","s","0.68"
"médisante","médisant","NOM","f","s","0.68"
"médisants","médisant","NOM","m","p","0.68"
"nabab","nabab","NOM","m","s","0.68"
"nababs","nabab","NOM","m","p","0.68"
"napalm","napalm","NOM","m","s","0.68"
"narval","narval","NOM","m","s","0.68"
"narvals","narval","NOM","m","p","0.68"
"natif","natif","NOM","m","s","0.68"
"natifs","natif","NOM","m","p","0.68"
"naturaliste","naturaliste","NOM","","s","0.68"
"naturalistes","naturaliste","NOM","","p","0.68"
"nettoyeur","nettoyeur","NOM","m","s","0.68"
"nettoyeurs","nettoyeur","NOM","m","p","0.68"
"nettoyeuse","nettoyeur","NOM","f","s","0.68"
"nettoyeuses","nettoyeur","NOM","f","p","0.68"
"nibard","nibard","NOM","m","s","0.68"
"nibards","nibard","NOM","m","p","0.68"
"noise","noise","NOM","f","s","0.68"
"noises","noise","NOM","f","p","0.68"
"nomadisme","nomadisme","NOM","m","s","0.68"
"nonce","nonce","NOM","m","s","0.68"
"nymphette","nymphette","NOM","f","s","0.68"
"nymphettes","nymphette","NOM","f","p","0.68"
"objectivité","objectivité","NOM","f","s","0.68"
"obusier","obusier","NOM","m","s","0.68"
"obusiers","obusier","NOM","m","p","0.68"
"olivette","olivette","NOM","f","s","0.68"
"olivettes","olivette","NOM","f","p","0.68"
"onzième","onzième","NOM","","s","0.68"
"open","open","NOM","m","s","0.68"
"ordonnateur","ordonnateur","NOM","m","s","0.68"
"ordonnateurs","ordonnateur","NOM","m","p","0.68"
"ordonnatrice","ordonnateur","NOM","f","s","0.68"
"pacifiste","pacifiste","NOM","","s","0.68"
"pacifistes","pacifiste","NOM","","p","0.68"
"paella","paella","NOM","f","s","0.68"
"paellas","paella","NOM","f","p","0.68"
"panneau-réclame","panneau-réclame","NOM","m","s","0.68"
"paraclet","paraclet","NOM","m","s","0.68"
"paraffine","paraffine","NOM","f","s","0.68"
"parano","parano","NOM","","s","0.68"
"paranos","parano","NOM","","p","0.68"
"pataugas","pataugas","NOM","m","","0.68"
"pathos","pathos","NOM","m","","0.68"
"paysagiste","paysagiste","NOM","","s","0.68"
"paysagistes","paysagiste","NOM","","p","0.68"
"percale","percale","NOM","f","s","0.68"
"percales","percale","NOM","f","p","0.68"
"pergola","pergola","NOM","f","s","0.68"
"persan","persan","NOM","m","s","0.68"
"persane","persan","NOM","f","s","0.68"
"persanes","persan","NOM","f","p","0.68"
"persans","persan","NOM","m","p","0.68"
"pesage","pesage","NOM","m","s","0.68"
"peseta","peseta","NOM","f","s","0.68"
"pesetas","peseta","NOM","f","p","0.68"
"phalène","phalène","NOM","f","s","0.68"
"phalènes","phalène","NOM","f","p","0.68"
"philanthrope","philanthrope","NOM","","s","0.68"
"philanthropes","philanthrope","NOM","","p","0.68"
"phosphate","phosphate","NOM","m","s","0.68"
"phosphates","phosphate","NOM","m","p","0.68"
"phénix","phénix","NOM","m","","0.68"
"pipette","pipette","NOM","f","s","0.68"
"pipettes","pipette","NOM","f","p","0.68"
"placer","placer","NOM","m","s","0.68"
"plouk","plouk","NOM","m","s","0.68"
"plus-value","plus-value","NOM","f","s","0.68"
"plus-values","plus-value","NOM","f","p","0.68"
"poivrade","poivrade","NOM","f","s","0.68"
"poivrades","poivrade","NOM","f","p","0.68"
"porte-documents","porte-documents","NOM","m","","0.68"
"porte-drapeau","porte-drapeau","NOM","m","s","0.68"
"possédant","possédant","NOM","m","s","0.68"
"possédants","possédant","NOM","m","p","0.68"
"pot-pourri","pot-pourri","NOM","m","s","0.68"
"potard","potard","NOM","m","s","0.68"
"potier","potier","NOM","m","s","0.68"
"potiers","potier","NOM","m","p","0.68"
"potière","potier","NOM","f","s","0.68"
"pots-pourris","pot-pourri","NOM","m","p","0.68"
"poupard","poupard","NOM","m","s","0.68"
"poupards","poupard","NOM","m","p","0.68"
"pousse-café","pousse-café","NOM","m","","0.68"
"poétique","poétique","NOM","f","s","0.68"
"poétiques","poétique","NOM","f","p","0.68"
"prieuré","prieuré","NOM","m","s","0.68"
"prieurés","prieuré","NOM","m","p","0.68"
"proc","proc","NOM","m","s","0.68"
"procs","proc","NOM","m","p","0.68"
"prolégomènes","prolégomènes","NOM","m","p","0.68"
"pruderie","pruderie","NOM","f","s","0.68"
"pruderies","pruderie","NOM","f","p","0.68"
"prédateur","prédateur","NOM","m","s","0.68"
"prédateurs","prédateur","NOM","m","p","0.68"
"prémisse","prémisse","NOM","f","s","0.68"
"prémisses","prémisse","NOM","f","p","0.68"
"pudding","pudding","NOM","m","s","0.68"
"puddings","pudding","NOM","m","p","0.68"
"quatrain","quatrain","NOM","m","s","0.68"
"quatrains","quatrain","NOM","m","p","0.68"
"quiche","quiche","NOM","f","s","0.68"
"quiches","quiche","NOM","f","p","0.68"
"racket","racket","NOM","m","s","0.68"
"rackets","racket","NOM","m","p","0.68"
"rajeunissement","rajeunissement","NOM","m","s","0.68"
"rattachement","rattachement","NOM","m","s","0.68"
"rattrapage","rattrapage","NOM","m","s","0.68"
"rattrapages","rattrapage","NOM","m","p","0.68"
"rectitude","rectitude","NOM","f","s","0.68"
"redite","redite","NOM","f","s","0.68"
"redites","redite","NOM","f","p","0.68"
"reichstag","reichstag","NOM","m","s","0.68"
"relaxation","relaxation","NOM","f","s","0.68"
"relégation","relégation","NOM","f","s","0.68"
"renaud","renaud","NOM","","s","0.68"
"repasseur","repasseur","NOM","m","s","0.68"
"repasseuse","repasseur","NOM","f","s","0.68"
"repasseuses","repasseur","NOM","f","p","0.68"
"repoussoir","repoussoir","NOM","m","s","0.68"
"repoussoirs","repoussoir","NOM","m","p","0.68"
"requiem","requiem","NOM","m","s","0.68"
"requiems","requiem","NOM","m","p","0.68"
"rinceau","rinceau","NOM","m","s","0.68"
"rinceaux","rinceau","NOM","m","p","0.68"
"rondo","rondo","NOM","m","s","0.68"
"rondos","rondo","NOM","m","p","0.68"
"ronfleur","ronfleur","NOM","m","s","0.68"
"ronfleurs","ronfleur","NOM","m","p","0.68"
"ronfleuse","ronfleur","NOM","f","s","0.68"
"roseur","roseur","NOM","f","s","0.68"
"roseurs","roseur","NOM","f","p","0.68"
"roteur","roteur","NOM","m","s","0.68"
"roteuse","roteur","NOM","f","s","0.68"
"roteuses","roteur","NOM","f","p","0.68"
"rouble","rouble","NOM","m","s","0.68"
"roubles","rouble","NOM","m","p","0.68"
"roucoulade","roucoulade","NOM","f","s","0.68"
"roucoulades","roucoulade","NOM","f","p","0.68"
"roudoudou","roudoudou","NOM","m","s","0.68"
"roudoudous","roudoudou","NOM","m","p","0.68"
"roussin","roussin","NOM","m","s","0.68"
"roussins","roussin","NOM","m","p","0.68"
"rumba","rumba","NOM","f","s","0.68"
"rumbas","rumba","NOM","f","p","0.68"
"réhabilitation","réhabilitation","NOM","f","s","0.68"
"rémiges","rémige","NOM","f","p","0.68"
"répons","répons","NOM","m","","0.68"
"réédition","réédition","NOM","f","s","0.68"
"rééditions","réédition","NOM","f","p","0.68"
"rééducation","rééducation","NOM","f","s","0.68"
"saccagne","saccagne","NOM","f","s","0.68"
"sacrifié","sacrifié","NOM","m","s","0.68"
"sacrifiée","sacrifié","NOM","f","s","0.68"
"sacrifiés","sacrifié","NOM","m","p","0.68"
"saint-bernard","saint-bernard","NOM","m","","0.68"
"sanctus","sanctus","NOM","m","","0.68"
"sarrasin","sarrasin","NOM","m","s","0.68"
"sarrasine","sarrasin","NOM","f","s","0.68"
"sarrasins","sarrasin","NOM","m","p","0.68"
"saunier","saunier","NOM","m","s","0.68"
"sauniers","saunier","NOM","m","p","0.68"
"sauve-qui-peut","sauve-qui-peut","NOM","m","","0.68"
"scapulaire","scapulaire","NOM","m","s","0.68"
"scapulaires","scapulaire","NOM","m","p","0.68"
"scission","scission","NOM","f","s","0.68"
"scénariste","scénariste","NOM","","s","0.68"
"scénaristes","scénariste","NOM","","p","0.68"
"showbiz","showbiz","NOM","m","","0.68"
"simulateur","simulateur","NOM","m","s","0.68"
"simulateurs","simulateur","NOM","m","p","0.68"
"simulatrice","simulateur","NOM","f","s","0.68"
"sinuosité","sinuosité","NOM","f","s","0.68"
"sinuosités","sinuosité","NOM","f","p","0.68"
"sirocco","sirocco","NOM","m","s","0.68"
"solliciteur","solliciteur","NOM","m","s","0.68"
"solliciteurs","solliciteur","NOM","m","p","0.68"
"solliciteuse","solliciteur","NOM","f","s","0.68"
"sombrero","sombrero","NOM","m","s","0.68"
"sombreros","sombrero","NOM","m","p","0.68"
"sophistication","sophistication","NOM","f","s","0.68"
"sophistications","sophistication","NOM","f","p","0.68"
"spring","spring","NOM","m","s","0.68"
"spéculateur","spéculateur","NOM","m","s","0.68"
"spéculateurs","spéculateur","NOM","m","p","0.68"
"spéculatrice","spéculateur","NOM","f","s","0.68"
"spéculatrices","spéculateur","NOM","f","p","0.68"
"strangulation","strangulation","NOM","f","s","0.68"
"stratosphère","stratosphère","NOM","f","s","0.68"
"stropiats","stropiat","NOM","m","p","0.68"
"stéthoscope","stéthoscope","NOM","m","s","0.68"
"stéthoscopes","stéthoscope","NOM","m","p","0.68"
"succulence","succulence","NOM","f","s","0.68"
"sudiste","sudiste","NOM","","s","0.68"
"sudistes","sudiste","NOM","","p","0.68"
"sulfate","sulfate","NOM","m","s","0.68"
"sulfates","sulfate","NOM","m","p","0.68"
"sulfure","sulfure","NOM","m","s","0.68"
"sulfures","sulfure","NOM","m","p","0.68"
"surmoi","surmoi","NOM","m","","0.68"
"surnombre","surnombre","NOM","m","s","0.68"
"suture","suture","NOM","f","s","0.68"
"sutures","suture","NOM","f","p","0.68"
"suzerain","suzerain","NOM","m","s","0.68"
"suzeraine","suzerain","NOM","f","s","0.68"
"suzerains","suzerain","NOM","m","p","0.68"
"synonyme","synonyme","NOM","m","s","0.68"
"synonymes","synonyme","NOM","m","p","0.68"
"taenia","taenia","NOM","m","s","0.68"
"taille-crayon","taille-crayon","NOM","m","s","0.68"
"taille-crayons","taille-crayon","NOM","m","p","0.68"
"tassement","tassement","NOM","m","s","0.68"
"tassements","tassement","NOM","m","p","0.68"
"tata","tata","NOM","f","s","0.68"
"tatas","tata","NOM","f","p","0.68"
"terril","terril","NOM","m","s","0.68"
"terrils","terril","NOM","m","p","0.68"
"timonier","timonier","NOM","m","s","0.68"
"timoniers","timonier","NOM","m","p","0.68"
"tirée","tirée","NOM","f","s","0.68"
"tirées","tirée","NOM","f","p","0.68"
"tombola","tombola","NOM","f","s","0.68"
"tombolas","tombola","NOM","f","p","0.68"
"toue","toue","NOM","f","s","0.68"
"toues","toue","NOM","f","p","0.68"
"toussotement","toussotement","NOM","m","s","0.68"
"toussotements","toussotement","NOM","m","p","0.68"
"traque","traque","NOM","f","s","0.68"
"traques","traque","NOM","f","p","0.68"
"traqueur","traqueur","NOM","m","s","0.68"
"traqueurs","traqueur","NOM","m","p","0.68"
"traqueuse","traqueur","NOM","f","s","0.68"
"tricoteur","tricoteur","NOM","m","s","0.68"
"tricoteuse","tricoteur","NOM","f","s","0.68"
"tricoteuses","tricoteur","NOM","f","p","0.68"
"trident","trident","NOM","m","s","0.68"
"tridents","trident","NOM","m","p","0.68"
"troglodyte","troglodyte","NOM","m","s","0.68"
"troglodytes","troglodyte","NOM","m","p","0.68"
"tromblon","tromblon","NOM","m","s","0.68"
"tromblons","tromblon","NOM","m","p","0.68"
"trompettiste","trompettiste","NOM","","s","0.68"
"trompettistes","trompettiste","NOM","","p","0.68"
"truandage","truandage","NOM","m","s","0.68"
"truandages","truandage","NOM","m","p","0.68"
"tubardise","tubardise","NOM","f","s","0.68"
"turbot","turbot","NOM","m","s","0.68"
"ténia","ténia","NOM","m","s","0.68"
"ténias","ténia","NOM","m","p","0.68"
"utérus","utérus","NOM","m","","0.68"
"vaguemestre","vaguemestre","NOM","","s","0.68"
"vaisselier","vaisselier","NOM","m","s","0.68"
"vaisseliers","vaisselier","NOM","m","p","0.68"
"vespa","vespa","NOM","f","s","0.68"
"vespas","vespa","NOM","f","p","0.68"
"viandox","viandox","NOM","m","","0.68"
"vielle","vielle","NOM","f","s","0.68"
"vielles","vielle","NOM","f","p","0.68"
