"Word","lemme","cgram","genre","nombre","freqlemlivres"
"restaurateurs","restaurateur","NOM","m","p","2.57"
"restauratrice","restaurateur","NOM","f","s","2.57"
"référendum","référendum","NOM","m","s","2.57"
"référendums","référendum","NOM","m","p","2.57"
"réglisse","réglisse","NOM","f","s","2.57"
"réglisses","réglisse","NOM","f","p","2.57"
"rôdeur","rôdeur","NOM","m","s","2.57"
"rôdeurs","rôdeur","NOM","m","p","2.57"
"rôdeuse","rôdeur","NOM","f","s","2.57"
"rôdeuses","rôdeur","NOM","f","p","2.57"
"sauvegarde","sauvegarde","NOM","f","s","2.57"
"sauvegardes","sauvegarde","NOM","f","p","2.57"
"savane","savane","NOM","f","s","2.57"
"savanes","savane","NOM","f","p","2.57"
"secrète","secrète","NOM","f","s","2.57"
"secrètes","secrète","NOM","f","p","2.57"
"sir","sir","NOM","m","s","2.57"
"souille","souille","NOM","f","s","2.57"
"souilles","souille","NOM","f","p","2.57"
"steak","steak","NOM","m","s","2.57"
"steaks","steak","NOM","m","p","2.57"
"stèle","stèle","NOM","f","s","2.57"
"stèles","stèle","NOM","f","p","2.57"
"susceptibilité","susceptibilité","NOM","f","s","2.57"
"susceptibilités","susceptibilité","NOM","f","p","2.57"
"suspicion","suspicion","NOM","f","s","2.57"
"suspicions","suspicion","NOM","f","p","2.57"
"tabatière","tabatière","NOM","f","s","2.57"
"tabatières","tabatière","NOM","f","p","2.57"
"taie","taie","NOM","f","s","2.57"
"taies","taie","NOM","f","p","2.57"
"toulousain","toulousain","NOM","m","s","2.57"
"toulousaine","toulousain","NOM","f","s","2.57"
"toulousains","toulousain","NOM","m","p","2.57"
"traversin","traversin","NOM","m","s","2.57"
"traversins","traversin","NOM","m","p","2.57"
"truchement","truchement","NOM","m","s","2.57"
"truchements","truchement","NOM","m","p","2.57"
"vagabondage","vagabondage","NOM","m","s","2.57"
"vagabondages","vagabondage","NOM","m","p","2.57"
"vessie","vessie","NOM","f","s","2.57"
"vessies","vessie","NOM","f","p","2.57"
"vicaire","vicaire","NOM","m","s","2.57"
"vicaires","vicaire","NOM","m","p","2.57"
"visée","visée","NOM","f","s","2.57"
"visées","visée","NOM","f","p","2.57"
"volatile","volatile","NOM","m","s","2.57"
"volatiles","volatile","NOM","m","p","2.57"
"vouloir","vouloir","NOM","m","s","2.57"
"vouloirs","vouloir","NOM","m","p","2.57"
"vrille","vrille","NOM","f","s","2.57"
"vrilles","vrille","NOM","f","p","2.57"
"abricot","abricot","NOM","m","s","2.5"
"abricots","abricot","NOM","m","p","2.5"
"absolution","absolution","NOM","f","s","2.5"
"accouplement","accouplement","NOM","m","s","2.5"
"accouplements","accouplement","NOM","m","p","2.5"
"aiguillon","aiguillon","NOM","m","s","2.5"
"aiguillons","aiguillon","NOM","m","p","2.5"
"anis","anis","NOM","m","","2.5"
"archer","archer","NOM","m","s","2.5"
"archers","archer","NOM","m","p","2.5"
"archères","archer","NOM","f","p","2.5"
"atrocité","atrocité","NOM","f","s","2.5"
"atrocités","atrocité","NOM","f","p","2.5"
"auvergnat","auvergnat","NOM","m","s","2.5"
"auvergnate","auvergnat","NOM","f","s","2.5"
"auvergnates","auvergnat","NOM","f","p","2.5"
"auvergnats","auvergnat","NOM","m","p","2.5"
"bajoue","bajoue","NOM","f","s","2.5"
"bajoues","bajoue","NOM","f","p","2.5"
"barrette","barrette","NOM","f","s","2.5"
"barrettes","barrette","NOM","f","p","2.5"
"bibliothécaire","bibliothécaire","NOM","","s","2.5"
"bibliothécaires","bibliothécaire","NOM","","p","2.5"
"billot","billot","NOM","m","s","2.5"
"billots","billot","NOM","m","p","2.5"
"boss","boss","NOM","m","","2.5"
"brouille","brouille","NOM","f","s","2.5"
"brouilles","brouille","NOM","f","p","2.5"
"cambuse","cambuse","NOM","f","s","2.5"
"cambuses","cambuse","NOM","f","p","2.5"
"camelot","camelot","NOM","m","s","2.5"
"camelots","camelot","NOM","m","p","2.5"
"capeline","capeline","NOM","f","s","2.5"
"capelines","capeline","NOM","f","p","2.5"
"carrousel","carrousel","NOM","m","s","2.5"
"carrousels","carrousel","NOM","m","p","2.5"
"chaloupe","chaloupe","NOM","f","s","2.5"
"chaloupes","chaloupe","NOM","f","p","2.5"
"chambrette","chambrette","NOM","f","s","2.5"
"charbonnier","charbonnier","NOM","m","s","2.5"
"charbonniers","charbonnier","NOM","m","p","2.5"
"charbonnières","charbonnier","NOM","f","p","2.5"
"charpie","charpie","NOM","f","s","2.5"
"charpies","charpie","NOM","f","p","2.5"
"cheminot","cheminot","NOM","m","s","2.5"
"cheminots","cheminot","NOM","m","p","2.5"
"chevron","chevron","NOM","m","s","2.5"
"chevrons","chevron","NOM","m","p","2.5"
"châtaigne","châtaigne","NOM","f","s","2.5"
"châtaignes","châtaigne","NOM","f","p","2.5"
"cigogne","cigogne","NOM","f","s","2.5"
"cigognes","cigogne","NOM","f","p","2.5"
"commisération","commisération","NOM","f","s","2.5"
"comète","comète","NOM","f","s","2.5"
"comètes","comète","NOM","f","p","2.5"
"conjoncture","conjoncture","NOM","f","s","2.5"
"conjonctures","conjoncture","NOM","f","p","2.5"
"content","content","NOM","m","s","2.5"
"contents","content","NOM","m","p","2.5"
"courbure","courbure","NOM","f","s","2.5"
"courbures","courbure","NOM","f","p","2.5"
"cureton","cureton","NOM","m","s","2.5"
"curetons","cureton","NOM","m","p","2.5"
"dahlia","dahlia","NOM","m","s","2.5"
"dahlias","dahlia","NOM","m","p","2.5"
"daron","daron","NOM","m","s","2.5"
"daronne","daron","NOM","f","s","2.5"
"daronnes","daron","NOM","f","p","2.5"
"darons","daron","NOM","m","p","2.5"
"demi-sommeil","demi-sommeil","NOM","m","s","2.5"
"demi-sommeils","demi-sommeil","NOM","m","p","2.5"
"discernement","discernement","NOM","m","s","2.5"
"dissolution","dissolution","NOM","f","s","2.5"
"dodo","dodo","NOM","m","s","2.5"
"dodos","dodo","NOM","m","p","2.5"
"duo","duo","NOM","m","s","2.5"
"duos","duo","NOM","m","p","2.5"
"dynamite","dynamite","NOM","f","s","2.5"
"décarrade","décarrade","NOM","f","s","2.5"
"décarrades","décarrade","NOM","f","p","2.5"
"déclenchement","déclenchement","NOM","m","s","2.5"
"dénonciation","dénonciation","NOM","f","s","2.5"
"dénonciations","dénonciation","NOM","f","p","2.5"
"dénégation","dénégation","NOM","f","s","2.5"
"dénégations","dénégation","NOM","f","p","2.5"
"entrave","entrave","NOM","f","s","2.5"
"entraves","entrave","NOM","f","p","2.5"
"ermite","ermite","NOM","m","s","2.5"
"ermites","ermite","NOM","m","p","2.5"
"expansion","expansion","NOM","f","s","2.5"
"fiel","fiel","NOM","m","s","2.5"
"flasque","flasque","NOM","","s","2.5"
"flasques","flasque","NOM","","p","2.5"
"forain","forain","NOM","m","s","2.5"
"foraine","forain","NOM","f","s","2.5"
"foraines","forain","NOM","f","p","2.5"
"forains","forain","NOM","m","p","2.5"
"foreign office","foreign office","NOM","m","s","2.5"
"frêne","frêne","NOM","m","s","2.5"
"frênes","frêne","NOM","m","p","2.5"
"galanterie","galanterie","NOM","f","s","2.5"
"galanteries","galanterie","NOM","f","p","2.5"
"gargouillis","gargouillis","NOM","m","","2.5"
"gaucherie","gaucherie","NOM","f","s","2.5"
"gaucheries","gaucherie","NOM","f","p","2.5"
"gaule","gaule","NOM","f","s","2.5"
"gaules","gaule","NOM","f","p","2.5"
"gui","gui","NOM","m","s","2.5"
"géniteur","géniteur","NOM","m","s","2.5"
"géniteurs","géniteur","NOM","m","p","2.5"
"génitrice","géniteur","NOM","f","s","2.5"
"génitrices","géniteur","NOM","f","p","2.5"
"habillement","habillement","NOM","m","s","2.5"
"illuminé","illuminé","NOM","m","s","2.5"
"illuminée","illuminé","NOM","f","s","2.5"
"illuminés","illuminé","NOM","m","p","2.5"
"impact","impact","NOM","m","s","2.5"
"impacts","impact","NOM","m","p","2.5"
"incantation","incantation","NOM","f","s","2.5"
"incantations","incantation","NOM","f","p","2.5"
"indicateur","indicateur","NOM","m","s","2.5"
"indicateurs","indicateur","NOM","m","p","2.5"
"ingrat","ingrat","NOM","m","s","2.5"
"ingrate","ingrat","NOM","f","s","2.5"
"ingrates","ingrat","NOM","f","p","2.5"
"ingrats","ingrat","NOM","m","p","2.5"
"joug","joug","NOM","m","s","2.5"
"jougs","joug","NOM","m","p","2.5"
"jugé","jugé","NOM","m","s","2.5"
"jugés","jugé","NOM","m","p","2.5"
"latrine","latrine","NOM","f","s","2.5"
"latrines","latrine","NOM","f","p","2.5"
"liséré","liséré","NOM","m","s","2.5"
"lisérés","liséré","NOM","m","p","2.5"
"loquedu","loquedu","NOM","","s","2.5"
"loquedus","loquedu","NOM","","p","2.5"
"légalité","légalité","NOM","f","s","2.5"
"marchandage","marchandage","NOM","m","s","2.5"
"marchandages","marchandage","NOM","m","p","2.5"
"maudit","maudit","NOM","m","s","2.5"
"maudits","maudit","NOM","m","p","2.5"
"minus","minus","NOM","m","","2.5"
"mocassin","mocassin","NOM","m","s","2.5"
"mocassins","mocassin","NOM","m","p","2.5"
"moellon","moellon","NOM","m","s","2.5"
"moellons","moellon","NOM","m","p","2.5"
"muette","muette","NOM","f","s","2.5"
"muettes","muette","NOM","f","p","2.5"
"normale","normale","NOM","f","s","2.5"
"normales","normale","NOM","f","p","2.5"
"noyer","noyer","NOM","m","s","2.5"
"noyers","noyer","NOM","m","p","2.5"
"nul","nul","NOM","m","s","2.5"
"nuls","nul","NOM","m","p","2.5"
"névrose","névrose","NOM","f","s","2.5"
"névroses","névrose","NOM","f","p","2.5"
"opportunité","opportunité","NOM","f","s","2.5"
"opportunités","opportunité","NOM","f","p","2.5"
"ovation","ovation","NOM","f","s","2.5"
"ovations","ovation","NOM","f","p","2.5"
"pastèque","pastèque","NOM","f","s","2.5"
"pastèques","pastèque","NOM","f","p","2.5"
"pilori","pilori","NOM","m","s","2.5"
"piloris","pilori","NOM","m","p","2.5"
"planchette","planchette","NOM","f","s","2.5"
"planchettes","planchette","NOM","f","p","2.5"
"prescription","prescription","NOM","f","s","2.5"
"prescriptions","prescription","NOM","f","p","2.5"
"procuration","procuration","NOM","f","s","2.5"
"providence","providence","NOM","f","s","2.5"
"prévenance","prévenance","NOM","f","s","2.5"
"prévenances","prévenance","NOM","f","p","2.5"
"pépère","pépère","NOM","m","s","2.5"
"pépères","pépère","NOM","m","p","2.5"
"rendu","rendu","NOM","m","s","2.5"
"rendus","rendu","NOM","m","p","2.5"
"restau","restau","NOM","m","s","2.5"
"restaus","restau","NOM","m","p","2.5"
"rhinocéros","rhinocéros","NOM","m","","2.5"
"risée","risée","NOM","f","s","2.5"
"risées","risée","NOM","f","p","2.5"
"rond-point","rond-point","NOM","m","s","2.5"
"ronds-points","rond-point","NOM","m","p","2.5"
"râteau","râteau","NOM","m","s","2.5"
"râteaux","râteau","NOM","m","p","2.5"
"réquisitoire","réquisitoire","NOM","m","s","2.5"
"réquisitoires","réquisitoire","NOM","m","p","2.5"
"shoot","shoot","NOM","m","s","2.5"
"shoots","shoot","NOM","m","p","2.5"
"sole","sole","NOM","f","s","2.5"
"soles","sole","NOM","f","p","2.5"
"spontanéité","spontanéité","NOM","f","s","2.5"
"sévice","sévices","NOM","m","s","2.5"
"sévices","sévices","NOM","m","p","2.5"
"tentacule","tentacule","NOM","m","s","2.5"
"tentacules","tentacule","NOM","m","p","2.5"
"terroriste","terroriste","NOM","","s","2.5"
"terroristes","terroriste","NOM","","p","2.5"
"tertre","tertre","NOM","m","s","2.5"
"tertres","tertre","NOM","m","p","2.5"
"tombereau","tombereau","NOM","m","s","2.5"
"tombereaux","tombereau","NOM","m","p","2.5"
"tourtereau","tourtereau","NOM","m","s","2.5"
"tourtereaux","tourtereau","NOM","m","p","2.5"
"tourterelle","tourtereau","NOM","f","s","2.5"
"tourterelles","tourtereau","NOM","f","p","2.5"
"transatlantique","transatlantique","NOM","m","s","2.5"
"transatlantiques","transatlantique","NOM","m","p","2.5"
"tyrannie","tyrannie","NOM","f","s","2.5"
"tyrannies","tyrannie","NOM","f","p","2.5"
"ulcère","ulcère","NOM","m","s","2.5"
"ulcères","ulcère","NOM","m","p","2.5"
"veulerie","veulerie","NOM","f","s","2.5"
"veuleries","veulerie","NOM","f","p","2.5"
"vieillissement","vieillissement","NOM","m","s","2.5"
"échappée","échappée","NOM","f","s","2.5"
"échappées","échappée","NOM","f","p","2.5"
"éclaireur","éclaireur","NOM","m","s","2.5"
"éclaireurs","éclaireur","NOM","m","p","2.5"
"éclaireuse","éclaireur","NOM","f","s","2.5"
"éclaireuses","éclaireur","NOM","f","p","2.5"
"épineux","épineux","NOM","m","","2.5"
"agrafe","agrafe","NOM","f","s","2.43"
"agrafes","agrafe","NOM","f","p","2.43"
"aller-retour","aller-retour","NOM","m","s","2.43"
"allers-retours","aller-retour","NOM","m","p","2.43"
"amélioration","amélioration","NOM","f","s","2.43"
"améliorations","amélioration","NOM","f","p","2.43"
"antipode","antipode","NOM","m","s","2.43"
"antipodes","antipode","NOM","m","p","2.43"
"authenticité","authenticité","NOM","f","s","2.43"
"baise","baise","NOM","f","s","2.43"
"baises","baise","NOM","f","p","2.43"
"battoir","battoir","NOM","m","s","2.43"
"battoirs","battoir","NOM","m","p","2.43"
"bienheureuse","bienheureux","NOM","f","s","2.43"
"bienheureux","bienheureux","NOM","m","","2.43"
"biscotte","biscotte","NOM","f","s","2.43"
"biscottes","biscotte","NOM","f","p","2.43"
"bonbonne","bonbonne","NOM","f","s","2.43"
"bonbonnes","bonbonne","NOM","f","p","2.43"
"brésilien","brésilien","NOM","m","s","2.43"
"brésilienne","brésilien","NOM","f","s","2.43"
"brésiliennes","brésilien","NOM","f","p","2.43"
"brésiliens","brésilien","NOM","m","p","2.43"
"caddie","caddie","NOM","m","s","2.43"
"caddies","caddie","NOM","m","p","2.43"
"cadenas","cadenas","NOM","m","","2.43"
"cantatrice","cantatrice","NOM","f","s","2.43"
"cantatrices","cantatrice","NOM","f","p","2.43"
"caoua","caoua","NOM","m","s","2.43"
"caouas","caoua","NOM","m","p","2.43"
"catholicisme","catholicisme","NOM","m","s","2.43"
"cellophane","cellophane","NOM","f","s","2.43"
"chansonnette","chansonnette","NOM","f","s","2.43"
"chansonnettes","chansonnette","NOM","f","p","2.43"
"choléra","choléra","NOM","m","s","2.43"
"choléras","choléra","NOM","m","p","2.43"
"chuchotis","chuchotis","NOM","m","","2.43"
"civet","civet","NOM","m","s","2.43"
"civets","civet","NOM","m","p","2.43"
"claie","claie","NOM","f","s","2.43"
"claies","claie","NOM","f","p","2.43"
"claire-voie","claire-voie","NOM","f","s","2.43"
"claires-voies","claire-voie","NOM","f","p","2.43"
"clavecin","clavecin","NOM","m","s","2.43"
"clavecins","clavecin","NOM","m","p","2.43"
"clémence","clémence","NOM","f","s","2.43"
"cocotier","cocotier","NOM","m","s","2.43"
"cocotiers","cocotier","NOM","m","p","2.43"
"collabo","collabo","NOM","","s","2.43"
"collabos","collabo","NOM","","p","2.43"
"conjonction","conjonction","NOM","f","s","2.43"
"conjonctions","conjonction","NOM","f","p","2.43"
"consulat","consulat","NOM","m","s","2.43"
"consulats","consulat","NOM","m","p","2.43"
"coqueluche","coqueluche","NOM","f","s","2.43"
"coqueluches","coqueluche","NOM","f","p","2.43"
"coran","coran","NOM","m","s","2.43"
"courtine","courtine","NOM","f","s","2.43"
"courtines","courtine","NOM","f","p","2.43"
"diamantaire","diamantaire","NOM","","s","2.43"
"diamantaires","diamantaire","NOM","","p","2.43"
"documentation","documentation","NOM","f","s","2.43"
"documentations","documentation","NOM","f","p","2.43"
"drogué","drogué","NOM","m","s","2.43"
"droguée","drogué","NOM","f","s","2.43"
"droguées","drogué","NOM","f","p","2.43"
"drogués","drogué","NOM","m","p","2.43"
"décennie","décennie","NOM","f","s","2.43"
"décennies","décennie","NOM","f","p","2.43"
"déformation","déformation","NOM","f","s","2.43"
"déformations","déformation","NOM","f","p","2.43"
"démence","démence","NOM","f","s","2.43"
"déposition","déposition","NOM","f","s","2.43"
"dépositions","déposition","NOM","f","p","2.43"
"désertion","désertion","NOM","f","s","2.43"
"désertions","désertion","NOM","f","p","2.43"
"endurance","endurance","NOM","f","s","2.43"
"fiesta","fiesta","NOM","f","s","2.43"
"fiestas","fiesta","NOM","f","p","2.43"
"figurine","figurine","NOM","f","s","2.43"
"figurines","figurine","NOM","f","p","2.43"
"flegme","flegme","NOM","m","s","2.43"
"fleuret","fleuret","NOM","m","s","2.43"
"fleurets","fleuret","NOM","m","p","2.43"
"flipper","flipper","NOM","m","s","2.43"
"flippers","flipper","NOM","m","p","2.43"
"flottement","flottement","NOM","m","s","2.43"
"flottements","flottement","NOM","m","p","2.43"
"fluide","fluide","NOM","m","s","2.43"
"fluides","fluide","NOM","m","p","2.43"
"flânerie","flânerie","NOM","f","s","2.43"
"flâneries","flânerie","NOM","f","p","2.43"
"fouine","fouine","NOM","f","s","2.43"
"fouines","fouine","NOM","f","p","2.43"
"fréquence","fréquence","NOM","f","s","2.43"
"fréquences","fréquence","NOM","f","p","2.43"
"fuseau","fuseau","NOM","m","s","2.43"
"fuseaux","fuseau","NOM","m","p","2.43"
"garrot","garrot","NOM","m","s","2.43"
"garrots","garrot","NOM","m","p","2.43"
"gazette","gazette","NOM","f","s","2.43"
"gazettes","gazette","NOM","f","p","2.43"
"gourmette","gourmette","NOM","f","s","2.43"
"gourmettes","gourmette","NOM","f","p","2.43"
"guimauve","guimauve","NOM","f","s","2.43"
"guimauves","guimauve","NOM","f","p","2.43"
"gymnase","gymnase","NOM","m","s","2.43"
"gymnases","gymnase","NOM","m","p","2.43"
"houppette","houppette","NOM","f","s","2.43"
"houppettes","houppette","NOM","f","p","2.43"
"hyène","hyène","NOM","f","s","2.43"
"hyènes","hyène","NOM","f","p","2.43"
"impassibilité","impassibilité","NOM","f","s","2.43"
"inquisiteur","inquisiteur","NOM","m","s","2.43"
"inquisiteurs","inquisiteur","NOM","m","p","2.43"
"kimono","kimono","NOM","m","s","2.43"
"kimonos","kimono","NOM","m","p","2.43"
"laboureur","laboureur","NOM","m","s","2.43"
"laboureurs","laboureur","NOM","m","p","2.43"
"laitier","laitier","NOM","m","s","2.43"
"laitiers","laitier","NOM","m","p","2.43"
"laitière","laitier","NOM","f","s","2.43"
"laitières","laitier","NOM","f","p","2.43"
"laitue","laitue","NOM","f","s","2.43"
"laitues","laitue","NOM","f","p","2.43"
"macaroni","macaroni","NOM","m","s","2.43"
"macaronis","macaroni","NOM","m","p","2.43"
"maternelle","maternel","NOM","f","s","2.43"
"maternelles","maternel","NOM","f","p","2.43"
"mexicain","mexicain","NOM","m","s","2.43"
"mexicaine","mexicain","NOM","f","s","2.43"
"mexicaines","mexicain","NOM","f","p","2.43"
"mexicains","mexicain","NOM","m","p","2.43"
"minuscule","minuscule","NOM","","s","2.43"
"minuscules","minuscule","NOM","","p","2.43"
"miroitement","miroitement","NOM","m","s","2.43"
"miroitements","miroitement","NOM","m","p","2.43"
"morveuse","morveux","NOM","f","s","2.43"
"morveux","morveux","NOM","m","","2.43"
"moucheron","moucheron","NOM","m","s","2.43"
"moucherons","moucheron","NOM","m","p","2.43"
"mouflette","mouflette","NOM","f","s","2.43"
"mouflettes","mouflette","NOM","f","p","2.43"
"narration","narration","NOM","f","s","2.43"
"narrations","narration","NOM","f","p","2.43"
"nippe","nippe","NOM","f","s","2.43"
"nippes","nippe","NOM","f","p","2.43"
"noyade","noyade","NOM","f","s","2.43"
"noyades","noyade","NOM","f","p","2.43"
"négociant","négociant","NOM","m","s","2.43"
"négociante","négociant","NOM","f","s","2.43"
"négociants","négociant","NOM","m","p","2.43"
"pa","pa","NOM","f","s","2.43"
"papelard","papelard","NOM","m","s","2.43"
"papelards","papelard","NOM","m","p","2.43"
"parodie","parodie","NOM","f","s","2.43"
"parodies","parodie","NOM","f","p","2.43"
"patronage","patronage","NOM","m","s","2.43"
"patronages","patronage","NOM","m","p","2.43"
"plinthe","plinthe","NOM","f","s","2.43"
"plinthes","plinthe","NOM","f","p","2.43"
"politicien","politicien","NOM","m","s","2.43"
"politicienne","politicien","NOM","f","s","2.43"
"politiciens","politicien","NOM","m","p","2.43"
"pont-neuf","pont-neuf","NOM","m","s","2.43"
"poulaga","poulaga","NOM","m","s","2.43"
"poulagas","poulaga","NOM","m","p","2.43"
"pourcentage","pourcentage","NOM","m","s","2.43"
"pourcentages","pourcentage","NOM","m","p","2.43"
"poursuivant","poursuivant","NOM","m","s","2.43"
"poursuivante","poursuivant","NOM","f","s","2.43"
"poursuivants","poursuivant","NOM","m","p","2.43"
"poussette","poussette","NOM","f","s","2.43"
"poussettes","poussette","NOM","f","p","2.43"
"quignon","quignon","NOM","m","s","2.43"
"quignons","quignon","NOM","m","p","2.43"
"rameur","rameur","NOM","m","s","2.43"
"rameurs","rameur","NOM","m","p","2.43"
"rareté","rareté","NOM","f","s","2.43"
"raretés","rareté","NOM","f","p","2.43"
"renom","renom","NOM","m","s","2.43"
"renouvellement","renouvellement","NOM","m","s","2.43"
"renouvellements","renouvellement","NOM","m","p","2.43"
"rillettes","rillettes","NOM","f","p","2.43"
"rogne","rogne","NOM","f","s","2.43"
"rognes","rogne","NOM","f","p","2.43"
"résiné","résiné","NOM","m","s","2.43"
"révolté","révolté","NOM","m","s","2.43"
"révoltée","révolté","NOM","f","s","2.43"
"révoltées","révolté","NOM","f","p","2.43"
"révoltés","révolté","NOM","m","p","2.43"
"saladier","saladier","NOM","m","s","2.43"
"saladiers","saladier","NOM","m","p","2.43"
"sana","sana","NOM","m","s","2.43"
"sanas","sana","NOM","m","p","2.43"
"soupière","soupière","NOM","f","s","2.43"
"soupières","soupière","NOM","f","p","2.43"
"stalle","stalle","NOM","f","s","2.43"
"stalles","stalle","NOM","f","p","2.43"
"tenaille","tenaille","NOM","f","s","2.43"
"tenailles","tenaille","NOM","f","p","2.43"
"tenancier","tenancier","NOM","m","s","2.43"
"tenanciers","tenancier","NOM","m","p","2.43"
"tenancière","tenancier","NOM","f","s","2.43"
"tenancières","tenancier","NOM","f","p","2.43"
"tesson","tesson","NOM","m","s","2.43"
"tessons","tesson","NOM","m","p","2.43"
"timbale","timbale","NOM","f","s","2.43"
"timbales","timbale","NOM","f","p","2.43"
"tire-bouchon","tire-bouchon","NOM","m","s","2.43"
"tire-bouchons","tire-bouchon","NOM","m","p","2.43"
"topo","topo","NOM","m","s","2.43"
"topos","topo","NOM","m","p","2.43"
"torero","torero","NOM","m","s","2.43"
"toreros","torero","NOM","m","p","2.43"
"tortionnaire","tortionnaire","NOM","","s","2.43"
"tortionnaires","tortionnaire","NOM","","p","2.43"
"trompe-l'oeil","trompe-l'oeil","NOM","m","","2.43"
"tropique","tropique","NOM","m","s","2.43"
"tropiques","tropique","NOM","m","p","2.43"
"truelle","truelle","NOM","f","s","2.43"
"truelles","truelle","NOM","f","p","2.43"
"tutelle","tutelle","NOM","f","s","2.43"
"violoniste","violoniste","NOM","","s","2.43"
"violonistes","violoniste","NOM","","p","2.43"
"vétéran","vétéran","NOM","m","s","2.43"
"vétérans","vétéran","NOM","m","p","2.43"
"échafaud","échafaud","NOM","m","s","2.43"
"échafauds","échafaud","NOM","m","p","2.43"
"étron","étron","NOM","m","s","2.43"
"étrons","étron","NOM","m","p","2.43"
"affres","affre","NOM","f","p","2.36"
"arrière-salle","arrière-salle","NOM","f","s","2.36"
"arrière-salles","arrière-salle","NOM","f","p","2.36"
"ave","ave","NOM","m","","2.36"
"aviron","aviron","NOM","m","s","2.36"
"avirons","aviron","NOM","m","p","2.36"
"bistouri","bistouri","NOM","m","s","2.36"
"bistouris","bistouri","NOM","m","p","2.36"
"blocus","blocus","NOM","m","","2.36"
"boucan","boucan","NOM","m","s","2.36"
"bronchite","bronchite","NOM","f","s","2.36"
"bronchites","bronchite","NOM","f","p","2.36"
"calva","calva","NOM","m","s","2.36"
"calvas","calva","NOM","m","p","2.36"
"cambrioleur","cambrioleur","NOM","m","s","2.36"
"cambrioleurs","cambrioleur","NOM","m","p","2.36"
"cambrioleuse","cambrioleur","NOM","f","s","2.36"
"camionneur","camionneur","NOM","m","s","2.36"
"camionneurs","camionneur","NOM","m","p","2.36"
"carpette","carpette","NOM","f","s","2.36"
"carpettes","carpette","NOM","f","p","2.36"
"comté","comté","NOM","m","s","2.36"
"comtés","comté","NOM","m","p","2.36"
"corneille","corneille","NOM","f","s","2.36"
"corneilles","corneille","NOM","f","p","2.36"
"couillon","couillon","NOM","m","s","2.36"
"couillons","couillon","NOM","m","p","2.36"
"criquet","criquet","NOM","m","s","2.36"
"criquets","criquet","NOM","m","p","2.36"
"cyclope","cyclope","NOM","m","s","2.36"
"cyclopes","cyclope","NOM","m","p","2.36"
"danois","danois","NOM","m","","2.36"
"danoise","danois","NOM","f","s","2.36"
"demi-lune","demi-lune","NOM","f","s","2.36"
"demi-lunes","demi-lune","NOM","f","p","2.36"
"dentellière","dentellière","NOM","f","s","2.36"
"déjection","déjection","NOM","f","s","2.36"
"déjections","déjection","NOM","f","p","2.36"
"démolition","démolition","NOM","f","s","2.36"
"démolitions","démolition","NOM","f","p","2.36"
"dépositaire","dépositaire","NOM","","s","2.36"
"dépositaires","dépositaire","NOM","","p","2.36"
"dérapage","dérapage","NOM","m","s","2.36"
"dérapages","dérapage","NOM","m","p","2.36"
"désoeuvrement","désoeuvrement","NOM","m","s","2.36"
"désoeuvrements","désoeuvrement","NOM","m","p","2.36"
"enflure","enflure","NOM","f","s","2.36"
"enflures","enflure","NOM","f","p","2.36"
"esclandre","esclandre","NOM","m","s","2.36"
"esclandres","esclandre","NOM","m","p","2.36"
"exagération","exagération","NOM","f","s","2.36"
"exagérations","exagération","NOM","f","p","2.36"
"express","express","NOM","m","","2.36"
"fac","fac","NOM","f","s","2.36"
"facs","fac","NOM","f","p","2.36"
"feinte","feinte","NOM","f","s","2.36"
"feintes","feinte","NOM","f","p","2.36"
"filiation","filiation","NOM","f","s","2.36"
"filiations","filiation","NOM","f","p","2.36"
"fortification","fortification","NOM","f","s","2.36"
"fortifications","fortification","NOM","f","p","2.36"
"fourmillement","fourmillement","NOM","m","s","2.36"
"fourmillements","fourmillement","NOM","m","p","2.36"
"fournée","fournée","NOM","f","s","2.36"
"fournées","fournée","NOM","f","p","2.36"
"friction","friction","NOM","f","s","2.36"
"frictions","friction","NOM","f","p","2.36"
"frousse","frousse","NOM","f","s","2.36"
"frousses","frousse","NOM","f","p","2.36"
"fébrilité","fébrilité","NOM","f","s","2.36"
"fédération","fédération","NOM","f","s","2.36"
"fédérations","fédération","NOM","f","p","2.36"
"geôle","geôle","NOM","f","s","2.36"
"geôles","geôle","NOM","f","p","2.36"
"girouette","girouette","NOM","f","s","2.36"
"girouettes","girouette","NOM","f","p","2.36"
"grand-rue","grand-rue","NOM","f","s","2.36"
"gréviste","gréviste","NOM","","s","2.36"
"grévistes","gréviste","NOM","","p","2.36"
"hausse","hausse","NOM","f","s","2.36"
"hausses","hausse","NOM","f","p","2.36"
"hongrois","hongrois","NOM","m","","2.36"
"hure","hure","NOM","f","s","2.36"
"hures","hure","NOM","f","p","2.36"
"héron","héron","NOM","m","s","2.36"
"hérons","héron","NOM","m","p","2.36"
"immondice","immondice","NOM","f","s","2.36"
"immondices","immondice","NOM","f","p","2.36"
"impresarii","impresario","NOM","m","p","2.36"
"impresario","impresario","NOM","m","s","2.36"
"impresarios","impresario","NOM","m","p","2.36"
"inaction","inaction","NOM","f","s","2.36"
"indemnité","indemnité","NOM","f","s","2.36"
"indemnités","indemnité","NOM","f","p","2.36"
"indignité","indignité","NOM","f","s","2.36"
"indignités","indignité","NOM","f","p","2.36"
"julot","julot","NOM","m","s","2.36"
"julots","julot","NOM","m","p","2.36"
